# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92683230
# output
#   file = output_cal_g_Kpsi_EPs_7.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.110278
# Diagonal elements of inverse mass matrix:
# 0.136252, 0.0213526, 0.0966522, 0.0709938, 0.172612, 0.0110359, 0.0356261, 0.0536131, 0.0250471, 0.0289641, 0.0622236, 0.140841, 0.120537, 0.0138701, 0.175516, 0.0453105, 1.65312, 0.238718, 0.111901, 0.891577, 0.872404, 0.620598, 0.0997145, 0.555683, 2.43124, 0.669419, 0.938272, 0.317163, 1.29783, 0.072643, 0.687576, 0.0976329, 0.076379
-2666.64,1,0.110278,5,31,0,2680.9,88.9361,28.8275,182.734,33.7575,102.93,60.4837,55.8445,25.2191,50.8404,31.4097,119.319,112.774,37.5732,34.4047,70.2154,0.122191,-0.717908,-1.83642,-1.29674,-1.58398,-1.95084,-2.01035,-1.49408,-1.07433,-1.74756,-0.415529,-0.516279,-1.2671,-1.22167,-1.32,-1.4967,-1.24509,0.514992,0.487771,0.159387,0.27342,0.205157,0.142155,0.133941,0.224454,0.341528,0.174199,0.659991,0.596737,0.281648,0.294737,0.267136,0.223867,-34.4465,-40.8634,-43.3718,-49.8628,-41.6457,-41.1087,-55.7113,-42.77,-41.6479,-45.3322,-54.1162,-46.6719,-36.0093,-42.0918,-45.1896,-43.5679,-38.0474,-36.6193,-46.0275,-44.1616,-37.158,-46.3007,-36.3098,-50.3684,-41.8098,-44.1819,-37.1539,-41.2989,-33.6054,-43.1104,-41.08,-42.5095,-48.4729,-58.0513,-37.8243,-41.3209,-35.6746,-41.7338,-47.4997,-54.2129,-59.1761,-52.9801,-53.3642,-51.6854,-38.9225,-33.8533,-44.5314,-41.1615,-46.6054,-37.647,-40.2544,-45.6336,-43.4787,-37.1742,-49.4473,-29.7044,-48.0634,-53.9629,-49.9554,-35.0952,-43.5308,-49.404
-2672.37,0.890332,0.110278,5,31,0,2683.91,44.7832,32.3364,187.516,38.6804,149.24,61.8025,48.0773,16.3954,54.4589,30.0737,119.135,143.11,23.2003,24.2362,70.5252,0.149808,-2.12092,-1.82944,-1.54462,-1.26569,-0.445014,-2.01773,-1.40873,-1.69694,-1.41464,-0.782353,-0.787176,-0.744132,-1.72732,-1.70276,-1.21174,-1.40962,0.534193,0.119921,0.160504,0.213393,0.282044,0.640815,0.132958,0.244454,0.183243,0.243013,0.457329,0.455128,0.475147,0.17776,0.182181,0.297678,-35.0665,-41.3671,-42.7082,-49.5759,-41.1077,-40.5552,-56.0516,-43.1493,-41.3153,-45.3192,-54.6581,-45.3662,-35.3245,-44.0577,-46.1442,-42.2122,-38.2988,-37.2272,-46.5054,-44.7651,-38.0271,-46.6527,-35.3095,-53.7673,-42.3638,-44.9284,-37.3009,-41.2166,-32.0779,-42.6334,-39.8325,-40.6232,-47.7473,-58.7732,-37.8466,-40.2473,-35.5931,-41.8816,-48.0054,-56.8792,-63.5074,-52.7169,-53.695,-48.7276,-38.9429,-33.917,-44.3393,-42.4412,-47.8214,-38.2558,-43.4318,-44.3885,-42.0136,-36.9998,-51.0376,-28.1053,-45.5329,-55.3667,-49.4919,-34.423,-42.7982,-47.3956
-2670.58,1,0.110278,5,63,0,2693.1,77.3448,31.9917,192.043,38.6856,78.2925,64.5198,53.842,32.6886,46.7091,28.6789,125.629,141.464,43.4074,34.134,55.3447,0.114989,-0.941136,-1.52572,-1.42151,-1.71701,-1.53134,-2.10349,-1.45404,-0.276575,-2.18891,-0.194065,-0.526212,-0.912339,-1.43181,-1.24048,-1.79467,-1.22345,0.577627,0.390184,0.217464,0.241349,0.179603,0.216246,0.12203,0.233625,0.758377,0.112039,0.823604,0.590839,0.401584,0.238876,0.289245,0.166182,-33.2215,-41.8515,-44.225,-49.0647,-42.3233,-40.7291,-55.5014,-43.4557,-42.0917,-46.2059,-54.3217,-47.1515,-36.5556,-43.3066,-44.6693,-43.5499,-38.3655,-35.6765,-46.6921,-42.8278,-36.4547,-46.5585,-36.6299,-51.3478,-43.377,-42.0986,-36.7453,-40.5967,-34.6837,-43.4237,-40.517,-42.1872,-48.5553,-57.4352,-37.2544,-41.4941,-35.6857,-41.2376,-47.4494,-53.8382,-59.7738,-53.2766,-54.0533,-51.6755,-36.981,-33.8935,-44.6076,-40.9226,-45.7228,-37.543,-39.5531,-45.889,-42.9136,-36.9353,-48.8402,-28.7923,-48.1142,-55.2948,-50.4057,-35.4392,-43.3095,-50.8153
-2670.34,0.911976,0.110278,5,63,0,2685.23,57.0863,27.5466,180.357,39.8577,183.093,61.9486,55.5442,16.8182,47.7466,30.73,119.942,109.372,26.0732,26.8494,84.8804,0.133229,-1.45407,-1.77404,-1.3681,-1.16045,-0.337796,-2.11666,-1.26944,-1.66953,-2.04781,0.0341054,-0.0605248,-1.06286,-1.91933,-1.69581,-0.841441,-1.1754,0.665558,0.233618,0.169646,0.254591,0.313346,0.713341,0.120433,0.280988,0.188336,0.129017,1.03469,0.94127,0.345468,0.146705,0.183451,0.431089,-35.4157,-41.4551,-42.6687,-48.5689,-42.0435,-41.5036,-56.459,-43.2997,-42.4051,-45.4539,-54.8709,-47.4329,-36.698,-42.8073,-45.5237,-42.4634,-38.7246,-36.0246,-46.539,-43.4743,-37.1599,-46.7549,-35.2569,-51.1509,-40.212,-42.9912,-37.862,-40.5147,-32.0219,-42.655,-40.7488,-42.2078,-47.7273,-58.3113,-37.5758,-39.3321,-35.6574,-41.9227,-47.5185,-55.2313,-58.9739,-54.3042,-54.3127,-52.451,-37.3369,-33.3349,-44.3208,-41.6929,-46.6335,-35.8198,-39.6225,-46.1684,-42.9529,-36.7767,-49.1784,-28.7564,-47.373,-54.6395,-50.2222,-35.3151,-44.0567,-50.0911
-2668.81,0.967731,0.110278,5,63,0,2688.59,50.8116,26.2311,163.792,31.1906,89.1131,55.1189,43.6716,21.547,46.5755,27.9766,105.272,97.5248,27.8331,30.2133,84.0811,0.17199,-1.16928,-1.5276,-1.72168,-1.65219,-1.5526,-2.24918,-1.46455,-1.25673,-1.69434,-0.736817,-0.294317,-0.967707,-0.978286,-1.22105,-1.37538,-1.42889,0.543717,0.31059,0.217056,0.178766,0.19163,0.211697,0.105486,0.231182,0.284584,0.18372,0.478635,0.745041,0.379953,0.375955,0.294921,0.252743,-34.5369,-42.4876,-44.1585,-49.4982,-41.9395,-40.457,-57.3075,-45.2532,-41.9616,-44.5038,-52.7982,-46.0447,-36.4432,-45.4452,-45.6475,-42.8703,-39.4218,-36.4784,-47.7789,-44.1102,-37.1273,-48.3107,-36.3078,-49.7495,-41.66,-43.8445,-37.1933,-41.2116,-32.6202,-43.2955,-39.6054,-41.8823,-48.0295,-58.924,-37.2907,-40.5318,-36.0518,-42.1543,-47.6302,-54.6255,-57.5326,-53.5465,-54.1391,-50.3567,-37.1173,-32.9993,-45.6632,-43.0322,-46.6945,-35.3165,-40.9311,-45.5041,-41.4867,-36.513,-50.0312,-28.238,-46.1625,-56.6335,-48.4365,-36.0717,-43.4136,-47.8378
-2670.84,0.980113,0.110278,5,31,0,2686.11,78.2746,22.7657,173.959,46.3998,98.4542,54.9492,49.0754,31.8304,52.4715,29.0806,86.0139,130.749,21.3719,29.8019,51.7024,0.131103,-0.911112,-1.97946,-1.47939,-1.12783,-1.42453,-2.11236,-1.32955,-0.539692,-1.66554,0.0629484,-1.31012,-0.954901,-1.25843,-1.69858,-1.58403,-1.24017,0.581541,0.402077,0.138143,0.227777,0.323735,0.240622,0.120952,0.264597,0.582928,0.189088,1.06497,0.269789,0.38485,0.2841,0.182944,0.205146,-34.6294,-40.9732,-43.5045,-49.2803,-42.2375,-40.7229,-56.5618,-43.4095,-40.9013,-46.7546,-52.7394,-46.7574,-34.8836,-40.9173,-46.0448,-41.5905,-38.4316,-37.1095,-46.3844,-44.3404,-38.129,-47.4355,-36.3238,-52.1916,-42.2712,-43.8074,-37.3344,-40.8867,-31.163,-42.9659,-41.2896,-42.6292,-48.7593,-59.4768,-37.4414,-40.7901,-34.7748,-42.4556,-47.1161,-54.9765,-59.931,-52.5951,-53.0183,-50.8433,-38.2301,-32.0267,-44.9989,-41.9976,-47.7115,-37.4472,-41.9377,-44.9597,-42.3391,-37.082,-50.2421,-28.7376,-46.1719,-56.5495,-50.9533,-35.2261,-42.8648,-49.6259
