# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92687571
# output
#   file = output_cal_g_Kpsi_EPs_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.195315
# Diagonal elements of inverse mass matrix:
# 0.105106, 0.0117478, 0.0655511, 0.0517881, 0.234964, 0.0116319, 0.037717, 0.0679264, 0.0204368, 0.0315942, 0.0558558, 0.12866, 0.141479, 0.0165657, 0.14829, 0.0385396, 1.28057, 0.234302, 0.0776544, 0.914253, 1.62523, 0.670824, 0.153937, 0.796343, 0.205774, 0.615941, 0.323447, 0.304928, 1.55473, 0.0653855, 0.665892, 0.148287, 0.103434
-2687.62,0.875963,0.195315,5,31,0,2704.26,72.8134,26.4433,208.874,61.3586,173.931,65.2935,45.2517,36.1443,67.1059,30.956,112.231,107.285,20.4798,33.5977,57.1369,0.164396,-1.14474,-2.00508,-1.46256,-0.440016,0.469874,-2.20783,-1.4251,0.409569,-1.20339,0.428128,0.0534348,-1.2071,-2.0309,-1.59728,-1.581,-1.27423,0.598177,0.318306,0.134649,0.231643,0.644026,1.59979,0.109939,0.240485,1.50617,0.300175,1.53438,1.05489,0.299065,0.131217,0.202447,0.205769,-36.0222,-41.6415,-41.9308,-50.5089,-42.6511,-40.9385,-55.9965,-43.2694,-42.3199,-45.6518,-53.7404,-45.0737,-35.7363,-44.6005,-45.4335,-43.2906,-38.2205,-37.0121,-47.955,-43.4669,-38.2406,-46.8572,-35.971,-50.6746,-42.1098,-44.2576,-37.0596,-40.5914,-31.9752,-42.2919,-38.582,-42.1207,-48.1413,-59.4871,-37.5804,-41.0318,-35.9119,-42.2157,-47.1442,-56.6544,-64.0928,-52.8567,-52.4184,-50.7473,-37.531,-33.1581,-44.7743,-42.1061,-47.0097,-36.5333,-42.6822,-45.5282,-41.1545,-37.0167,-50.0849,-27.807,-44.7528,-57.0151,-49.0624,-35.0623,-42.9583,-47.5214
-2688.36,0.734389,0.195315,5,31,0,2709.14,58.1991,27.0655,164.642,56.3995,192.568,54.7893,51.2226,24.2304,58.1727,38.5477,112.736,97.5054,24.1337,32.9485,80.4295,0.14526,-0.605538,-1.96702,-1.32301,-0.622535,-0.393226,-2.20102,-1.3632,0.364819,-1.49379,-0.0250545,0.102815,-1.22437,-1.59814,-1.69565,-1.34665,-1.26569,1.4209,0.545781,0.139873,0.266334,0.536582,0.674876,0.11069,0.255841,1.44025,0.224521,0.975257,1.10829,0.293942,0.202272,0.18348,0.26011,-37.0451,-40.3969,-42.1824,-50.4566,-42.8357,-42.1893,-57.1454,-43.4871,-41.8344,-45.0132,-53.9021,-46.494,-36.5887,-42.4228,-45.0827,-42.6456,-39.2745,-36.9539,-47.6306,-44.9905,-38.2278,-47.5987,-35.6376,-51.4006,-40.2321,-45.3906,-38.5325,-40.6926,-31.1667,-43.9925,-41.0785,-43.209,-48.7957,-58.8614,-38.2651,-38.5826,-36.233,-42.269,-46.8158,-55.5177,-60.4146,-53.0407,-53.1216,-52.907,-37.6455,-33.3421,-44.2015,-42.908,-48.2528,-35.0138,-40.0853,-46.7373,-42.8187,-36.5529,-49.2784,-27.7479,-46.9506,-54.8199,-48.4879,-35.8272,-44.312,-48.4921
-2681.44,1,0.195315,5,31,0,2705.69,90.9534,28.4327,158.407,29.9881,73.0918,64.633,39.8416,21.1601,42.9458,21.8279,127.006,138.642,20.9944,25.4395,58.7654,0.142996,-0.518334,-1.73811,-1.50113,-2.063,-1.48967,-2.01993,-1.7342,-0.764888,-2.14041,-0.79101,-0.509113,-0.710642,-1.23227,-1.35374,-1.73685,-1.24376,0.43989,0.595512,0.175853,0.222878,0.127073,0.225447,0.132665,0.176541,0.465386,0.117607,0.453387,0.601029,0.491329,0.29163,0.258274,0.176074,-32.801,-42.158,-44.7028,-48.4836,-42.1072,-41.3985,-56.4555,-44.3769,-42.9183,-45.8208,-54.8382,-46.78,-36.3831,-42.6554,-46.0803,-42.6255,-39.2082,-35.5853,-48.7429,-43.5766,-36.3172,-46.9097,-35.6117,-51.8691,-43.0618,-43.5338,-36.9773,-41.2755,-32.1503,-43.5616,-39.9105,-41.419,-48.067,-58.4072,-37.0003,-40.8303,-35.2364,-41.677,-47.3357,-55.4179,-60.104,-54.7216,-56.1142,-51.2209,-37.0817,-33.7198,-46.2543,-42.4805,-45.5183,-37.2212,-41.4912,-45.0071,-41.6801,-36.1246,-50.3514,-28.1848,-45.9658,-55.1271,-51.0602,-34.9435,-43.4225,-50.3119
-2676.62,0.972291,0.195315,4,15,0,2695.73,70.9089,28.6136,190.416,36.8225,117.642,57.9622,40.2554,16.6288,43.663,32.2846,133.134,132.874,27.264,23.9882,65.5565,0.105498,-1.14913,-1.47768,-1.53898,-1.8974,-1.62897,-2.06409,-1.50693,-1.89313,-2.21835,-0.0256717,-0.138281,-0.929707,-1.93537,-1.57146,-0.49101,-1.50926,0.779108,0.316911,0.228167,0.214599,0.149959,0.196132,0.126934,0.221589,0.1506,0.108788,0.974655,0.870854,0.39467,0.14437,0.207741,0.612008,-34.2254,-41.9227,-46.6555,-48.7803,-42.0824,-39.5545,-56.5228,-44.1426,-41.0846,-45.9414,-54.5509,-48.0415,-36.4947,-44.0701,-45.1072,-42.8834,-37.8609,-35.6817,-46.5039,-42.761,-37.146,-46.7311,-35.9852,-51.3519,-42.7757,-42.3292,-37.3208,-40.1571,-33.9104,-42.9885,-40.8624,-41.3464,-49.0048,-57.9477,-37.5714,-40.5535,-35.3679,-41.4585,-46.7405,-54.1937,-57.4378,-52.6611,-54.3856,-50.2716,-36.8843,-33.0574,-45.1403,-41.8617,-46.2697,-37.8072,-39.9981,-45.4848,-44.1091,-36.8273,-48.8311,-28.462,-46.904,-57.793,-50.994,-35.0876,-42.6293,-50.9089
-2677.25,0.747837,0.195315,4,31,0,2693.57,73.8685,26.2452,182.832,37.605,142.771,58.3025,46.9476,18.9534,42.5702,28.0087,132.837,144.158,25.9599,25.5621,65.5902,0.109218,-0.755787,-1.71496,-1.48246,-2.05988,-0.550734,-2.10399,-1.40917,-1.90322,-2.20225,-0.205924,-0.116669,-0.778603,-2.15207,-1.56198,-0.0942098,-1.66908,0.787616,0.469641,0.179971,0.227078,0.12747,0.576526,0.121968,0.244345,0.149088,0.110555,0.813895,0.88988,0.459047,0.116243,0.20972,0.910092,-34.3229,-42.3273,-47.0307,-49.2356,-42.5292,-40.1315,-56.2724,-43.6397,-41.3652,-45.9169,-55.3625,-47.7327,-36.4429,-43.2507,-44.7271,-43.0608,-38.0058,-36.0067,-46.7,-43.0465,-37.4883,-46.4372,-35.8134,-51.843,-42.9535,-42.421,-37.1729,-40.0581,-33.0475,-43.0555,-40.7485,-41.7205,-48.5961,-58.212,-37.5636,-40.6875,-35.1942,-41.8139,-46.7851,-54.0061,-57.5146,-52.6735,-54.6145,-49.8329,-36.4038,-33.073,-45.3682,-41.1785,-45.7856,-37.7596,-40.449,-44.9841,-42.8412,-36.3398,-48.7811,-28.2664,-46.518,-56.379,-50.6142,-35.1764,-42.5337,-50.9062
-2672.27,0.924817,0.195315,5,31,0,2692.72,80.9481,29.6892,195.007,49.1565,86.0369,59.5467,54.8006,25.3126,56.3873,34.746,110.877,103.534,43.2464,33.1026,121.029,0.152657,-1.09169,-1.55091,-1.38199,-0.997281,-1.20366,-1.99986,-1.19244,-0.438499,-1.41117,-0.0774417,-0.457243,-1.19937,-0.611563,-1.28876,-1.69951,-1.35294,0.500284,0.335648,0.212055,0.251079,0.368881,0.300094,0.135354,0.303479,0.645004,0.243857,0.925481,0.633027,0.301385,0.542502,0.275614,0.182772,-34.9319,-41.7944,-41.7241,-50.1751,-41.6224,-40.7465,-56.0041,-43.8432,-43.7325,-45.0355,-52.9525,-45.3833,-36.1664,-43.942,-46.0287,-43.5567,-38.8516,-36.9512,-47.8705,-43.8786,-37.0275,-47.6156,-36.5394,-49.292,-42.5571,-44.1368,-37.2133,-41.0604,-34.3321,-43.4627,-39.3998,-42.093,-48.0042,-58.463,-37.7261,-40.9795,-36.4401,-41.5443,-47.6243,-54.7266,-63.3347,-52.0544,-52.6449,-50.1451,-38.2115,-34.0767,-44.019,-42.1065,-47.0156,-37.372,-42.0361,-45.8379,-42.41,-37.8639,-49.911,-27.6221,-46.2577,-55.7582,-49.489,-35.8445,-43.4385,-47.2417
-2666.11,1,0.195315,5,31,0,2681.8,60.1094,28.0561,194.854,45.2705,191.757,58.3101,53.7139,24.2721,54.3713,27.166,147.565,114.449,45.6684,31.0172,66.9184,0.153278,-1.61695,-1.76321,-1.39781,-1.14664,0.111944,-2.20142,-1.49758,-0.813433,-1.67091,-0.610922,-0.343427,-1.13528,-0.940902,-1.36196,-0.956339,-1.03545,0.57982,0.198503,0.171493,0.247137,0.317702,1.11845,0.110646,0.22367,0.443334,0.188076,0.54285,0.709335,0.321333,0.390275,0.256157,0.384297,-35.2722,-41.3893,-42.0805,-49.5107,-41.5431,-40.1545,-56.3747,-43.1824,-41.77,-44.2878,-54.1986,-46.3544,-35.8396,-44.1181,-45.5159,-42.5692,-38.1585,-36.1728,-46.2573,-44.2087,-37.5006,-46.1466,-35.5202,-51.452,-42.224,-43.6101,-37.0034,-40.5298,-32.9034,-42.8651,-40.5229,-41.8923,-49.2996,-58.1344,-37.0175,-40.5484,-35.2398,-41.727,-47.3038,-57.3026,-61.5606,-52.2355,-52.6663,-51.0269,-38.2897,-32.8793,-43.78,-41.9467,-47.8019,-36.284,-40.898,-45.516,-43.2235,-36.3262,-49.4261,-28.6666,-47.203,-56.5825,-50.2762,-34.4885,-43.2837,-49.132
-2670.78,0.742905,0.195315,5,31,0,2684.97,63.9875,32.4593,191.078,45.5669,96.7456,67.4017,56.1092,27.069,53.455,30.166,126.688,142.504,34.2479,31.9606,36.5598,0.143495,-1.29672,-1.55076,-1.4998,-1.29611,-1.39308,-2.26843,-1.18222,-0.595471,-1.6812,0.420435,-0.032791,-0.805871,-1.15693,-1.57211,-2.11622,-1.09219,0.875498,0.273426,0.212086,0.223175,0.273595,0.24831,0.103475,0.306596,0.551303,0.18615,1.52262,0.967741,0.446699,0.314449,0.207607,0.120486,-33.6006,-41.6311,-42.6469,-49.2787,-43.2756,-41.448,-56.2625,-43.3752,-41.0052,-45.3304,-53.1543,-45.2842,-35.2944,-42.8201,-45.2397,-43.1118,-38.8751,-36.3798,-46.6421,-43.0687,-37.2844,-46.9428,-35.9283,-52.6048,-43.5498,-42.754,-36.6209,-40.5097,-33.7162,-42.4577,-39.1142,-41.7282,-48.037,-58.0795,-37.2963,-41.9228,-35.7891,-41.1827,-47.1506,-55.5151,-62.0024,-53.4018,-52.9024,-51.9452,-37.1465,-33.9836,-44.7779,-41.2842,-47.2245,-37.2145,-41.8634,-45.2663,-41.1802,-36.9317,-50.134,-28.0586,-45.8778,-56.3832,-48.8723,-35.185,-43.0092,-48.8867
