# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92687683
# output
#   file = output_cal_g_Kpsi_Kgamma_EPs_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.161432
# Diagonal elements of inverse mass matrix:
# 0.193602, 0.0191572, 0.205313, 0.0435197, 0.369221, 0.010975, 0.0410965, 0.100467, 0.0109314, 0.038855, 0.0951467, 1.14545, 0.150288, 0.0275044, 0.233772, 1.56124, 0.444348, 0.099199, 0.425217, 1.12868, 0.804504, 0.149376, 1.33578, 0.109431, 0.564071, 1.37199, 1.30399, 1.21204, 0.413935, 1.05883, 0.595563, 0.280683, 0.157928, 0.207909, 0.300847, 0.202342, 0.186127, 0.595293, 0.0296857, 0.268126, 0.323386, 0.135914, 0.946031, 0.168583, 0.843122, 0.103317, 0.0522757, 1.1585, 0.050678
-2646.57,0.985229,0.161432,5,31,0,2666.75,131.363,34.7201,210.517,42.0936,123.745,70.1207,47.8542,38.187,59.9234,33.82,200.587,207.741,34.1294,46.3335,92.2461,-0.0699471,-1.1845,-1.54162,-1.62884,-1.25906,-1.99176,-1.72327,0.0303154,-1.45847,-0.302604,0.549793,-0.546219,-1.28429,-0.839103,-1.49978,0.0345785,0.21939,0.224708,0.240655,0.0880382,0.288692,0.216893,0.0833613,0.436185,0.0871403,0.0192851,0.0558942,0.052467,0.443718,0.0406794,-1.27493,0.952287,-1.88592,1.11644,0.932443,0.305898,0.214033,0.196156,0.28392,0.136455,0.178481,1.03078,0.232591,0.738892,1.73289,0.579136,0.276847,0.432098,0.223179,-32.7921,-41.571,-44.0099,-50.5062,-42.6195,-38.9437,-55.2377,-42.56,-39.7761,-48.2081,-49.2843,-44.662,-34.2588,-42.6902,-45.8193,-42.0232,-37.9453,-33.9688,-46.9142,-42.253,-35.2866,-46.392,-35.6905,-50.3721,-42.432,-42.6733,-37.207,-39.9386,-33.4839,-43.0716,-37.6866,-42.7665,-48.4592,-56.8418,-36.1011,-39.5602,-34.8126,-40.1146,-46.472,-51.0825,-60.3448,-54.2289,-52.3526,-52.5191,-38.0253,-32.6087,-46.0819,-41.9967,-48.3064,-35.348,-40.7606,-47.8721,-41.9638,-35.5771,-48.0329,-28.852,-45.7507,-57.8072,-48.4048,-35.0448,-43.0333,-47.104
-2643.51,0.895862,0.161432,5,31,0,2668.49,71.9529,33.8867,234.059,37.5928,202.247,63.2305,63.8116,22.1068,57.8544,41.9559,110.175,234.959,52.9612,31.4289,72.2008,-0.7033,-1.00211,-1.14922,-0.811006,0.118271,-1.95334,-0.773669,-1.07011,-1.3275,0.279915,-0.506492,-0.1238,-0.00946812,-1.37082,-0.641959,0.142883,0.208933,0.150972,0.350457,0.104614,0.126117,0.338363,0.138011,0.382094,0.115071,0.0979119,0.0348087,0.0761967,0.394866,0.129164,-0.7088,0.554751,-1.7946,0.726487,0.494949,0.367105,0.316885,0.444411,1.12555,0.141799,0.461317,0.342972,0.265139,1.32302,0.602606,0.883557,0.990577,0.253899,0.526261,-34.9995,-41.0659,-43.477,-51.465,-43.1986,-40.1885,-56.9207,-42.3089,-39.0315,-48.1996,-50.4361,-45.1944,-35.183,-41.2172,-45.4111,-42.5664,-38.1565,-35.8828,-45.8791,-42.9005,-36.8429,-46.9762,-36.1762,-49.3597,-40.526,-42.443,-38.402,-40.2164,-33.2412,-43.2939,-38.5774,-42.7817,-50.15,-58.9895,-37.6225,-38.7731,-36.0384,-40.5253,-46.7481,-51.087,-59.9074,-51.5477,-50.7635,-50.8481,-39.3429,-32.6758,-44.9219,-41.3764,-47.5795,-35.8795,-40.5431,-47.1122,-42.619,-37.5163,-48.4884,-27.1347,-44.9478,-56.472,-48.1921,-34.9863,-43.3814,-46.812
-2641.69,0.981963,0.161432,5,31,0,2657.67,118.604,30.4913,197.443,36.3286,106.907,69.028,62.3453,33.5117,58.603,30.1157,195.63,231.769,25.0396,44.0351,69.2058,-0.078032,-1.87398,-1.36864,-1.59393,-1.71013,-1.9056,-1.17026,-0.69225,-1.3808,-0.227528,0.209832,-0.361,-1.64827,-1.11077,-1.29341,0.0334407,0.200154,0.268405,0.258647,0.130913,0.237604,0.18112,0.0682495,0.478247,0.0550426,0.0242707,0.0531696,0.0495564,0.415141,0.085246,-1.08672,0.741681,-1.70926,1.31446,0.924935,0.153512,0.254453,0.203127,0.180843,0.148733,0.310287,0.500449,0.251377,0.7965,1.23347,0.696979,0.192382,0.329305,0.274333,-33.0143,-41.7192,-44.8001,-51.185,-41.7929,-39.6495,-55.2016,-42.1906,-39.4052,-48.9413,-51.247,-45.2655,-34.2731,-41.0488,-45.741,-41.9631,-37.8983,-34.525,-45.4758,-42.8395,-35.5762,-45.9078,-35.232,-50.8152,-41.8956,-44.1994,-36.9683,-40.5846,-30.4786,-43.1436,-37.7983,-42.7485,-48.5929,-57.6378,-36.3114,-39.7878,-35.0879,-41.0138,-46.9102,-51.5493,-60.5617,-53.629,-52.4437,-51.2666,-37.9886,-32.8391,-45.4675,-40.6316,-48.1191,-35.4817,-41.2005,-47.5896,-42.165,-35.6561,-48.1488,-29.0682,-46.4016,-54.3369,-48.5332,-34.3386,-43.1392,-47.7482
-2644.66,0.85098,0.161432,5,31,0,2666.33,89.3406,36.6164,242.98,42.265,145.424,66.6317,56.3246,20.6438,66.1235,39.4547,140.562,238.005,43.504,33.6204,92.0395,-0.363132,-1.28201,-1.09039,-0.989589,-0.854857,-2.1645,-1.24137,-1.26424,-1.03732,0.182377,-0.650765,0.153288,-0.71232,-1.26095,-0.762601,0.0883171,0.21725,0.162506,0.302874,0.203423,0.117509,0.375408,0.123406,0.323048,0.0990528,0.0992486,0.0257488,0.036114,0.488575,0.0106262,-0.977263,0.550569,-1.71838,1.35418,0.695495,0.277479,0.336087,0.37173,0.425344,0.114807,0.288989,0.282454,0.354403,1.20007,0.521647,1.16566,0.490505,0.283384,0.466451,-34.3591,-40.5292,-41.969,-51.3671,-42.7723,-40.8041,-56.3681,-42.5021,-38.8132,-46.9687,-51.2562,-44.8061,-34.319,-40.7543,-45.5407,-41.4406,-38.5091,-35.5331,-45.9687,-42.762,-36.4434,-46.6696,-35.7327,-48.9861,-41.7421,-43.1467,-38.4851,-40.0675,-34.5379,-43.1259,-38.3727,-42.0648,-49.574,-58.8434,-37.1383,-38.73,-35.2701,-40.3318,-46.6266,-53.7143,-61.676,-52.6914,-50.5916,-49.8987,-40.1795,-33.5496,-44.675,-41.9436,-48.7737,-35.8797,-40.7636,-47.5022,-42.5353,-36.7946,-48.2519,-26.995,-44.4956,-56.3345,-47.2519,-34.5967,-43.5351,-46.2538
-2646.09,0.963527,0.161432,5,31,0,2666.65,92.7613,31.5404,203.14,37.5456,138.148,67.3921,45.3902,18.7577,70.615,37.4663,136.142,228.68,82.9726,34.3273,101.749,-0.854719,-1.2403,-1.18774,-1.11919,-0.660064,-2.1269,-1.25108,-1.70037,-1.00252,-0.362899,0.0040523,-0.307989,-0.546521,-1.27056,-0.966073,0.120957,0.29922,0.216147,0.368448,0.217885,0.104935,0.315031,0.0374191,0.315171,0.109372,0.0746121,0.0336761,0.0190563,0.489637,0.0241944,-0.816344,0.576103,-1.77095,1.40929,0.425403,0.289298,0.30491,0.326545,0.516818,0.119207,0.286196,0.182615,0.366954,0.695657,1.00406,0.734924,0.578961,0.280676,0.380575,-34.9318,-41.0259,-42.2866,-51.877,-43.5424,-40.4173,-55.7749,-41.7447,-39.739,-47.3607,-50.8909,-45.1499,-34.4602,-40.1468,-45.9157,-42.8329,-37.9328,-35.5196,-45.6973,-42.9057,-36.7701,-46.0527,-36.2262,-48.69,-41.5319,-42.439,-38.4432,-39.9666,-32.4977,-43.1614,-38.2104,-42.8667,-49.7378,-58.3916,-37.6282,-39.8093,-35.9371,-41.0985,-46.9815,-51.4584,-62.5438,-52.3824,-50.1233,-51.7826,-37.2015,-33.5741,-44.7202,-41.5002,-48.1658,-35.9255,-40.842,-47.7595,-42.6512,-37.3374,-48.5956,-27.3013,-44.2462,-55.7282,-48.6043,-35.0497,-43.8805,-46.8101
-2655.68,0.719363,0.161432,5,31,0,2673.09,131.716,33.3317,214.44,42.2605,189.246,57.6198,59.5229,39.3989,64.7626,36.7719,170.288,272.779,43.3586,40.3222,43.8041,-0.716227,-1.3881,-1.16723,-1.7833,-0.228472,-1.91337,-1.09788,-0.653526,-1.08163,0.63775,0.0367579,0.311587,-1.17146,-1.24027,-1.05959,0.0130488,0.202736,0.226036,0.156422,0.0565025,0.195713,0.257543,0.0180112,0.456013,0.0392405,0.0477438,0.0188509,0.119754,0.421142,0.269326,-0.981458,0.833582,-1.70859,1.39376,0.488592,0.249549,0.311228,0.168082,0.795748,0.147583,0.333576,0.520209,0.339044,1.89222,1.03744,1.36559,0.309913,0.289305,0.346597,-33.865,-41.3997,-46.9859,-51.6754,-43.0009,-38.6107,-56.02,-41.1167,-40.0715,-48.6877,-50.979,-45.4095,-33.8496,-39.6394,-46.8736,-42.7377,-37.0763,-34.1487,-44.6532,-42.9957,-35.4789,-45.3232,-35.7184,-47.6944,-42.8616,-43.1867,-38.7608,-39.6336,-33.4384,-43.6846,-38.6464,-42.5592,-50.6119,-57.2077,-36.1476,-41.72,-35.2756,-40.1955,-46.7419,-51.5809,-63.107,-51.2507,-50.999,-49.7527,-38.5133,-33.4419,-44.4319,-40.057,-48.8939,-36.167,-41.3072,-48.6506,-43.5266,-36.6398,-47.2723,-28.4693,-46.8737,-55.7428,-48.6204,-34.2147,-43.0427,-48.0327
