# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kb_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92968723
# output
#   file = output_cal_pl_Ka_Kb_Kgamma_EPs_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,log_b.1,log_b.2,log_b.3,log_b.4,log_b.5,log_b.6,log_b.7,log_b.8,log_b.9,log_b.10,log_b.11,log_b.12,log_b.13,log_b.14,log_b.15,mu_a,sigma_a,mu_b,sigma_b,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,b.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.0567674
# Diagonal elements of inverse mass matrix:
# 0.181077, 0.0291138, 0.455406, 0.0520198, 0.388684, 0.0193255, 0.03148, 0.0686725, 0.0125412, 0.0400358, 0.0877617, 0.666823, 0.226905, 0.0287349, 0.229805, 0.57967, 0.216451, 0.198683, 0.534362, 0.383024, 0.449199, 0.27332, 0.690938, 0.660267, 0.268055, 0.45168, 0.138162, 0.503617, 1.0698, 0.434399, 2.12152, 0.100459, 0.732871, 0.0626491, 0.0537576, 0.275009, 0.354957, 0.0501118, 0.0933102, 0.453285, 0.177361, 0.922914, 0.659895, 0.222031, 0.739889, 0.653983, 0.253648, 3.38285, 2.71699, 3.61582, 2.76868, 2.44854, 2.58217, 2.81314, 3.21356, 2.50197, 2.65135, 2.36239, 3.09483, 2.49344, 3.77206, 3.10093, 0.0607105, 0.105674, 2.14083, 2.10614
-2611.59,0.850758,0.0567674,6,63,0,2646.17,87.475,34.4554,208.078,45.4485,99.8359,72.7822,50.3329,34.3691,47.3198,35.7953,126.82,257.916,47.7817,28.1057,113.892,0.0812873,0.171777,0.127437,0.0694606,0.0740204,0.125157,0.190911,0.0925963,0.191798,0.0557382,0.0855049,0.0394164,0.157594,0.117119,0.0985859,-1.98852,0.454165,-1.12655,-2.17335,-2.16475,-3.54967,-2.50156,-3.66596,-2.36335,0.348735,-4.71617,-0.180287,0.325106,1.57795,-1.25228,-4.74636,-0.00548524,0.955122,0.938327,0.943197,0.901112,0.927253,0.906105,0.832724,0.953376,0.920402,0.988366,0.976132,0.919308,0.892128,0.931411,0.939298,-1.64415,2.12938,0.929852,0.0469494,0.324148,0.113796,0.114778,0.028734,0.0819572,0.0255796,0.0941043,1.41727,0.00894935,0.835031,1.38418,4.84503,0.285852,0.0086832,0.99453,2.59899,2.5557,2.56818,2.46234,2.52756,2.47466,2.29957,2.59445,2.5103,2.68684,2.65417,2.50755,2.44032,2.53809,2.55819,-33.0076,-40.5063,-42.5098,-50.3077,-42.9593,-40.1599,-55.539,-42.1606,-40.7205,-49.6871,-51.3073,-45.5935,-34.2109,-40.5951,-46.8797,-42.6323,-38.2776,-35.3032,-46.1642,-42.5678,-36.8509,-46.584,-35.7377,-49.029,-41.3044,-42.1862,-37.9363,-39.7558,-32.3472,-43.7937,-38.0386,-41.8085,-48.9953,-58.7128,-37.6518,-39.6201,-34.9538,-41.1904,-46.7008,-52.0323,-58.8405,-53.594,-53.4794,-50.4895,-36.284,-32.2095,-44.6349,-41.0085,-44.9669,-37.452,-40.1667,-46.0244,-42.2108,-37.7834,-48.4596,-28.6968,-45.2838,-55.0549,-49.273,-35.8075,-43.1899,-48.4486
-2611.24,0.774048,0.0567674,6,63,0,2638.4,55.9971,36.1396,224.428,31.5732,161.781,68.9885,53.7837,26.3755,54.5806,30.6116,171.827,226.867,26.6275,31.4399,73.4217,0.154922,0.0914606,0.159828,0.24297,0.144308,0.125138,0.113253,0.107941,0.293155,0.167478,0.0891179,0.0755254,0.0589372,0.207156,0.0845219,-1.97823,0.522294,-2.28462,-2.22343,-1.44225,-3.38136,1.265,-3.36212,-3.06285,-0.993259,-3.42365,1.0185,0.65987,0.707056,-2.59258,-1.29022,-2.86202,0.896021,0.956873,0.90643,0.985014,0.855293,0.902519,0.872587,0.953306,0.909354,0.973549,0.954991,0.950314,0.909852,0.878845,0.901349,-1.74122,1.94612,0.927373,0.043301,0.101812,0.108237,0.236396,0.0340012,3.5431,0.0346619,0.0467544,0.370368,0.0325932,2.76905,1.93454,2.02801,0.0748265,0.275211,0.0571533,2.44984,2.60354,2.47547,2.67785,2.35206,2.46581,2.39309,2.59427,2.48272,2.64732,2.59865,2.58652,2.48395,2.40812,2.46292,-33.9931,-42.2474,-42.107,-50.0862,-41.0211,-39.9512,-55.2716,-42.063,-40.8296,-47.6956,-52.1728,-46.3121,-35.4865,-43.8908,-45.8305,-41.7847,-38.5486,-34.6212,-47.0387,-42.5829,-35.935,-45.2925,-35.0508,-52.4305,-42.1084,-43.2623,-36.9911,-40.5958,-32.5743,-43.6424,-38.8465,-41.5932,-49.7635,-57.6038,-36.5929,-39.7207,-35.1378,-40.3459,-46.1134,-52.6005,-58.6596,-52.8578,-52.7072,-50.1873,-37.7244,-32.3362,-44.4886,-41.5365,-45.5019,-35.1807,-41.3693,-45.3641,-42.4096,-35.4414,-48.7653,-28.3019,-45.958,-55.0996,-50.5032,-34.4628,-42.9006,-49.3164
-2622.72,0.361435,0.0567674,6,63,0,2652.47,88.2959,31.1785,202.157,39.0007,166.873,84.3633,65.0525,15.6264,62.1432,37.0404,176.243,232.609,52.5272,33.4555,62.8537,0.0474199,0.113891,0.294434,0.0778776,0.0814048,0.0348244,0.0958523,0.0854611,0.28858,0.0532338,0.0214527,0.0279412,0.0578397,0.0965707,0.1692,-1.73097,1.15807,-0.750552,-2.50588,-1.77803,-2.58183,-0.711714,-2.66725,-1.07772,-2.90648,-2.2692,0.787407,0.949818,0.70342,0.211186,-2.37049,-1.79891,0.943724,1.0313,1.17812,1.07552,0.896405,1.0561,1.25476,1.18174,0.958988,1.15564,1.18809,0.996749,1.00086,1.23417,1.02716,-1.64435,1.49542,1.04471,0.104908,0.472106,0.0816039,0.168971,0.0756354,0.490802,0.0694429,0.340372,0.054668,0.103395,2.19769,2.58524,2.02065,1.23514,0.0934349,0.16548,2.56953,2.80471,3.24825,2.93153,2.45078,2.87513,3.50698,3.26005,2.60906,3.17607,3.28081,2.70946,2.72063,3.43554,2.79312,-34.284,-42.8125,-44.3856,-48.5594,-41.2676,-38.515,-56.1036,-42.317,-39.5459,-48.0422,-51.0596,-45.8473,-34.5712,-42.5013,-45.9053,-41.4026,-37.7574,-34.9202,-45.9781,-41.4207,-35.8951,-47.094,-35.2892,-48.2283,-40.9532,-42.3729,-38.2252,-40.5364,-31.3109,-42.5944,-38.5925,-41.7424,-48.6551,-57.8861,-37.4046,-38.8133,-34.6436,-40.8516,-47.4729,-50.4629,-60.4783,-52.4578,-52.1744,-50.3679,-39.2151,-32.7734,-45.4384,-41.4357,-46.3353,-36.7223,-38.9756,-48.5361,-43.1641,-36.8785,-49.1037,-28.9486,-47.2015,-54.9618,-48.8183,-34.5182,-43.9061,-49.1437
-2615.73,0.639114,0.0567674,6,63,0,2650.34,82.7353,33.7358,206.861,35.3887,151.992,82.8963,64.9233,15.9437,64.6808,34.5506,168.376,214.575,53.1771,35.8897,66.7857,0.0285535,0.108384,0.248939,0.0901171,0.101356,0.0388387,0.136316,0.111419,0.26643,0.0646487,0.0225823,0.0336355,0.0659654,0.215741,0.269883,-1.74919,1.14751,-1.55008,-3.14704,-1.62767,-3.76946,-0.674961,-2.97585,-1.33878,-2.93049,-2.04332,0.633208,0.759576,0.217624,-0.53782,-2.7541,-2.09639,1.12484,1.01639,1.01833,1.07482,1.19549,1.06201,0.965908,1.04634,1.07528,1.02996,1.00549,1.12562,1.04332,1.00124,1.09928,-2.1317,1.69823,1.06228,0.0414299,0.21223,0.0429794,0.196386,0.0230646,0.509176,0.0510039,0.262165,0.0533711,0.129597,1.88364,2.13737,1.24312,0.58402,0.0636665,0.122899,3.07972,2.7632,2.76856,2.92946,3.30519,2.89217,2.62717,2.84721,2.93083,2.80096,2.73326,3.08212,2.83863,2.72166,3.002,-33.7282,-42.0434,-43.6768,-49.6334,-41.1444,-39.8646,-55.5841,-41.3303,-41.0594,-48.2089,-51.4466,-45.6818,-34.5114,-41.2764,-46.1545,-42.0104,-38.2692,-35.0293,-45.8649,-41.7787,-36.2182,-46.0991,-35.3539,-48.8256,-41.4906,-43.8765,-37.9958,-40.1186,-31.1171,-42.5513,-38.1596,-41.5538,-48.0129,-58.0424,-37.2351,-39.7565,-34.7658,-41.0408,-46.5865,-51.5513,-62.4741,-52.8185,-53.1531,-51.6663,-37.9149,-32.714,-45.4117,-40.5857,-46.7991,-36.4696,-39.4025,-48.2727,-42.9499,-36.3698,-48.3832,-28.2133,-46.0174,-53.0444,-48.8283,-34.7158,-44.0195,-49.2546
-2614.91,0.157844,0.0567674,6,63,0,2649.15,109.955,37.58,250.077,38.6868,113.334,65.2374,57.96,26.5111,61.0759,38.6496,169.549,240.209,40.3406,29.6566,76.3186,0.0514797,0.244741,0.152914,0.135068,0.0954078,0.161829,0.346632,0.211157,0.360938,0.111836,0.0827115,0.0376163,0.0231669,0.247375,0.165921,-1.69038,1.03468,1.68094,-1.6536,-0.976146,-3.23684,-2.75359,-3.42262,-1.89094,-0.477953,-2.52239,1.09995,1.5299,1.56448,-1.3228,-2.90392,-1.97349,0.830546,0.779421,0.882638,0.741529,0.877128,0.859976,0.847328,0.894187,0.852256,0.819025,0.818255,0.855485,0.850366,0.88198,0.826034,-1.23385,1.39428,0.846718,0.0351806,5.37058,0.191359,0.37676,0.0392879,0.0636987,0.0326268,0.150929,0.620051,0.0802674,3.00402,4.61773,4.78017,0.266388,0.0548082,0.13897,2.29457,2.18021,2.41727,2.09914,2.40399,2.3631,2.3334,2.44535,2.34493,2.26829,2.26654,2.35251,2.3405,2.41568,2.28424,-34.2233,-40.7308,-42.0211,-49.6035,-41.5477,-39.6799,-56.0122,-41.5321,-40.1546,-47.3817,-50.4544,-45.4952,-34.1091,-41.2018,-46.6681,-41.5592,-38.4633,-34.8993,-45.7109,-43.324,-35.3093,-45.9704,-34.7002,-48.8088,-40.5436,-44.0208,-38.4259,-40.1331,-33.1141,-43.2033,-38.7581,-41.2734,-49.5189,-58.0343,-37.1536,-38.4498,-35.3562,-40.4473,-46.699,-52.9239,-58.5446,-52.8711,-51.4441,-51.4541,-39.1692,-31.7551,-44.3819,-41.5827,-46.7884,-35.2897,-39.6184,-48.0536,-42.1811,-36.2206,-48.695,-28.6835,-46.3594,-56.295,-48.6353,-34.6656,-43.3688,-47.5511
-2614.32,0.931397,0.0567674,6,63,0,2653.24,104.575,39.566,252.515,41.8817,128.235,75.8491,52.1915,19.9587,56.2153,38.1845,147.597,192.726,19.6923,41.3826,103.941,0.0447852,0.171614,0.310602,0.0457868,0.0958308,0.107203,0.208825,0.141277,0.327729,0.109555,0.0264326,0.0525733,0.0401663,0.341148,0.162787,-1.7152,0.953061,0.595132,-2.12862,-1.3567,-4.43607,-2.73526,-3.66506,-2.72738,-3.20109,-3.87565,0.696837,0.0933,-0.456327,-3.19915,-2.82811,-1.2195,0.863494,0.823007,0.859414,0.751837,0.87145,0.839572,0.876441,0.903456,0.849051,0.837165,0.872796,0.849585,0.879421,0.858172,0.83915,-2.32601,1.57161,0.852208,0.0308751,1.81327,0.119002,0.257508,0.0118424,0.064877,0.0256025,0.0653905,0.0407178,0.0207408,2.00739,1.09779,0.633606,0.0407969,0.0591246,0.295379,2.37143,2.27734,2.36178,2.12089,2.39037,2.31538,2.40233,2.46812,2.33743,2.30981,2.39359,2.33868,2.4095,2.35885,2.3144,-34.4243,-43.5237,-43.3366,-48.6805,-42.1822,-38.3068,-55.9353,-42.9943,-40.1468,-50.5443,-49.9071,-45.0004,-34.3989,-43.4302,-46.2338,-41.7739,-37.9245,-34.4536,-47.2533,-42.1096,-35.2549,-47.1677,-35.6394,-49.9069,-40.4999,-44.1189,-37.443,-40.4134,-33.2731,-43.1043,-37.8106,-42.0275,-48.5533,-59.2103,-36.543,-38.2898,-34.959,-40.3818,-46.5708,-51.9571,-57.5577,-52.798,-53.2395,-49.9838,-38.2268,-32.2745,-46.086,-41.7639,-45.2003,-35.5181,-39.8886,-47.4933,-42.2441,-36.1905,-48.2942,-28.3519,-46.0719,-55.2521,-48.1912,-35.6198,-42.7366,-47.1627
