# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kb_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92968120
# output
#   file = output_cal_pl_Ka_Kb_Kgamma_EPs_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,log_b.1,log_b.2,log_b.3,log_b.4,log_b.5,log_b.6,log_b.7,log_b.8,log_b.9,log_b.10,log_b.11,log_b.12,log_b.13,log_b.14,log_b.15,mu_a,sigma_a,mu_b,sigma_b,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,b.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.103304
# Diagonal elements of inverse mass matrix:
# 0.182559, 0.0228849, 0.56812, 0.0206593, 0.430573, 0.0157712, 0.0318248, 0.0723522, 0.0100258, 0.0457315, 0.0699794, 1.07632, 0.234897, 0.0197654, 0.270528, 0.493651, 0.331725, 0.151999, 0.951519, 0.381334, 0.647185, 0.440067, 0.449338, 0.322807, 0.18176, 0.328867, 0.112258, 0.416955, 0.738768, 0.623886, 1.48086, 0.0988056, 0.360726, 0.0476791, 0.0277566, 0.0557751, 0.454216, 0.0321704, 0.0620175, 0.421295, 0.105187, 0.352943, 0.73173, 0.655793, 0.591956, 0.139499, 0.334898, 0.525982, 0.55819, 0.53114, 0.513507, 0.528367, 0.653965, 0.589583, 0.545401, 0.516111, 0.558505, 0.576944, 0.564234, 0.581116, 0.919073, 0.577441, 0.0672879, 0.0690129, 0.462694, 0.613161
-2618.17,0.974319,0.103304,5,31,0,2653,113.875,39.0466,223.161,36.9811,149.676,75.1472,56.6342,29.4258,72.4928,24.2363,190.307,242.596,77.1344,39.2354,69.1175,0.0920171,0.131146,0.164918,0.195847,0.222098,0.112742,0.302248,0.0545434,0.309688,0.156522,0.11159,0.0505338,0.0629162,0.401002,0.116835,-1.78583,0.805831,0.88525,-1.65123,-1.82469,-2.59823,-0.188278,-2.462,-1.28086,-0.836111,-1.86807,2.04166,2.78032,1.3255,-0.161381,-2.41187,-1.68534,1.15658,1.13701,1.2485,1.15338,1.15439,1.26411,1.28562,1.31198,1.09715,1.32242,1.1482,1.06616,1.07632,1.08575,1.16997,-0.14959,2.69905,1.17581,0.104915,2.42359,0.191814,0.161268,0.0744048,0.828384,0.0852644,0.277798,0.433393,0.154421,7.70337,16.1241,3.76409,0.850967,0.0896479,0.185382,3.17903,3.11745,3.4851,3.16889,3.17209,3.53995,3.61692,3.7135,2.99562,3.75247,3.1525,2.9042,2.93387,2.96167,3.22188,-35.1898,-41.9168,-44.8522,-50.017,-42.7573,-38.6026,-54.9777,-41.6731,-39.914,-46.8971,-50.0126,-45.8909,-33.7206,-43.7294,-45.7772,-42.0506,-37.0901,-33.9054,-46.2779,-42.8123,-35.6786,-45.8276,-34.7523,-51.1749,-42.3397,-42.5334,-37.381,-39.4689,-32.3913,-42.8184,-38.4023,-42.5984,-50.185,-56.8328,-36.2023,-39.8552,-34.8485,-40.6591,-46.5493,-54.1399,-62.2105,-52.6152,-50.8056,-51.6176,-37.4485,-32.0897,-44.5175,-40.5458,-48.9914,-35.8485,-39.4587,-47.3794,-42.3878,-35.6674,-47.8839,-28.0589,-46.2374,-57.4443,-49.0412,-34.3123,-43.0224,-48.6785
-2616.64,0.985794,0.103304,5,31,0,2644.36,129.269,36.0771,241.979,37.3861,95.9718,82.5755,66.5729,25.1431,66.0271,37.0183,197.999,259.646,34.6073,40.5951,54.4775,0.0779951,0.270626,0.117878,0.191042,0.0692101,0.190272,0.172198,0.0919665,0.359295,0.0533654,0.0226458,0.0436623,0.0963503,0.227658,0.130216,-1.79061,0.690659,3.46626,-1.5141,-1.55918,-2.05969,-2.76642,-2.27206,-1.98684,-1.71849,-1.59727,0.0334298,3.47307,3.47442,1.2196,-0.611089,-1.75281,1.15607,1.14738,1.12708,1.15954,1.13526,1.09009,1.18187,1.10282,1.22023,1.02598,1.15877,1.25726,1.25193,1.23526,1.13244,-0.447542,1.97352,1.16804,0.0518972,32.0167,0.220006,0.210308,0.127493,0.0628867,0.103099,0.137128,0.179337,0.202449,1.03399,32.2356,32.2792,3.38584,0.542759,0.173286,3.17742,3.14993,3.08664,3.18847,3.11198,2.97454,3.26047,3.01265,3.38797,2.78982,3.18603,3.51578,3.4971,3.43926,3.10323,-32.7246,-40.6723,-42.1112,-49.1184,-41.2736,-40.4369,-56.1032,-42.1588,-40.1892,-49.0762,-51.7487,-44.3549,-34.0998,-42.4078,-46.0961,-41.6709,-38.4155,-34.4548,-45.9392,-42.7268,-34.2971,-45.9272,-35.2203,-48.7206,-41.1746,-44.7406,-37.298,-40.5031,-33.8972,-42.7905,-37.753,-40.9848,-48.9957,-57.2474,-36.1442,-39.5466,-34.8832,-40.2162,-46.226,-51.7679,-61.0235,-53.9873,-51.8867,-52.2251,-39.3171,-32.1421,-44.4663,-41.6985,-47.1698,-35.1953,-40.395,-47.7543,-42.0619,-35.8627,-48.4723,-29.3347,-47.1332,-56.9799,-49.0079,-34.031,-43.1546,-47.5669
-2620.51,0.923004,0.103304,5,63,0,2652.45,128.728,33.45,251.949,34.8232,118.17,79.7824,66.9213,26.3366,65.3417,37.5923,202.84,267.049,35.9522,40.2031,52.4524,0.0668101,0.272436,0.144085,0.287272,0.0790613,0.195892,0.249327,0.159595,0.38949,0.0720941,0.0248983,0.0388896,0.104339,0.245815,0.0928495,-1.78394,0.878346,3.69361,-1.72531,-1.56617,-1.76597,-1.70893,-2.59956,-1.95036,-0.502059,-1.59355,-0.475982,3.59946,3.84854,2.61648,-0.358981,-2.1209,1.15451,1.21936,1.17132,1.20524,1.29765,1.208,1.19281,1.15344,1.20292,1.06628,1.26316,1.10017,1.09587,1.13939,1.15524,-0.541183,2.37004,1.18442,0.0584323,40.1895,0.178118,0.208844,0.171021,0.181059,0.0743065,0.142224,0.605283,0.203202,0.621275,36.5785,46.9244,13.6874,0.698388,0.119924,3.17248,3.38504,3.22624,3.33757,3.66067,3.34678,3.29632,3.16907,3.32984,2.90455,3.5366,3.00467,2.99177,3.12486,3.1748,-32.4476,-41.1012,-41.2951,-49.4596,-41.0308,-40.4129,-56.6776,-42.6357,-39.5512,-48.9605,-51.045,-44.3572,-34.3217,-44.4021,-46.4129,-41.7222,-39.207,-34.5394,-46.669,-42.0312,-34.728,-46.5639,-34.906,-48.6132,-41.4078,-44.1496,-37.1487,-40.4813,-33.2858,-42.8594,-36.9923,-41.0481,-48.7858,-57.9795,-36.3445,-39.1888,-35.0236,-40.3886,-46.3032,-51.5166,-60.8527,-54.4759,-52.0393,-53.1699,-40.0423,-31.8746,-45.3576,-42.2865,-47.2844,-34.1032,-40.1086,-48.3099,-41.9257,-35.5627,-48.5693,-29.1386,-46.409,-56.8228,-48.5638,-34.5708,-43.7822,-47.5568
-2632.06,0.382591,0.103304,6,127,0,2660.94,71.2211,41.8137,255.637,37.7318,128.608,76.1242,57.3592,39.6998,64.5193,39.3248,148.871,258.022,28.447,37.0586,122.873,0.0503084,0.0313872,0.167465,0.0401098,0.0289184,0.0610543,0.190597,0.077024,0.403541,0.0953744,0.0441249,0.0360853,0.0146229,0.28864,0.0934593,-1.99606,1.14319,-1.6748,-1.76681,-1.19609,-4.9398,-2.04905,-2.86623,-1.30486,0.0711863,-1.4092,5.38587,0.788342,3.41114,-2.90488,-1.17014,-0.899514,1.11747,1.18736,1.06126,0.831842,1.28721,1.10071,1.0827,1.17464,1.1092,1.01958,1.21585,1.06255,1.10704,1.1234,1.20489,-0.612053,2.06875,1.08757,0.15206,0.187347,0.170877,0.302373,0.00715604,0.128858,0.056913,0.271211,1.07378,0.244338,218.3,2.19975,30.2997,0.0547556,0.310323,0.406767,3.05712,3.2784,2.89002,2.29755,3.62265,3.00631,2.95264,3.23697,3.03193,2.77204,3.37315,2.89374,3.02538,3.0753,3.33638,-33.5127,-41.8681,-42.7057,-51.5786,-40.5048,-39.9005,-54.7721,-41.137,-39.7801,-49.1879,-51.4309,-45.6984,-34.6849,-43.089,-45.2908,-42.4387,-38.1333,-34.7157,-45.761,-41.5767,-35.761,-45.7594,-36.0898,-49.3832,-41.9848,-43.4532,-37.4142,-40.1276,-34.074,-42.8511,-37.8239,-41.6716,-48.4987,-57.4802,-36.2374,-40.5178,-35.621,-40.3001,-46.4531,-50.7968,-59.74,-52.505,-51.7656,-50.2728,-37.5786,-33.6769,-45.274,-40.51,-48.137,-36.1348,-40.812,-47.9376,-42.9086,-36.078,-47.5101,-28.412,-45.5944,-53.9527,-47.8369,-35.188,-42.6333,-47.4424
-2631.94,0.92112,0.103304,6,127,0,2662.65,139.538,34.9764,228.667,37.1947,131.716,84.2237,60.5702,22.4357,57.8865,37.7259,239.085,267.872,40.0239,37.1917,106.03,0.033959,0.0752114,0.197984,0.444524,0.138045,0.0766516,0.209552,0.1686,0.300702,0.0566218,0.00894471,0.037107,0.174764,0.119795,0.0533028,-1.39786,1.43206,0.949849,-3.69484,-2.5692,-3.1922,-1.59455,-3.80433,-1.77636,-2.75629,-2.99777,-1.08393,3.50244,4.36841,-0.629927,-3.58403,-0.479563,0.94276,0.92331,0.891208,0.898633,0.876877,0.874826,0.867801,0.858008,0.865297,0.966542,0.847768,0.864312,0.905773,0.845445,0.841996,-0.751448,1.88289,0.900021,0.0536917,2.58532,0.0248513,0.0765968,0.0410814,0.203,0.0222742,0.169253,0.0635273,0.049898,0.338264,33.1964,78.9181,0.532631,0.0277636,0.619054,2.56706,2.51761,2.43807,2.45624,2.40338,2.39846,2.38167,2.35846,2.37571,2.62884,2.33443,2.37337,2.47384,2.32901,2.32099,-34.3927,-41.5165,-42.7133,-52.6054,-39.6469,-38.72,-55.9635,-42.4697,-39.2618,-46.9734,-52.1809,-45.5567,-33.6439,-44.1171,-46.0323,-40.9954,-38.1468,-34.6206,-46.1395,-42.49,-35.9935,-47.1667,-34.614,-49.9429,-43.272,-44.6366,-37.1358,-39.3516,-31.7831,-42.8082,-37.1904,-41.42,-47.663,-57.796,-36.4267,-39.5419,-34.5211,-40.7586,-45.9875,-52.3109,-60.6164,-52.128,-53.9601,-50.4307,-37.2791,-31.9975,-46.0595,-41.4148,-49.1977,-36.6285,-41.71,-47.8975,-43.811,-35.6468,-47.5805,-27.7226,-46.2992,-54.6562,-48.8669,-35.1912,-43.9267,-48.6792
-2625.93,0.672643,0.103304,5,63,0,2660.54,117.783,32.9251,203.266,36.7021,129.726,80.9887,64.1851,22.7041,63.4297,32.8269,232.675,269.198,41.164,35.5847,105.861,0.0319763,0.0502087,0.258931,0.214576,0.12481,0.0968329,0.305133,0.136645,0.479275,0.0521027,0.00821859,0.0346721,0.136052,0.119783,0.0898734,-1.75255,1.02352,0.357473,-2.76642,-2.72329,-2.37126,-2.41119,-3.33227,-2.20547,-2.143,-2.57134,1.51084,2.30337,4.8701,-1.54743,-3.10211,-2.92225,0.826076,0.904825,0.841327,0.854648,0.897729,0.903395,0.841866,0.858865,0.864909,0.938869,0.907744,0.859803,0.955515,0.839859,0.894469,-1.79696,2.13119,0.876562,0.0462523,1.42971,0.0628869,0.0656583,0.0933633,0.0897085,0.0357118,0.110199,0.117302,0.0764331,4.53053,10.0079,130.334,0.212794,0.0449543,0.0538127,2.28434,2.4715,2.31944,2.35055,2.45402,2.46797,2.32069,2.36048,2.37479,2.55709,2.47872,2.36269,2.60001,2.31604,2.44604,-34.0186,-42.962,-43.0855,-50.6897,-40.6814,-38.419,-54.7044,-41.9454,-41.51,-49.1218,-51.5384,-46.7369,-34.765,-43.5204,-47.1111,-41.122,-37.7312,-33.9899,-47.0176,-41.7797,-34.5059,-46.062,-34.4663,-49.3453,-40.4479,-42.3916,-37.757,-40.14,-30.9288,-43.2465,-37.8387,-42.6064,-49.1398,-56.6544,-36.3874,-38.1497,-35.4449,-40.9754,-46.965,-49.4986,-57.9417,-52.7294,-51.6604,-52.2136,-39.3232,-32.4197,-45.113,-40.844,-48.0793,-33.7731,-39.4652,-50.1537,-43.5392,-35.5647,-48.1319,-29.5413,-48.7771,-54.3767,-49.249,-34.5545,-44.6582,-49.2758
