# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92684440
# output
#   file = output_cal_pl_Kgamma_EPs_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.178142
# Diagonal elements of inverse mass matrix:
# 0.0477629, 0.0113084, 0.208319, 0.0552355, 0.0870159, 0.0161453, 0.0154988, 0.0193077, 0.010477, 0.0251395, 0.0440177, 0.0763655, 0.0685369, 0.0163516, 0.114537, 0.551432, 0.140241, 0.14674, 0.177465, 0.2457, 0.0694894, 0.175123, 0.533064, 0.0447083, 0.497491, 0.631944, 0.335963, 0.731139, 0.11647, 0.931629, 1.117, 0.0873229, 0.493528, 4.89694
-2657.67,0.930797,0.178142,4,31,0,2669.42,86.4705,34.1216,220.11,42.5419,163.631,97.1365,69.7064,29.5096,69.3886,32.8259,102.607,163.264,35.5772,31.4971,77.844,0.0377455,0.170998,0.191697,0.232654,0.09792,0.184866,0.389216,0.0300964,0.367183,0.0957086,0.101309,0.022581,0.0731874,0.318587,0.0108721,-1.97352,1.26205,0.560025,3.10984,-34.6566,-41.427,-41.7607,-50.8158,-42.2168,-40.1257,-57.7198,-43.3474,-39.6255,-49.0799,-50.6422,-45.6839,-35.9728,-41.7981,-47.656,-43.1842,-39.5809,-35.1845,-46.2463,-43.3894,-35.8437,-47.1195,-36.6168,-46.8608,-40.0124,-43.1976,-39.0586,-41.1106,-32.4169,-43.4093,-38.0779,-42.5005,-49.8262,-59.1568,-37.3468,-39.3364,-35.6753,-41.2024,-47.1406,-51.8038,-61.0172,-54.2273,-51.5476,-52.3225,-41.6621,-32.3328,-43.6775,-42.3123,-46.3752,-36.7045,-40.1273,-47.9088,-41.5367,-36.9401,-48.1531,-28.2817,-45.0999,-57.106,-48.1358,-35.4894,-44.0825,-48.0762
-2658.82,0.981074,0.178142,5,31,0,2673.95,85.7943,42.163,218.208,37.1855,118.118,90.9283,55.7671,19.3947,58.4149,27.4277,127.352,143.349,50.2327,39.9053,74.2821,0.0215906,0.182787,0.158691,0.308551,0.128385,0.215784,0.160635,0.201406,0.455857,0.0257034,0.0602071,0.0539428,0.0282496,0.424824,0.415459,-1.7392,1.13711,0.953225,5.41223,-33.9728,-40.8526,-42.8879,-52.0864,-43.2959,-40.0761,-56.8774,-42.1932,-43.7698,-48.5904,-51.4575,-45.4915,-35.2341,-40.2352,-47.0317,-41.6796,-39.0143,-34.7541,-46.3241,-44.7958,-35.5869,-46.9565,-36.8216,-48.1983,-42.4226,-44.0392,-38.3217,-41.0707,-33.1755,-43.7287,-38.3098,-43.3379,-49.1371,-57.5047,-36.7793,-40.1025,-36.1517,-41.192,-47.3832,-53.0508,-61.0734,-54.3772,-53.5659,-51.0211,-38.4027,-32.8792,-44.2741,-41.1046,-46.4907,-37.1823,-41.309,-48.021,-41.7264,-36.5891,-48.0279,-28.082,-44.9078,-55.2737,-47.8689,-35.3556,-44.5344,-48.0597
-2663.99,0.870897,0.178142,5,63,0,2680.49,84.5512,37.0326,238.435,43.1075,156.394,90.2474,71.6533,31.7402,59.3553,29.8643,116.831,180.682,48.1114,32.3304,42.8503,0.144365,0.182112,0.215433,0.314149,0.123364,0.200014,0.456409,0.075172,0.486298,0.130691,0.00502447,0.0507865,0.114306,0.357782,0.112818,-1.30652,1.45138,0.480557,2.89009,-34.8248,-42.3815,-42.7955,-53.6463,-42.6537,-38.888,-57.2355,-42.7741,-39.2937,-50.441,-51.043,-46.2259,-35.2819,-42.4283,-46.7868,-43.8357,-38.28,-34.8627,-45.4406,-44.499,-35.9512,-46.226,-36.8381,-50.1752,-41.9346,-42.9202,-37.9845,-40.4787,-32.3285,-43.4989,-38.3624,-42.8002,-50.5151,-59.4031,-37.2212,-41.0779,-35.3869,-40.7154,-46.9125,-51.7522,-60.8116,-52.8483,-51.0524,-50.2228,-42.1395,-32.1425,-44.5151,-40.8383,-46.1186,-37.0904,-42.3271,-46.6398,-42.9731,-37.1174,-48.0462,-28.7523,-44.7656,-56.2959,-49.9496,-35.3353,-43.1094,-48.9805
-2661.83,0.983542,0.178142,5,31,0,2676.01,86.873,41.8469,235.482,44.4743,118.333,93.5236,59.691,24.2783,72.866,32.3491,124.963,166.13,34.5939,40.1724,115.389,0.0301254,0.167769,0.199732,0.279578,0.0549604,0.193465,0.0710938,0.056687,0.251852,0.0102331,0.0862395,0.0328304,0.0466854,0.445019,0.096722,-1.90173,1.24303,0.436803,3.86713,-33.5172,-40.7741,-42.8416,-50.9089,-42.1309,-39.2805,-56.2005,-42.1471,-40.9524,-49.1176,-50.385,-44.8953,-34.755,-41.9813,-46.2597,-42.5706,-38.4271,-34.9567,-45.9985,-43.9583,-36.8061,-47.4165,-37.2883,-49.8385,-43.2444,-44.1649,-38.0474,-41.645,-33.523,-43.3421,-38.6877,-43.0054,-48.8435,-58.8628,-37.2865,-40.7815,-35.2035,-40.5592,-47.0943,-53.6407,-64.7804,-53.3612,-53.1829,-51.3078,-39.6879,-32.6468,-44.0272,-41.4727,-46.8828,-39.7647,-41.3874,-46.0293,-41.8813,-37.3666,-47.8205,-27.7797,-44.7968,-56.5251,-48.8539,-35.1327,-43.2917,-47.466
-2659.08,0.995678,0.178142,5,31,0,2679.44,66.4801,32.6106,201.397,39.8999,119.068,74.264,59.9481,20.1135,50.3936,27.0879,114.308,136.941,47.3929,31.9388,56.7036,0.147967,0.191719,0.12794,0.253333,0.101961,0.217289,0.439337,0.0737415,0.537607,0.0323251,0.0656918,0.0211836,0.0759488,0.242287,0.142942,-1.48165,1.07124,0.474659,3.94043,-33.9796,-40.9433,-42.6612,-52.3425,-42.543,-39.6192,-56.968,-42.6377,-41.0116,-48.7711,-52.2255,-46.4432,-35.2151,-40.6598,-46.996,-42.7802,-38.6407,-35.0023,-46.2035,-44.8991,-35.7084,-47.0099,-36.4745,-47.2713,-41.9843,-43.4851,-39.1717,-40.8854,-31.8639,-44.7677,-39.0329,-43.1114,-50.3737,-58.7022,-37.3236,-39.9922,-35.5314,-41.605,-47.2151,-53.2217,-60.5606,-52.9849,-51.9345,-50.2511,-41.4708,-32.0677,-44.5329,-41.2111,-46.052,-36.0749,-40.4132,-47.9351,-42.5807,-36.4712,-47.8731,-28.19,-45.5049,-56.2768,-48.8701,-35.4305,-44.1619,-49.0556
-2657.26,0.423686,0.178142,5,31,0,2676.76,56.4196,37.2585,242.735,36.0606,129.734,88.0422,50.9136,27.2024,62.3602,28.7284,101.243,148.062,46.8835,30.984,38.8721,0.173295,0.106525,0.120641,0.33056,0.084664,0.21718,0.256059,0.153169,0.419475,0.0641885,0.0238347,0.0429395,0.0252688,0.225489,0.263075,-1.88568,1.14814,0.61404,4.28242,-33.8249,-41.4773,-43.0369,-51.9003,-42.6785,-39.8093,-57.6644,-42.7364,-40.7889,-50.3695,-52.4985,-45.7808,-35.7554,-42.2759,-45.8684,-42.4669,-38.8911,-35.1526,-46.1136,-43.9718,-36.3278,-47.1104,-37.3269,-49.3416,-42.6286,-42.6748,-38.217,-41.0453,-32.8907,-43.3456,-38.1699,-42.6184,-49.851,-58.1625,-36.9511,-40.6869,-36.1395,-41.3201,-47.1212,-52.2634,-61.023,-53.6896,-52.4113,-51.1159,-38.7045,-32.2734,-44.663,-41.4578,-46.0611,-37.353,-40.2183,-46.8578,-40.9103,-36.7099,-47.7125,-28.0017,-44.5103,-56.3738,-48.0205,-35.6881,-43.4348,-48.6059
