# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92683081
# output
#   file = output_cal_g_Kpsi_EPs_9.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.171961
# Diagonal elements of inverse mass matrix:
# 0.118322, 0.0145103, 0.0790783, 0.066481, 0.168557, 0.0151561, 0.0425139, 0.0639031, 0.0194556, 0.0343714, 0.0613465, 0.175982, 0.0970423, 0.0184072, 0.145751, 0.0515235, 0.999858, 0.128245, 0.0756287, 0.669518, 0.789354, 1.31501, 0.1244, 1.49161, 0.249955, 0.492306, 0.565939, 0.393846, 0.834441, 0.0901245, 0.801404, 0.113331, 0.0790907
-2667.89,0.945181,0.171961,4,15,0,2680.42,49.7457,25.1633,178.297,49.6045,124.464,52.9666,53.3557,23.0733,51.3841,32.3068,112.644,99.8963,31.9658,27.2523,67.9945,0.128438,-1.38787,-1.96293,-1.44297,-1.08269,-1.07105,-2.11471,-1.1343,-0.696467,-1.72129,-0.754622,-0.526426,-0.970145,-1.21804,-1.64883,-1.44571,-1.38533,0.394115,0.249606,0.140446,0.236226,0.338682,0.342648,0.120669,0.321648,0.498343,0.178835,0.470188,0.590712,0.379028,0.295809,0.192275,0.235579,-35.6657,-41.0329,-42.8413,-49.0766,-41.7711,-40.7877,-57.3638,-44.2293,-41.5364,-44.7973,-53.8892,-46.9652,-36.1959,-43.1884,-45.4351,-41.907,-39.3065,-36.547,-46.785,-45.0146,-37.5755,-48.4549,-35.5331,-50.0247,-41.8007,-44.5918,-38.1053,-40.2362,-31.4241,-43.5291,-41.2632,-42.1676,-48.0537,-58.7259,-37.3216,-39.5782,-35.5381,-42.5786,-47.2968,-55.5984,-60.2802,-52.4981,-53.5115,-50.9927,-36.871,-32.4485,-44.0708,-43.3018,-49.1167,-36.3248,-39.4603,-46.5998,-43.1641,-36.3205,-48.8757,-27.527,-46.8675,-56.0089,-49.136,-35.9297,-43.4705,-49.1944
-2667.58,0.998093,0.171961,5,31,0,2681.2,64.8555,26.5671,160.572,30.7594,103.07,59.8859,44.4601,15.3202,52.4036,22.4576,97.8266,110.965,22.8166,29.9973,67.1132,0.18457,-1.08125,-1.62498,-1.69861,-1.74538,-1.30861,-2.03333,-1.37357,-1.45708,-1.38043,-0.7228,-0.60812,-1.21045,-1.52364,-1.23344,-1.3449,-1.43066,0.58384,0.339172,0.196915,0.182938,0.174578,0.270195,0.130898,0.253202,0.232916,0.25147,0.485391,0.544373,0.298062,0.217918,0.291288,0.260566,-33.831,-42.2141,-44.682,-50.238,-41.9592,-40.3465,-56.1965,-43.9859,-41.1629,-45.6962,-52.1844,-45.7314,-35.4649,-43.358,-46.4605,-43.7016,-38.3912,-36.9226,-47.4705,-43.5726,-37.8427,-46.8218,-36.4382,-51.9584,-42.5136,-43.4869,-37.173,-41.873,-31.7237,-43.1102,-38.6478,-41.6839,-48.6002,-59.1754,-37.8474,-40.9273,-35.8246,-41.8815,-47.8948,-54.5401,-61.0476,-53.4559,-53.4161,-50.201,-38.5481,-33.9773,-45.3364,-41.6058,-44.9996,-37.2048,-43.5727,-44.1888,-41.3012,-37.0583,-51.6896,-28.2976,-44.9937,-56.0904,-49.8923,-34.6119,-43.5672,-47.7896
-2668.16,0.995892,0.171961,5,47,0,2682.64,68.775,28.329,215.54,47.0165,151.082,67.0197,53.8807,28.5123,48.2099,40.2805,136.295,165.755,36.0531,31.8432,86.918,0.131725,-1.15852,-1.73909,-1.33227,-0.902338,-0.909978,-2.09049,-1.3008,-0.689989,-1.97204,0.0188834,0.147711,-0.642497,-0.796402,-1.6669,-1.97821,-1.29884,0.810878,0.31395,0.17568,0.263877,0.40562,0.402533,0.123626,0.272313,0.501581,0.139173,1.01906,1.15918,0.525977,0.450949,0.188832,0.138317,-35.4508,-40.7483,-41.9049,-48.6806,-41.7155,-40.7733,-55.8827,-43.1404,-42.3421,-45.7504,-53.1612,-46.2475,-36.404,-43.6933,-45.1769,-42.6061,-38.4883,-36.7937,-46.7436,-42.8145,-37.5906,-47.4231,-35.3786,-53.5432,-41.1503,-42.5641,-37.0265,-40.6302,-32.8185,-42.419,-40.0111,-42.2568,-47.774,-58.1699,-37.5552,-40.4195,-35.673,-41.1512,-47.3071,-54.2274,-58.5617,-52.9168,-53.7174,-52.0641,-38.2878,-33.4935,-45.1511,-41.922,-46.0122,-37.1549,-41.8416,-45.3216,-42.6203,-37.2065,-50.4899,-29.038,-47.1913,-55.511,-50.5989,-35.5101,-43.0675,-49.1407
-2666.63,0.925886,0.171961,4,31,0,2683.54,81.7092,26.4235,190.367,27.3332,135.483,64.3011,62.1494,22.7541,50.22,30.8707,121.211,142.751,29.4194,32.423,59.1479,0.134339,-0.825153,-1.69738,-1.42497,-2.18248,-1.15806,-2.02358,-1.29866,-1.04275,-1.84185,0.0013001,-0.895762,-0.968947,-1.39341,-1.38519,-1.27111,-1.0999,0.619505,0.438168,0.183162,0.240516,0.112761,0.314095,0.132182,0.272896,0.352483,0.158525,1.0013,0.408296,0.379482,0.248227,0.250277,0.280519,-34.1272,-42.5669,-46.5724,-48.8498,-41.3567,-40.3138,-56.1008,-43.1884,-40.2456,-45.7649,-52.5257,-46.6917,-35.5704,-42.2681,-45.1313,-42.2494,-37.9755,-36.387,-46.7793,-43.4566,-37.3323,-46.436,-35.8322,-52.9778,-42.133,-42.8252,-36.7417,-40.8518,-32.6925,-43.052,-40.841,-42.3738,-49.3111,-57.9259,-37.3911,-40.3718,-34.8564,-41.3091,-47.0233,-53.8582,-58.699,-53.0155,-53.5808,-51.8475,-39.5715,-32.9543,-46.132,-40.9649,-46.144,-37.3662,-41.148,-45.1649,-42.9969,-36.5475,-50.2251,-29.5708,-47.3032,-55.582,-50.873,-34.6641,-42.9667,-49.6436
-2667.07,0.970827,0.171961,4,31,0,2678.89,80.0154,26.0838,174.838,31.9197,148.736,58.7623,59.9709,25.2945,53.3986,32.8351,103.138,100.968,29.8046,29.2754,66.0155,0.14205,-0.725636,-1.85731,-1.53573,-1.83633,-0.815126,-2.1424,-0.915618,-0.687738,-1.3585,-0.740177,-0.495355,-1.29799,-1.28701,-1.50564,-1.32428,-1.42319,0.498673,0.484017,0.156093,0.215299,0.159401,0.442584,0.117373,0.400269,0.502712,0.257045,0.477029,0.609355,0.273079,0.276095,0.221876,0.265993,-35.2741,-41.5434,-44.9776,-49.9962,-41.6545,-40.7008,-56.8935,-43.8062,-40.8603,-44.9261,-52.9118,-45.5749,-35.8979,-43.5286,-45.6195,-43.5712,-38.519,-37.1377,-47.1265,-43.3171,-38.2287,-47.522,-36.2144,-50.1122,-42.6837,-43.5115,-37.1157,-41.2679,-32.1377,-43.004,-39.0598,-41.7141,-48.2474,-58.9362,-38.2224,-41.1432,-35.908,-42.1763,-47.6427,-54.2797,-60.9605,-52.6668,-52.8942,-49.834,-38.9905,-33.7299,-45.3514,-41.7428,-45.5499,-37.8747,-41.9021,-45.3206,-41.9916,-37.2602,-50.4895,-28.4521,-45.6419,-55.2724,-48.9032,-35.5489,-43.0564,-47.6855
-2676.28,0.75476,0.171961,5,31,0,2686.67,105.509,32.7545,212.702,46.3299,92.8665,65.2177,41.8173,20.6582,52.9575,29.9481,140.554,187.247,45.2041,31.8591,71.3839,0.115078,-0.542338,-1.61666,-1.36413,-1.34501,-1.81747,-2.16115,-1.51902,-1.49187,-1.97282,0.621568,0.507187,-0.0629573,-0.65873,-1.59862,-1.16358,-0.928687,0.93279,0.581387,0.198561,0.255603,0.260538,0.162436,0.115193,0.218926,0.224951,0.139064,1.86184,1.66061,0.938984,0.517508,0.202176,0.312366,-33.6559,-41.1965,-43.041,-48.855,-41.9111,-40.9689,-55.901,-42.8662,-41.5929,-46.4855,-54.7438,-46.8523,-34.9721,-41.8013,-45.1322,-43.108,-38.1129,-35.8888,-45.8656,-43.9022,-36.7906,-46.2456,-36.0208,-53.2786,-42.6208,-43.2089,-36.7105,-40.1676,-34.6457,-42.5939,-40.6475,-41.8343,-47.6498,-58.0075,-36.763,-40.9123,-35.8202,-41.1374,-47.0951,-54.9978,-60.4362,-53.1323,-53.7766,-52.1373,-36.2709,-33.7479,-44.8341,-41.6993,-48.3248,-37.3565,-41.0664,-45.4719,-43.0149,-37.0482,-49.5829,-28.466,-47.3871,-56.4651,-50.7986,-34.4526,-42.7073,-49.4545
