# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 94246222
# output
#   file = output_cal_pl_Ka_EPs_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.177533
# Diagonal elements of inverse mass matrix:
# 0.13078, 0.0153806, 0.229113, 0.0325169, 0.537459, 0.012221, 0.0269978, 0.082121, 0.00665091, 0.0464617, 0.0706357, 0.380077, 0.255664, 0.0180788, 0.259344, 0.04235, 0.748856, 0.0324, 0.0244456, 0.0671722, 0.282726, 0.0244493, 0.113933, 0.368483, 0.0336097, 0.435163, 0.425027, 0.284495, 0.605736, 0.227253, 0.291276, 1.21685, 0.0616045, 0.0561088
-2628.47,0.89778,0.177533,5,31,0,2644.68,103.372,35.573,280.408,38.2244,242.521,80.214,46.0076,16.9466,52.918,34.4484,176.158,240.893,33.3302,32.8574,57.7993,0.061402,0.136245,-2.99515,-1.97817,-4.75606,2.80955,-4.1556,-5.0138,-3.51,-5.44096,0.813189,1.08496,1.68761,-5.15965,-4.55948,-2.52247,2.17421,-1.95512,3.21008,1.14596,0.050029,0.138322,0.00859942,16.6024,0.0156764,0.00664563,0.0298969,0.00433533,2.25509,2.95932,5.40652,0.0057437,0.0104675,0.0802614,-34.228,-40.4077,-43.455,-48.9482,-42.3171,-39.5986,-54.8418,-41.5356,-39.7167,-48.4411,-51.4632,-46.5893,-34.6913,-41.1588,-45.0974,-41.7775,-37.524,-34.6993,-46.9751,-41.6185,-36.1218,-45.3785,-35.1349,-50.6154,-41.7901,-42.5376,-36.7139,-39.3483,-34.749,-43.6104,-38.1756,-42.0361,-49.1924,-57.618,-36.9665,-38.6091,-34.6841,-40.5897,-46.5714,-52.517,-59.3758,-52.3555,-53.7755,-49.7609,-38.5335,-31.7446,-44.4147,-41.4456,-45.2442,-36.7381,-39.8501,-46.5037,-43.5253,-36.2461,-48.2823,-28.3505,-46.2282,-56.75,-49.6833,-34.7315,-42.6248,-50.2832
-2633.08,0.96804,0.177533,5,31,0,2643.63,134.927,34.2233,283.335,37.437,246.819,77.5732,50.8253,20.0178,54.1186,35.9078,186.129,228.895,19.1086,27.184,56.6645,0.0668719,0.840668,-3.11321,-2.1939,-5.6802,1.51294,-4.29036,-4.92763,-5.07463,-5.4752,-0.107562,2.9376,1.96578,-2.68605,-5.89887,-3.84441,2.13699,-1.92842,3.16908,2.31792,0.0444582,0.111481,0.00341288,4.54008,0.0137,0.00724365,0.00625342,0.00418938,0.898021,18.8705,7.14048,0.0681494,0.00274254,0.0213991,-34.1782,-40.4312,-43.0485,-48.5819,-41.776,-39.4686,-55.834,-41.8186,-40.4746,-48.3954,-50.7758,-46.0148,-34.4066,-42.6569,-46.5544,-41.0416,-37.8481,-34.4925,-47.3552,-42.1061,-35.9993,-46.1115,-34.5567,-50.5277,-42.1701,-43.2701,-36.8593,-39.2215,-34.915,-42.5807,-38.3555,-41.2191,-48.7617,-58.3682,-36.6562,-39.0908,-34.3618,-40.282,-45.4152,-53.8716,-58.466,-53.2489,-54.8648,-48.44,-38.4916,-31.4025,-45.0705,-42.9991,-46.9516,-36.6157,-40.8957,-45.5197,-43.3409,-35.5995,-48.118,-28.2949,-44.3706,-57.8803,-50.9209,-34.4835,-41.4693,-49.6093
-2632.32,0.873028,0.177533,5,31,0,2648.98,132.593,34.9238,285.822,36.5157,237.636,80.0039,50.8614,15.1969,53.5603,35.2292,191.391,242.379,20.0002,29.2413,56.3805,0.0613899,1.88025,-2.96661,-1.92072,-5.72056,2.05261,-4.41412,-5.50255,-4.1131,-5.6932,-0.495444,2.5092,1.46208,-4.51696,-5.44998,-4.18062,2.12228,-1.57355,3.18035,6.55516,0.0514778,0.146501,0.00327787,7.78823,0.0121052,0.00407636,0.016357,0.00336881,0.6093,12.2951,4.31495,0.0109222,0.0042964,0.015289,-33.6611,-40.1778,-42.6525,-48.4572,-42.2227,-39.7263,-55.5177,-41.3915,-40.5201,-48.7059,-50.5541,-46.1898,-34.3261,-41.0271,-46.0883,-41.3513,-37.8959,-34.5826,-47.7191,-41.5384,-35.9414,-45.5978,-34.7694,-50.6088,-42.0046,-42.4841,-36.7811,-39.573,-35.0334,-43.2579,-38.1029,-41.8363,-49.165,-58.3711,-37.0229,-38.636,-34.4808,-40.3233,-46.0025,-52.4592,-58.8835,-53.0823,-54.2715,-49.7939,-39.1772,-31.6958,-44.8038,-42.4493,-45.8684,-36.8151,-40.6744,-46.0533,-43.3974,-35.8759,-48.0085,-28.0757,-44.9049,-56.9096,-50.5702,-34.5715,-42.2602,-49.8379
-2626.95,0.943479,0.177533,5,31,0,2651.74,117.854,40.5806,269.81,45.3948,184.105,83.3125,59.1035,36.5702,58.8033,45.8187,162.882,233.734,54.0537,35.9502,79.2209,0.0658733,3.70045,-2.78456,-2.44957,-4.90804,-0.873161,-4.87046,-3.52071,-1.67398,-6.30672,-0.184927,2.40983,0.293753,-0.594988,-4.46221,-4.21208,2.01414,-3.15534,3.22224,40.4654,0.0617565,0.0863306,0.00738698,0.417629,0.00766981,0.0295783,0.1875,0.00182402,0.831165,11.1321,1.34145,0.551569,0.0115368,0.0148156,-33.912,-40.0219,-41.9495,-49.7826,-41.7316,-40.2997,-55.5596,-41.3355,-40.872,-49.237,-51.3468,-45.5598,-34.5401,-42.6389,-44.8257,-42.6914,-38.1133,-34.1877,-45.7482,-41.0971,-35.9344,-46.3962,-35.5703,-52.3082,-41.6905,-42.03,-36.6294,-39.5197,-34.6665,-42.9793,-38.4724,-41.9715,-48.4436,-56.9969,-36.4901,-40.3837,-34.9317,-39.8269,-45.7633,-51.1442,-58.1687,-53.2771,-53.4083,-51.0626,-37.1612,-32.0981,-44.2254,-42.0609,-46.2315,-36.6212,-40.0209,-46.4357,-42.7058,-36.151,-47.5123,-29.2138,-46.4118,-56.3654,-49.3743,-35.3952,-42.219,-48.8442
-2629.77,0.970011,0.177533,5,31,0,2641.83,99.0888,30.9073,224.12,39.0167,124.03,85.107,51.8732,18.4301,52.424,37.0806,184.838,241.818,30.8335,32.2339,105.079,0.0543395,2.64857,-3.51373,-3.10374,-6.05189,-2.51641,-4.22826,-5.10361,-3.86063,-6.35442,3.73425,3.9118,1.24747,-3.65388,-6.04684,-2.99034,2.02906,-1.34169,2.85051,14.1338,0.0297855,0.044881,0.00235341,0.0807488,0.0145777,0.0060748,0.0210548,0.00173904,41.8566,49.989,3.48154,0.0258904,0.00236533,0.0502702,-33.2509,-40.7858,-43.8776,-49.5318,-42.6782,-39.8237,-54.7549,-41.7549,-40.4913,-48.3168,-50.4489,-46.6302,-34.5275,-40.9187,-45.3946,-41.4233,-37.9759,-34.9374,-47.6653,-41.5279,-35.7674,-46.2185,-34.8226,-50.6277,-40.4923,-42.1288,-37.2504,-39.607,-32.7975,-43.6269,-38.7726,-42.8489,-48.6542,-57.3547,-37.5935,-37.7319,-34.5611,-40.891,-46.4338,-50.4902,-56.9883,-53.3832,-53.9509,-50.0356,-37.6269,-31.8925,-44.6819,-41.7249,-46.4463,-36.641,-39.7844,-46.8562,-43.0195,-35.9668,-47.6838,-28.5506,-45.5315,-55.9471,-49.7806,-35.0244,-42.8576,-49.9799
-2626.86,0.954619,0.177533,5,31,0,2643.16,128.974,38.8977,286.825,39.8304,231.137,79.8571,61.1267,31.5122,54.2825,40.425,170.863,257.137,38.1222,32.48,76.6535,0.05501,3.21595,-2.80413,-2.31555,-4.40631,0.33001,-4.55717,-3.89192,-2.72735,-5.85539,3.11632,0.406734,1.25674,-2.13843,-5.25813,-3.43216,2.20273,-2.28435,3.5974,24.9269,0.0605594,0.0987115,0.0122001,1.39098,0.0104917,0.0204062,0.0653922,0.00286443,22.5633,1.5019,3.51395,0.11784,0.00520504,0.0323171,-33.5855,-40.6763,-43.0672,-48.7749,-42.2429,-40.0432,-54.8431,-41.2837,-40.7557,-49.5245,-51.4854,-45.5779,-34.6179,-42.8355,-45.5356,-41.6131,-37.6329,-34.2716,-46.3277,-41.4695,-35.9182,-45.9548,-34.8947,-51.6602,-41.1644,-42.2442,-36.8704,-39.3478,-35.1418,-43.0259,-38.3497,-42.0006,-48.6715,-57.3172,-36.6083,-39.5769,-34.3534,-39.9281,-46.0388,-52.2131,-57.9726,-53.4822,-54.1855,-49.3906,-38.7981,-31.5539,-44.5648,-41.4122,-46.3814,-36.3425,-39.9252,-46.2657,-42.9394,-36.1392,-47.8829,-29.6072,-46.0704,-56.8011,-49.5228,-34.9966,-41.9677,-49.0555
