# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 94247244
# output
#   file = output_cal_pl_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.133032
# Diagonal elements of inverse mass matrix:
# 0.0209968, 0.00853814, 0.0595185, 0.0168791, 0.0388376, 0.0123711, 0.017916, 0.0145952, 0.00637012, 0.016798, 0.0203011, 0.0171472, 0.0350145, 0.017418, 0.127613, 0.0454968, 0.546342, 4.64292
-2678.04,0.932974,0.133032,5,31,0,2688.27,72.8323,38.5397,212.932,46.0138,117.651,87.8246,51.3544,22.356,61.9086,18.2148,91.2773,108.542,18.7334,33.1986,57.0979,0.0948448,0.0511047,2.03623,-34.1564,-40.9094,-42.3817,-49.6526,-41.8127,-40.4807,-56.5026,-43.7308,-41.5873,-48.8908,-53.5101,-46.4073,-35.5181,-44.2406,-46.4837,-43.163,-38.3039,-35.6754,-47.3295,-43.8318,-37.6941,-46.8077,-38.1392,-48.9065,-43.6281,-44.8692,-36.5703,-42.1557,-34.5855,-42.8297,-38.6067,-41.2536,-47.9643,-59.6,-36.8621,-41.8432,-35.3217,-41.934,-47.4899,-56.8107,-64.3687,-53.8882,-54.848,-48.6295,-39.7323,-33.2235,-44.0209,-41.3848,-45.2713,-40.743,-41.3283,-44.0625,-41.3682,-36.6802,-50.1126,-28.2445,-44.6138,-57.0828,-50.3939,-34.4619,-42.5909,-49.4601
-2684.76,0.984388,0.133032,5,31,0,2698.73,71.4385,38.7894,210.372,48.2709,141.45,76.7786,37.7811,21.953,67.1221,27.9069,105.606,99.6109,35.0428,28.9773,76.4189,0.161659,0.129205,2.0721,-36.7777,-41.6612,-41.8552,-50.9993,-41.5253,-39.8449,-57.2547,-44.3518,-42.4526,-45.8862,-53.5686,-46.4849,-36.848,-45.9623,-46.3067,-42.0582,-38.8556,-35.8963,-47.5189,-45.6802,-37.4574,-46.8549,-37.1901,-50.6364,-44.221,-46.2519,-37.6404,-40.9249,-33.7395,-44.0342,-39.247,-40.8962,-49.7087,-58.6495,-36.8742,-41.6069,-35.9679,-41.7296,-47.3956,-57.7183,-63.4577,-52.1643,-53.3675,-49.054,-37.6782,-32.9159,-42.754,-42.8847,-47.778,-38.8464,-42.2724,-45.0388,-42.6564,-37.0435,-49.5154,-27.4226,-45.1646,-57.9529,-49.6901,-35.3345,-43.0152,-48.0906
-2676.93,0.998617,0.133032,5,31,0,2694.36,69.2723,37.716,198.957,43.9891,125.645,90.7824,71.7136,20.1464,66.8604,24.8879,89.6147,105.774,44.0488,33.2361,93.9188,0.142287,0.147348,2.17652,-35.7425,-41.7721,-41.6912,-50.4152,-41.9819,-41.1533,-56.7495,-43.6221,-42.9477,-46.7611,-53.1607,-46.1527,-36.9091,-43.7009,-46.1276,-42.9458,-39.2458,-36.5807,-47.4605,-44.4888,-37.4002,-46.8553,-37.9744,-49.1468,-41.8867,-44.4623,-37.3402,-41.3825,-35.1114,-43.5395,-38.9532,-41.815,-48.5404,-58.8141,-37.5401,-40.5711,-35.974,-42.1297,-47.9204,-54.7361,-63.6457,-53.8758,-52.9752,-50.6679,-39.4583,-33.7417,-42.7902,-41.8705,-45.7957,-39.3338,-41.1116,-44.9732,-42.0406,-37.6839,-49.7142,-28.5315,-46.0266,-55.2008,-49.3054,-35.6147,-44.0049,-48.3561
-2673.91,0.965669,0.133032,5,31,0,2684.82,68.2693,38.8638,214.007,42.3925,129.944,85.7004,75.228,21.0703,67.0491,26.1476,89.9675,105.237,39.4008,36.398,96.2307,0.149663,0.161064,2.68955,-36.2661,-41.4358,-42.2863,-50.2711,-41.225,-40.1642,-56.4226,-43.6728,-42.3546,-47.4392,-52.5848,-45.9229,-36.4846,-45.3784,-45.9013,-43.0088,-38.4266,-36.18,-46.9684,-44.6055,-37.2317,-47.1435,-37.6754,-50.3819,-41.8231,-45.0392,-36.9648,-41.0884,-35.1625,-43.1792,-39.1781,-41.6809,-48.2283,-59.0027,-37.0575,-40.4746,-35.512,-41.7354,-47.5566,-55.9204,-64.231,-53.4997,-53.2812,-50.5759,-39.7517,-33.3027,-43.3036,-41.4716,-46.6378,-38.8712,-40.9868,-44.8355,-42.3927,-37.175,-49.4278,-28.7117,-46.5102,-55.7701,-49.6716,-35.6006,-43.5155,-48.188
-2676.12,0.976862,0.133032,5,31,0,2685.52,62.5234,35.4918,229.409,46.9334,120.345,89.3055,42.2925,24.0116,71.2978,25.8666,105.508,110.083,18.7076,35.9491,65.4477,0.12885,0.0537427,2.09542,-35.3405,-40.7722,-42.3825,-49.5161,-41.5009,-39.4644,-56.8853,-44.47,-41.3559,-48.8288,-52.4346,-46.5087,-35.9771,-46.9113,-45.7332,-41.9964,-38.0058,-35.1755,-47.7699,-44.1026,-37.0774,-47.2971,-37.0221,-51.7607,-43.2961,-45.3934,-36.4943,-41.2732,-32.6194,-43.0405,-38.892,-41.5062,-48.6566,-59.2368,-36.1054,-40.7309,-34.6897,-41.2896,-46.9618,-57.7905,-64.4485,-53.5374,-54.3363,-50.4534,-38.5477,-32.0465,-44.0497,-42.1964,-46.8077,-39.1019,-41.2736,-44.5427,-41.3189,-35.9252,-49.8191,-28.4245,-45.215,-58.793,-50.705,-35.1029,-42.3766,-49.3293
-2678,0.965901,0.133032,5,31,0,2691.23,49.9,35.6348,170.025,36.9845,122.933,79.0725,63.382,19.6511,63.6558,21.5457,85.5031,94.0757,48.1177,32.3215,90.239,0.164244,0.159737,2.72204,-36.0844,-41.55,-42.192,-51.1925,-41.9631,-40.8656,-56.1992,-43.3891,-42.9442,-46.6314,-53.1535,-46.9927,-36.7937,-43.9035,-46.088,-42.8266,-38.9234,-36.1615,-47.4207,-45.3747,-37.4358,-46.7187,-37.3875,-50.672,-41.3879,-45.1152,-37.6816,-41.2773,-32.9609,-43.8215,-39.6229,-42.2466,-48.6167,-58.7335,-37.3797,-40.1738,-35.7871,-42.3285,-48.2008,-55.6751,-62.6698,-54.2405,-53.7687,-51.3894,-38.5674,-33.2839,-43.0386,-41.3612,-46.3543,-37.7427,-40.2294,-45.2123,-42.2046,-37.0534,-49.6729,-28.957,-47.0374,-54.7807,-49.2285,-35.7534,-44.6233,-49.1303
