# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92685107
# output
#   file = output_cal_g_Kgamma_EPs_8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.111491
# Diagonal elements of inverse mass matrix:
# 0.0865534, 0.0245191, 0.785385, 0.0452574, 0.183999, 0.0448837, 0.0277538, 0.0449467, 0.0127666, 0.0404169, 0.0869145, 0.426919, 0.134254, 0.0188203, 0.248154, 1.35857, 0.597893, 0.149143, 0.0522451, 0.139084, 0.261789, 0.0805524, 0.166945, 0.445447, 0.0398069, 0.302626, 0.701674, 0.343256, 0.777004, 0.0860368, 0.979651, 0.991958, 0.0621704
-2655.31,0.966796,0.111491,5,63,0,2666.34,91.7029,40.6504,225.803,45.7313,137.726,86.8401,69.5457,30.9007,58.7539,33.6488,121.136,188.351,52.6949,33.4585,99.125,0.551327,0.079206,0.225726,0.166628,0.226335,0.0593219,0.225031,0.27468,0.0935895,0.432041,0.0408762,0.038231,0.0514571,0.119917,0.433143,0.0781118,-1.61872,0.908709,-33.8049,-41.2431,-42.0683,-53.2608,-42.8764,-40.6219,-56.7813,-42.0917,-40.5565,-48.3259,-51.3779,-46.0265,-35.2401,-39.2827,-47.2029,-43.0465,-39.7895,-35.3142,-45.1819,-45.2375,-35.7281,-46.5121,-36.5432,-48.6651,-41.2061,-44.2093,-38.7052,-41.0014,-33.1783,-44.168,-38.7081,-43.0614,-49.1449,-57.898,-37.5446,-40.254,-36.269,-40.6468,-47.8033,-51.1397,-60.974,-53.6453,-51.9199,-50.4799,-39.9702,-32.6147,-43.5257,-41.2285,-45.0931,-37.5229,-42.6234,-47.1731,-42.695,-37.8145,-48.8313,-29.1541,-45.5558,-55.2907,-49.1873,-35.2282,-43.8592,-47.918
-2655.16,0.989488,0.111491,5,31,0,2663.08,95.394,42.0848,222.783,45.4884,139.507,88.1096,68.3743,30.0889,57.5462,34.7547,118.456,169.709,51.0897,33.0554,97.7331,0.562025,0.0834487,0.228313,0.164032,0.22585,0.0597609,0.231435,0.263121,0.095954,0.440664,0.038332,0.0433739,0.0482368,0.120543,0.415443,0.0579496,-1.62414,0.875489,-33.9041,-41.1877,-41.6597,-53.0476,-42.5696,-41.0087,-57.0895,-42.4555,-40.5607,-47.8686,-51.6902,-45.8889,-35.4782,-39.5818,-47.4501,-42.6839,-40.207,-35.273,-45.4224,-45.3647,-35.4826,-46.8715,-36.5648,-47.3672,-41.3258,-44.6346,-38.8311,-40.7168,-33.5936,-44.1894,-38.4948,-42.6832,-48.6437,-57.666,-37.2453,-40.1965,-36.4305,-40.8354,-47.5774,-51.7396,-61.3026,-54.1704,-52.1387,-50.5928,-39.4313,-32.7772,-43.4928,-41.6124,-45.5431,-37.0593,-42.0787,-47.7517,-42.5557,-37.6404,-48.4665,-28.8804,-45.3932,-55.2779,-48.6237,-35.4194,-44.0757,-47.8238
-2657.56,0.983567,0.111491,5,31,0,2667.01,75.9789,44.0298,241.66,48.7338,123.387,97.9051,57.6963,23.0037,65.7209,25.7422,105.424,177.841,41.6225,37.138,82.2685,0.532425,0.178461,0.223416,0.230526,0.277847,0.178299,0.188305,0.279019,0.242415,0.37514,0.10557,0.115449,0.0631735,0.0352995,0.377733,0.203822,-1.61463,1.27158,-34.6476,-42.6767,-42.2217,-52.7793,-42.9653,-39.972,-56.9596,-42.3833,-41.0442,-48.7494,-50.8716,-45.191,-35.0427,-41.2114,-46.7142,-42.9922,-39.3532,-35.375,-45.9618,-45.4399,-36.3626,-47.1249,-37.3757,-49.1879,-42.3753,-44.7988,-38.2087,-41.1668,-33.7469,-43.4308,-38.111,-42.3269,-49.2013,-59.3118,-37.3228,-39.938,-36.5601,-40.8652,-47.1627,-52.9098,-61.7849,-53.6848,-51.8037,-49.7223,-38.5523,-32.8532,-43.9985,-41.6763,-46.2789,-38.6826,-42.6115,-46.8296,-41.4519,-37.502,-48.8723,-27.1284,-43.3525,-56.6006,-48.6866,-34.4259,-43.3539,-46.8214
-2660.91,0.897456,0.111491,6,63,0,2670.65,116.328,53.8696,277.06,54.3308,170.063,118.606,78.0141,38.5842,73.0789,40.1243,164.541,251.185,79.0882,46.6825,142.232,0.73442,0.0526501,0.10707,0.192924,0.165989,0.171107,0.177718,0.306072,0.0182538,0.421729,0.0377067,0.0298756,0.020401,0.060294,0.360085,0.032234,-1.55999,1.45348,-35.1789,-41.8838,-42.0621,-52.3042,-42.7529,-39.4764,-56.2936,-41.4897,-39.9689,-49.3747,-50.5809,-46.0467,-35.5487,-40.7287,-47.0379,-43.1384,-39.1565,-34.7298,-45.1455,-44.1243,-35.0581,-46.0206,-37.308,-47.4952,-40.9169,-42.8046,-38.8778,-41.262,-35.0806,-44.5248,-38.3642,-44.2447,-51.664,-57.3036,-37.2927,-39.9049,-36.6584,-39.7801,-47.8204,-49.6866,-60.2799,-53.5512,-50.278,-51.8085,-41.8812,-33.4479,-43.0054,-41.1304,-45.4842,-38.5187,-41.0511,-49.1241,-43.0453,-38.145,-47.6964,-29.4539,-46.8783,-56.0754,-48.7864,-34.8405,-44.1044,-48.2385
-2658.58,0.99304,0.111491,6,63,0,2672.66,71.5256,41.8801,230.24,41.2071,124.788,93.0952,63.1183,29.1932,68.8759,35.4751,120.654,180.144,25.7044,38.2063,111.671,0.467569,0.141646,0.141303,0.243146,0.349248,0.111303,0.202255,0.269519,0.0270932,0.440624,0.0972087,0.0837782,0.0674428,0.0565922,0.327843,0.0525366,-1.832,0.941298,-34.1936,-42.5444,-42.1867,-52.4303,-41.6834,-39.3838,-57.5174,-43.1389,-39.1847,-50.3133,-49.9169,-45.3165,-34.9113,-41.3399,-46.8899,-42.7219,-39.6456,-34.7588,-46.2147,-44.1314,-35.5434,-47.4939,-36.9616,-51.1138,-41.8246,-44.1197,-37.9,-41.454,-32.7444,-44.2304,-38.1527,-43.1138,-49.7803,-58.632,-36.7368,-39.4421,-36.5497,-40.5834,-46.6212,-51.807,-62.1173,-53.3713,-51.709,-51.5074,-39.0137,-32.5244,-44.6225,-42.6215,-47.2408,-37.2431,-42.9384,-47.7717,-41.9183,-36.6964,-48.334,-27.3943,-44.925,-57.0773,-49.3965,-34.9119,-43.0874,-47.0344
-2655.14,0.997069,0.111491,4,31,0,2669.52,74.2848,43.2842,234.016,40.2483,132.198,93.6997,61.6708,29.0961,70.2933,36.4274,120.098,169.84,27.5988,36.5889,111.315,0.43968,0.136407,0.140432,0.240584,0.334572,0.111137,0.213211,0.258821,0.0410648,0.446514,0.0896129,0.0755891,0.0572226,0.04544,0.325159,0.0579184,-1.8325,0.933452,-34.2665,-42.4134,-41.8577,-51.8955,-41.2202,-39.4276,-57.5293,-43.0689,-39.4133,-50.4922,-50.2219,-45.0643,-35.091,-41.9715,-47.0065,-42.4923,-39.6711,-34.5678,-46.0615,-44.0175,-35.3512,-47.6568,-37.0447,-50.3302,-41.8145,-44.1499,-37.9517,-41.3228,-33.0948,-43.8423,-37.9286,-42.6553,-49.2717,-58.3766,-36.5036,-39.4422,-36.5139,-40.6242,-46.5924,-52.0608,-62.6158,-53.7188,-51.6773,-51.7661,-38.9644,-32.5551,-44.5752,-42.7835,-47.7515,-37.1003,-41.9096,-48.3665,-41.7465,-36.7038,-47.7976,-27.4631,-45.0983,-56.9342,-48.7397,-35.0734,-43.2014,-46.8085
