# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 91372679
# output
#   file = output_neus_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.474713
# Diagonal elements of inverse mass matrix:
# 0.0269246, 0.0134065, 0.0612698, 0.033424, 0.0270797, 0.0148227, 0.0257535, 0.0128202, 0.0117642, 0.027031, 0.0257112, 0.0199952, 0.0473066, 0.0173687, 0.119292, 0.0278531, 0.00942279
-2691.25,0.659088,0.474713,3,7,0,2697.3,52.1777,25.7102,206.053,42.4988,113.085,74.2119,49.9848,21.4916,59.3977,23.2498,84.656,100.482,21.7003,24.8996,41.3703,0.261389,0.19424,-35.9063,-42.7556,-43.6968,-50.0318,-42.4101,-39.3573,-58.0484,-45.213,-41.2303,-47.756,-52.9261,-45.8652,-36.4102,-44.8991,-45.9662,-42.3725,-38.5893,-36.5092,-47.7446,-45.0127,-38.2161,-47.9964,-37.2671,-53.074,-43.4063,-44.2675,-37.1492,-41.5304,-32.8778,-42.9418,-39.482,-41.4942,-50.0837,-60.2458,-36.9873,-41.0905,-34.5539,-42.1825,-47.798,-56.7465,-62.9188,-53.003,-53.1329,-49.7661,-39.1088,-32.11,-44.6478,-42.9698,-47.6229,-40.5804,-42.9486,-43.8449,-41.2967,-36.8861,-50.6924,-28.2725,-44.5103,-59.3187,-49.9178,-35.7408,-42.5731,-48.1627
-2689.33,1,0.474713,3,7,0,2697.72,58.0423,36.7293,173.983,35.2236,90.3514,74.0153,60.0976,16.5838,60.9957,17.9091,77.132,86.8592,28.3077,33.426,61.8868,0.314801,0.233511,-35.3241,-42.7662,-42.567,-50.9043,-42.2511,-40.8819,-56.9565,-44.0716,-42.6575,-46.7279,-53.155,-45.3491,-35.7219,-42.1394,-46.8607,-43.3961,-39.3988,-36.2669,-47.8829,-46.519,-36.9743,-47.2546,-37.9203,-50.8379,-42.7532,-46.6155,-37.8238,-41.9127,-33.8992,-43.7804,-38.5695,-41.9389,-48.4749,-60.1359,-37.0195,-41.0082,-36.3571,-42.235,-48.209,-57.1886,-65.7107,-54.148,-53.8121,-50.4742,-38.609,-33.5647,-43.4521,-42.0461,-47.348,-38.4443,-42.7399,-45.309,-40.7994,-37.5695,-50.3115,-27.3923,-45.5335,-56.0967,-48.4671,-35.0321,-44.2376,-47.3947
-2688.2,0.736619,0.474713,3,7,0,2702,52.8525,27.0235,196.48,40.8807,98.9033,74.9412,50.6201,23.9512,59.5873,23.1172,93.9356,97.491,38.8302,31.8357,61.8496,0.326963,0.203889,-36.2159,-42.9731,-42.9854,-51.3957,-42.6095,-39.4127,-57.3007,-44.1136,-42.3169,-45.771,-52.7816,-46.1185,-36.269,-43.3308,-45.8596,-42.5604,-38.7895,-36.9399,-47.7065,-45.5738,-37.6098,-47.1721,-37.4286,-51.6037,-43.2252,-44.595,-37.8688,-41.4413,-33.3403,-43.7282,-39.3385,-42.4917,-50.0844,-59.349,-37.2522,-41.4463,-35.6292,-42.3533,-48.5979,-55.9955,-62.6356,-52.6416,-52.5528,-49.5603,-38.5501,-32.6576,-43.848,-42.4162,-46.9489,-39.8863,-43.1026,-44.8607,-41.5756,-37.523,-50.626,-28.6011,-45.8989,-58.2857,-49.3746,-35.8458,-43.6775,-47.9867
-2691.23,0.831531,0.474713,3,7,0,2697.85,58.4076,37.6463,189.442,38.5485,128.901,78.5791,60.2097,17.4426,71.1049,22.5788,77.2316,95.9824,18.4811,30.5752,83.9919,0.287559,0.17694,-35.8225,-41.8634,-42.3443,-49.576,-41.5622,-41.4307,-57.3163,-44.1841,-42.7513,-48.5243,-53.5023,-45.469,-36.294,-43.0549,-46.1993,-42.8493,-39.3555,-35.8469,-48.18,-46.2031,-37.3081,-47.7362,-38.1015,-51.2416,-41.9262,-46.8328,-37.2005,-42.2181,-34.3426,-43.605,-39.6051,-41.5565,-48.92,-59.8611,-36.7486,-40.0858,-35.6656,-41.8976,-47.6416,-56.4085,-65.9621,-54.1861,-53.5357,-51.5557,-39.5233,-33.2472,-43.3936,-43.2497,-48.9001,-39.125,-41.0794,-45.3446,-41.5836,-37.1891,-49.6628,-27.601,-45.9415,-56.6905,-48.5816,-35.1035,-43.4619,-47.0447
-2688.31,0.973367,0.474713,3,7,0,2699.55,64.4387,32.1701,210.902,49.7735,123.561,79.7405,54.0294,16.3203,67.091,17.5001,89.9276,110.897,25.748,33.4675,100.077,0.288904,0.198752,-35.2821,-42.55,-42.5672,-50.8639,-41.6673,-39.8524,-56.0962,-43.4183,-42.8597,-48.5077,-52.0074,-45.6526,-35.441,-42.6171,-46.2661,-43.1865,-38.3259,-36.192,-47.8029,-45.4364,-38.1598,-46.8381,-38.0958,-53.6436,-43.6384,-45.1791,-37.0724,-41.5927,-34.0042,-43.4082,-38.9231,-41.9479,-49.4567,-60.2633,-36.7178,-40.51,-35.0398,-41.9743,-47.6169,-56.6577,-65.5748,-53.0763,-52.9555,-51.0229,-38.8237,-32.7853,-43.7628,-42.1745,-48.52,-40.7195,-43.534,-44.523,-41.8454,-37.02,-50.7214,-27.4277,-44.9155,-58.8939,-50.1442,-34.3226,-43.382,-47.1552
-2689.42,0.963871,0.474713,3,15,0,2696.93,56.2788,32.9779,197.82,39.3415,108.553,80.0958,60.9975,15.1432,70.2407,16.66,80.0079,101.771,19.0997,34.845,69.4803,0.3067,0.201649,-34.9118,-42.8095,-42.8659,-49.5624,-42.3818,-40.7184,-56.993,-44.0332,-42.2927,-48.7263,-52.3516,-45.4202,-35.4661,-41.5491,-46.6011,-43.0998,-39.1262,-36.1221,-48.5436,-45.7826,-37.3329,-47.2506,-38.035,-51.8398,-42.2166,-45.9596,-37.3814,-42.2867,-33.7163,-43.6606,-38.8011,-42.3408,-49.3715,-60.5508,-36.8083,-39.9118,-35.6579,-42.1248,-47.9484,-56.3689,-66.1249,-54.1132,-53.3295,-51.7826,-39.2039,-32.8576,-43.5806,-42.5416,-47.7427,-39.0617,-42.2816,-45.2465,-40.8263,-37.0642,-50.7665,-27.3922,-45.4191,-57.944,-49.2277,-34.3892,-43.8204,-47.3795
