# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92685109
# output
#   file = output_cal_pl_Kgamma_EPs_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.0580875
# Diagonal elements of inverse mass matrix:
# 0.162355, 0.0373166, 1.35507, 0.0326305, 0.906516, 0.0620073, 0.0273445, 0.0612802, 0.0146139, 0.0276721, 0.129066, 1.47853, 0.161354, 0.0334666, 0.158856, 0.63649, 0.123636, 0.0896676, 0.0971004, 0.345946, 0.0701246, 0.11621, 0.602002, 0.0496858, 0.622675, 0.701241, 0.318291, 0.879928, 0.123634, 0.492639, 0.964872, 0.0863662, 10.8883, 3.43021
-2662.83,0.992689,0.0580875,6,63,0,2680.83,108.017,42.3088,280.271,60.4777,151.209,105.496,84.6878,24.1394,70.553,39.1704,147.319,192.143,59.0706,40.8225,81.3505,0.0376419,0.206406,0.152171,0.118642,0.253903,0.174534,0.244097,0.305506,0.393803,0.0140313,0.044627,0.0368141,0.034368,0.319868,0.00358719,-1.87117,1.76014,0.783776,3.05287,-36.4789,-41.222,-42.0223,-51.1048,-42.3991,-40.0389,-57.0087,-42.6455,-40.2292,-49.0782,-51.9459,-45.1866,-35.6788,-41.6899,-46.8796,-42.044,-39.0803,-34.9332,-45.3354,-44.2888,-35.1162,-46.9113,-36.5416,-47.1416,-41.2644,-43.8242,-38.462,-40.6853,-34.6771,-43.034,-38.7449,-42.4245,-50.979,-57.7337,-37.1505,-38.9336,-35.5799,-40.2613,-47.429,-53.1567,-60.2086,-53.2671,-50.6149,-50.9483,-41.7219,-32.3604,-43.6111,-41.5949,-46.0756,-37.7077,-40.8068,-48.9344,-42.6882,-37.1462,-48.5896,-29.8044,-46.4776,-58.3766,-48.8674,-34.8424,-43.2686,-47.5454
-2658.33,0.961404,0.0580875,6,63,0,2679.32,90.8228,40.9568,270.104,67.081,147.182,106.016,81.3605,27.9197,69.8196,36.759,131.156,180.626,53.1633,39.0626,84.5649,0.0356932,0.205885,0.130767,0.184424,0.179597,0.187208,0.230172,0.210928,0.402111,0.00861421,0.0560186,0.0327671,0.0195045,0.309746,0.00735197,-1.84142,1.79676,0.452983,3.05373,-35.2313,-40.4532,-41.5889,-52.6524,-42.2046,-40.5915,-56.6587,-42.2768,-40.4309,-50.255,-52.226,-44.8611,-35.6807,-42.0972,-46.0002,-42.2755,-38.9433,-34.7303,-45.1242,-43.6437,-35.9562,-47.0864,-37.0228,-49.1291,-42.35,-43.3919,-38.0139,-40.1101,-34.3925,-42.7247,-38.4641,-42.215,-49.4795,-57.8927,-36.7332,-39.3024,-34.7688,-40.4769,-46.4664,-53.2669,-61.7179,-53.7181,-51.117,-51.7523,-40.3477,-32.1347,-44.0046,-41.4038,-47.5233,-38.5378,-41.1434,-47.7498,-42.1702,-36.4193,-47.3955,-28.8802,-45.1765,-58.1693,-48.3277,-35.1891,-42.9053,-47.419
-2655.95,0.458473,0.0580875,6,127,0,2676.07,87.0824,45.8392,281.73,40.4458,174.076,109.416,59.9982,34.4823,79.0643,45.0776,145.69,218.892,58.3584,42.0084,104.867,0.108719,0.179515,0.238568,0.261991,0.0816224,0.224749,0.466987,0.0433456,0.349376,0.0245171,0.045057,0.0216213,0.0266626,0.354265,0.0970808,-1.75115,1.13591,0.508944,2.41974,-33.6557,-42.3956,-41.8295,-51.1904,-42.0485,-38.4214,-56.2796,-41.6671,-39.6194,-49.5373,-50.1585,-45.2103,-35.0737,-42.8795,-46.3113,-42.9649,-38.5249,-34.9752,-45.6198,-44.12,-35.4783,-46.7064,-36.6727,-49.3808,-40.8462,-43.6887,-38.8947,-41.0556,-33.2903,-43.8881,-37.8048,-43.2125,-50.1166,-58.3914,-37.4269,-39.5665,-36.1235,-39.9805,-47.4693,-50.9755,-62.5735,-54.027,-51.0697,-52.8911,-42.6275,-32.2714,-44.1446,-41.9718,-45.8376,-37.8305,-40.5428,-48.2253,-41.8539,-37.6007,-47.7596,-28.9055,-45.7591,-56.164,-48.4483,-34.6273,-44.0503,-47.5753
-2655.7,0.983492,0.0580875,6,63,0,2668.62,91.4489,41.0586,253.255,41.0142,136.59,89.9097,81.8384,26.0015,63.4639,26.6615,122.292,166.25,31.1344,30.2088,105.137,0.0257713,0.163709,0.120652,0.217201,0.151183,0.146467,0.173473,0.159412,0.414819,0.111275,0.0501634,0.0225769,0.105245,0.440446,0.0195308,-1.65626,1.17845,1.24301,5.7843,-35.4004,-41.2754,-42.6165,-51.1835,-41.8251,-40.5157,-57.037,-42.7847,-40.0565,-49.5938,-50.7796,-45.7067,-35.5494,-41.6402,-47.9125,-42.04,-39.2153,-34.8479,-45.9244,-44.7222,-35.5276,-47.1934,-36.5139,-46.8448,-40.9201,-44.0727,-38.9765,-41.5035,-34.1889,-43.1068,-39.204,-42.563,-49.1764,-58.4852,-36.9003,-39.0228,-35.3007,-40.7844,-47.6326,-52.571,-60.5038,-53.0784,-51.9216,-49.1854,-40.7329,-32.3834,-43.6333,-41.4202,-46.4683,-37.827,-40.9484,-47.3544,-42.7271,-37.1528,-48.4368,-28.6156,-45.4912,-56.943,-48.7635,-35.2842,-43.5234,-47.4847
-2652.85,0.953689,0.0580875,6,63,0,2676.69,66.1783,42.7461,270.643,39.0437,144.836,112.409,67.9671,30.5533,71.6165,35.3717,123.81,147.956,41.3119,38.9455,84.473,0.131364,0.134591,0.133045,0.280632,0.0800407,0.164678,0.148462,0.0676354,0.37882,0.0441383,0.0696839,0.0832203,0.03882,0.254232,0.19447,-1.76631,0.805081,0.162246,2.05105,-34.1672,-41.0243,-42.0562,-50.9483,-41.4018,-40.1398,-56.8466,-42.5274,-41.5504,-50.3805,-51.8473,-44.9037,-36.0709,-43.872,-45.0557,-41.6665,-38.8723,-34.9246,-46.2998,-43.1306,-35.766,-47.1574,-37.1196,-51.1766,-41.5022,-43.3777,-36.9951,-40.7622,-33.7336,-43.1294,-37.7148,-42.2129,-48.4217,-57.6486,-36.2293,-39.5757,-35.4727,-40.8911,-46.9215,-53.3822,-63.5766,-54.1197,-52.7433,-52.1672,-39.367,-32.3497,-44.3063,-41.5561,-46.9712,-37.6287,-40.802,-46.8372,-41.1856,-36.5603,-48.0608,-28.709,-45.4947,-56.4573,-48.3561,-35.2637,-43.2609,-47.3453
-2654.68,0.940961,0.0580875,6,63,0,2670.78,76.8207,32.379,236.359,39.7158,140.961,91.3959,73.5914,24.9132,69.3057,22.6749,105.644,141.198,28.7933,35.4234,66.4356,0.0608412,0.225191,0.223908,0.313861,0.184662,0.255384,0.11306,0.173875,0.313548,0.170471,0.117996,0.0314154,0.0978301,0.39076,0.0901407,-1.62161,0.713397,0.541325,3.8496,-35.0223,-43.0374,-42.2976,-50.7122,-42.4999,-39.7084,-57.3819,-43.4868,-40.2024,-48.4612,-49.901,-45.0883,-35.4897,-43.3009,-47.4812,-42.1863,-39.1583,-35.0482,-47.2003,-43.9897,-36.5603,-47.4215,-36.5611,-47.2925,-42.0913,-43.7254,-38.7871,-41.0741,-32.6664,-42.2911,-37.8411,-42.5497,-49.3939,-59.5698,-36.723,-40.0055,-35.1424,-41.3598,-47.178,-54.093,-61.3917,-55.5002,-52.5715,-52.1018,-38.4114,-31.5932,-44.1431,-41.5993,-46.9714,-37.324,-40.3158,-47.0883,-40.9208,-36.3813,-48.2543,-28.393,-44.2048,-58.4459,-47.9621,-35.4682,-44.3267,-48.0815
