# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92967662
# output
#   file = output_cal_pl_Kgamma_EPs_7.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.224783
# Diagonal elements of inverse mass matrix:
# 0.136172, 0.0331603, 0.590903, 0.0428265, 0.213894, 0.0766044, 0.0390288, 0.0461664, 0.0217749, 0.0407314, 0.126676, 0.721683, 0.109774, 0.0223456, 0.286336, 1.07091, 0.132133, 0.143249, 0.1869, 0.248268, 0.075541, 0.129125, 0.584419, 0.0487159, 0.937998, 0.584176, 0.478507, 0.966613, 0.104613, 1.16693, 2.26366, 0.100147, 8.84657, 2.26466
-2662.84,0.983532,0.224783,4,15,0,2687.28,110.618,52.3912,259.828,51.2644,222.726,138.32,83.9878,40.3811,81.9057,31.6576,183.045,271.831,58.129,51.3628,125.539,0.143977,0.201712,0.246891,0.240247,0.102195,0.176062,0.226718,0.032388,0.374499,0.0825254,0.0696257,0.0128228,0.0448058,0.338041,0.0942081,-1.18969,1.68499,486.505,2.57569,-35.0171,-42.8555,-41.8339,-52.0373,-43.0308,-40.5185,-57.3342,-41.7912,-40.3371,-48.1058,-50.3029,-45.7868,-36.087,-41.8362,-48.2182,-42.7281,-40.2062,-34.3281,-45.9001,-45.1276,-35.1885,-46.069,-36.4084,-46.2569,-41.4222,-44.5142,-39.4954,-40.9914,-32.9709,-44.4535,-37.7873,-43.2654,-50.8615,-57.2024,-37.0392,-39.879,-37.0864,-40.2176,-46.9541,-51.1588,-62.5937,-55.3322,-51.0499,-52.8873,-39.8861,-32.8753,-42.6961,-41.3348,-46.3305,-37.0455,-40.442,-50.3514,-42.2231,-36.8196,-47.8573,-28.8334,-45.2612,-57.3508,-48.6791,-34.3599,-45.2025,-48.5712
-2655.38,0.982725,0.224783,4,15,0,2676.57,128.927,58.3629,297.594,47.3705,197.777,123.181,71.9162,34.9317,82.3755,43.6294,173.912,233.681,55.1299,36.0395,101.492,0.0428824,0.127563,0.211585,0.229104,0.0818474,0.163365,0.28844,0.112495,0.391826,0.0470309,0.0834372,0.0212096,0.062026,0.41265,0.130686,-1.8116,1.1849,4.42779,5.22117,-34.752,-42.5874,-41.9508,-51.7209,-41.6467,-39.2948,-56.99,-41.7104,-40.4673,-48.4965,-50.6943,-45.5332,-35.9538,-43.7134,-48.2458,-41.8431,-39.3982,-34.3871,-45.6401,-44.6325,-34.6637,-46.1129,-36.226,-47.6023,-41.0367,-44.0792,-39.3005,-40.5088,-34.9453,-43.4659,-38.4461,-42.4064,-50.0599,-57.0936,-36.5388,-39.0568,-36.7247,-39.8655,-47.1437,-52.1281,-62.3354,-53.5163,-50.87,-51.4101,-40.4052,-32.9695,-42.5878,-41.9736,-47.611,-37.4305,-40.9038,-49.8648,-42.9529,-37.264,-47.6058,-28.5782,-45.9018,-57.2204,-48.5995,-34.1893,-44.2051,-47.7523
-2663.27,0.35688,0.224783,5,47,0,2676.03,139.455,59.3554,283.549,41.1596,206.536,143.233,89.5421,38.9591,83.0429,45.7668,178.99,262.632,55.3187,37.4784,113.353,0.0102762,0.0949022,0.173029,0.178164,0.0435917,0.134185,0.262543,0.102586,0.352701,0.0582285,0.044373,0.0184463,0.0407433,0.4346,0.0848604,-1.91837,1.40546,374.82,4.84117,-34.6956,-41.7369,-42.2724,-50.9374,-42.6824,-40.6894,-57.7286,-41.9582,-40.6812,-48.3742,-50.5931,-45.9883,-36.912,-42.276,-48.5036,-42.2854,-40.4083,-34.9676,-46.1254,-44.1672,-34.5509,-46.0505,-36.5391,-46.0005,-39.1886,-43.2732,-39.5424,-41.5519,-35.2029,-43.8364,-38.6559,-43.5335,-50.2747,-57.0534,-37.4201,-38.8682,-37.0651,-40.003,-48.0959,-49.7824,-60.8984,-54.9101,-51.9404,-52.1156,-42.3951,-33.7762,-42.5962,-42.0141,-45.1764,-37.6151,-40.6304,-49.7003,-42.3067,-37.9789,-48.5855,-29.8955,-46.5428,-55.7386,-48.677,-34.9295,-44.8521,-48.6085
-2661.84,0.953473,0.224783,4,15,0,2680.2,148.857,50.827,224.979,45.8932,207.137,114.564,69.7303,40.3641,71.7547,31.0528,163.48,246.668,90.0352,44.523,90.3487,0.0127214,0.208125,0.279267,0.317816,0.115913,0.231154,0.24664,0.025044,0.356003,0.127855,0.00641773,0.0297622,0.0125347,0.438914,0.0983065,-1.56667,2.09743,77.9776,4.1869,-34.826,-42.9784,-41.8657,-53.5158,-43.6298,-40.0158,-57.3655,-41.9004,-40.2029,-47.4205,-50.2752,-46.201,-35.5233,-40.9855,-48.66,-42.7279,-40.0949,-34.7571,-45.6433,-45.8739,-35.9446,-45.8248,-36.7112,-47.1591,-42.2467,-44.3515,-39.3919,-40.4644,-33.0635,-44.5098,-37.8318,-43.4977,-50.8007,-57.0203,-37.196,-40.9743,-37.2723,-40.5875,-47.226,-50.0052,-59.7782,-55.9126,-52.2514,-52.3328,-38.2448,-33.4141,-43.0765,-41.1422,-45.5196,-37.3162,-42.5218,-48.7159,-42.2343,-36.6734,-48.2578,-28.5834,-43.977,-55.0857,-48.2711,-34.9972,-44.9561,-49.154
-2660.59,0.945468,0.224783,4,15,0,2677.88,104.755,53.7088,278.991,37.6374,186.764,144.37,88.1238,42.2701,76.4201,45.6107,169.3,256.458,35.2983,37.1055,113.76,0.0452333,0.147559,0.168488,0.359826,0.0813182,0.131466,0.283214,0.0734443,0.399286,0.0508016,0.064093,0.0220322,0.211758,0.491483,0.0546696,-1.80028,1.06241,7.57604,5.86571,-34.6583,-41.2428,-42.3868,-53.5953,-42.7951,-40.7653,-56.9341,-42.0516,-39.5685,-48.9539,-50.1785,-45.8876,-36.4967,-41.4391,-47.5345,-42.3562,-39.8321,-35.1031,-46.0864,-44.4616,-35.1798,-45.9387,-36.3636,-48.163,-39.9476,-43.8874,-38.8096,-40.9135,-34.1519,-43.8042,-38.5455,-43.5451,-50.0525,-57.6604,-37.2823,-38.726,-36.2694,-40.2764,-47.1808,-50.2081,-60.6471,-54.2193,-52.0034,-52.0165,-41.6732,-32.8857,-42.8694,-41.1874,-46.36,-38.2247,-41.8144,-48.6821,-43.0043,-37.8682,-47.7993,-29.3872,-46.0437,-55.823,-48.3717,-34.9592,-44.5454,-48.3241
-2666.59,0.487173,0.224783,4,31,0,2684.36,130.772,53.0911,278.258,57.3556,222.536,123.388,69.7514,39.6264,92.8503,27.101,167.545,258.845,38.0647,35.0659,183.185,0.040707,0.169175,0.280139,0.198847,0.10807,0.139813,0.280487,0.0340613,0.318047,0.174758,0.03239,0.0384562,0.0864418,0.454802,0.10404,-1.19671,1.54901,470.559,3.34176,-35.9963,-44.7901,-42.247,-51.6017,-42.3745,-39.7203,-57.2938,-42.5692,-41.1923,-50.1085,-49.8035,-46.1274,-36.3406,-44.2731,-49.1114,-42.4267,-39.9533,-34.1717,-46.8968,-45.5767,-35.5481,-46.2288,-36.3154,-48.7235,-40.2759,-45.0073,-39.0144,-41.0847,-33.1293,-43.9745,-38.1556,-42.3358,-50.3198,-58.4461,-36.6591,-38.6786,-36.8189,-40.4483,-47.6093,-50.8676,-61.7997,-53.2209,-51.464,-50.6902,-39.3895,-32.4918,-42.4936,-42.432,-46.9037,-37.5906,-42.2575,-48.7705,-43.0164,-36.7724,-49.0394,-27.7835,-44.9058,-57.6032,-49.5977,-34.0933,-43.8943,-47.2241
