# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92684210
# output
#   file = output_cal_g_Kgamma_EPs_5.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.135173
# Diagonal elements of inverse mass matrix:
# 0.0805966, 0.020701, 1.27422, 0.0557124, 0.183594, 0.0631899, 0.0311484, 0.0567929, 0.0123264, 0.026219, 0.0669331, 1.07081, 0.0995999, 0.0181215, 0.23452, 0.783275, 0.690994, 0.128869, 0.0967081, 0.163244, 0.311028, 0.0726693, 0.154381, 0.882609, 0.04792, 0.365487, 0.547994, 0.235405, 0.729849, 0.0851015, 0.881968, 1.13733, 0.0785841
-2660.64,0.970917,0.135173,5,31,0,2680.04,68.2125,36.1833,232.812,44.1106,179.287,84.992,67.2491,32.6217,63.6904,28.2832,97.7456,145.969,40.6956,33.0174,72.8589,0.420333,0.0690068,0.148539,0.194949,0.282695,0.0456746,0.156705,0.241047,0.0578061,0.44918,0.0940868,0.119381,0.0784961,0.18494,0.35994,0.0685724,-1.30414,1.32828,-34.9625,-42.2633,-43.4512,-53.317,-42.2646,-39.3132,-57.2038,-42.9698,-39.6682,-49.4515,-51.1381,-46.2478,-35.6841,-41.6192,-46.2867,-42.875,-38.9708,-34.9994,-45.7323,-44.3932,-36.3664,-47.0072,-37.1133,-50.4428,-41.4942,-43.7384,-37.8863,-40.6312,-33.2426,-43.6809,-38.9287,-42.7453,-49.5097,-58.4925,-36.5594,-40.0321,-35.9104,-41.2933,-47.2922,-52.5182,-61.7053,-51.8665,-51.6962,-49.9602,-38.9361,-32.1617,-43.7125,-41.7986,-48.3277,-37.4761,-41.6772,-47.1528,-43.3518,-36.9928,-47.9486,-28.1036,-46.0648,-57.3678,-48.4664,-35.2355,-42.967,-47.5201
-2660.33,0.9132,0.135173,4,31,0,2671.79,95.6722,41.2074,265.773,33.1156,141.406,100.558,64.697,23.0959,61.6624,35.4327,122.059,162.939,34.2639,37.4828,87.6876,0.527317,0.0695543,0.223282,0.138793,0.302695,0.0255051,0.219047,0.221673,0.0803069,0.42826,0.0404233,0.0740891,0.0555632,0.0867592,0.411194,0.0432054,-1.73897,1.10939,-32.958,-41.267,-42.0358,-50.9137,-42.4156,-40.6402,-57.5594,-43.1201,-39.5414,-48.6299,-50.2631,-45.1658,-35.2206,-39.568,-47.3424,-42.0478,-40.2118,-35.5213,-46.3317,-44.6623,-35.2308,-47.2281,-36.7121,-47.0545,-41.2716,-44.6285,-38.3733,-41.2776,-34.4746,-44.4894,-37.7743,-42.9985,-49.0984,-58.235,-36.9305,-39.2432,-36.6027,-41.0504,-47.7538,-52.8728,-63.4878,-54.9024,-53.4255,-51.5948,-39.9553,-32.4854,-44.1927,-42.2653,-45.487,-37.3544,-41.7925,-48.0384,-41.6826,-37.5917,-48.9563,-28.2788,-44.8815,-56.8692,-48.4633,-34.8567,-44.0108,-47.3441
-2663.7,0.94551,0.135173,5,31,0,2678.36,105.289,46.4998,225.783,46.0351,120.456,92.3319,60.2109,42.743,68.0817,27.4928,139.16,211.161,60.0933,33.42,81.63,0.579621,0.0906391,0.234074,0.268378,0.168168,0.193461,0.190911,0.309887,0.03699,0.358806,0.100708,0.0578692,0.017367,0.0448446,0.412275,0.139922,-1.3927,1.03033,-34.8183,-42.9282,-42.394,-51.7232,-42.5294,-39.5344,-56.6447,-41.794,-41.13,-47.5621,-51.9884,-45.9417,-34.8682,-41.5788,-47.9681,-43.201,-39.0807,-34.9823,-44.8991,-46.1943,-35.5718,-46.5628,-36.6512,-46.9272,-41.8692,-45.125,-39.6649,-41.9248,-33.2559,-43.8989,-38.821,-42.5459,-50.2206,-58.1756,-37.6884,-41.8585,-36.4094,-40.3849,-48.4288,-52.0595,-61.7013,-53.2927,-50.9431,-48.95,-40.7612,-33.0457,-43.017,-41.2267,-45.2588,-39.092,-41.6475,-47.5978,-42.1283,-38.2753,-48.5713,-28.8763,-45.3482,-55.9311,-48.8411,-34.7374,-44.0363,-47.906
-2663.94,0.965079,0.135173,4,15,0,2676.05,90.6447,41.1408,185.529,43.5469,132.277,97.8335,56.7657,35.4896,69.4157,26.1,123.878,212.864,63.5074,33.5314,100.119,0.947755,0.102009,0.219256,0.325589,0.170738,0.229438,0.223479,0.337125,0.0585351,0.355944,0.113699,0.0528545,0.0203124,0.0263372,0.427028,0.216881,-1.56126,1.05045,-35.0842,-43.4142,-41.7577,-51.3321,-43.7246,-40.0616,-57.3715,-42.066,-42.2718,-47.5681,-51.0028,-46.4434,-35.4449,-40.5055,-49.1415,-43.3768,-40.2259,-35.22,-46.2157,-45.7375,-35.8531,-46.6112,-36.4212,-45.6807,-40.0659,-44.3138,-40.4498,-41.8082,-31.2714,-44.2597,-38.4362,-43.1016,-51.0147,-58.1746,-38.2075,-40.3109,-37.6331,-41.2353,-48.2274,-50.5744,-58.8171,-55.7092,-51.7456,-51.6448,-39.2892,-33.1836,-43.0861,-41.6683,-44.3538,-36.492,-40.6277,-49.1424,-41.0984,-37.4803,-49.2627,-28.8706,-44.6641,-55.388,-48.3286,-35.0289,-45.5777,-48.7847
-2663.07,0.993029,0.135173,5,31,0,2682.05,90.7322,42.4577,196.814,43.0999,128.22,94.8356,56.137,34.5042,69.3145,26.0271,124.177,216.936,63.03,33.0688,91.2171,0.952411,0.111632,0.220628,0.328358,0.17208,0.22828,0.230546,0.34916,0.0435557,0.352419,0.117315,0.0526989,0.0186659,0.0323932,0.448341,0.179477,-1.54359,1.02037,-34.8235,-43.9114,-41.9124,-51.0595,-43.8423,-39.716,-57.3016,-42.2279,-41.3168,-47.594,-50.9021,-46.2678,-35.1614,-40.7308,-49.1101,-43.4081,-39.9792,-35.2307,-46.2242,-45.9855,-35.8081,-46.6556,-36.362,-45.6093,-40.3348,-44.4859,-40.4595,-41.7758,-31.5529,-44.4161,-38.388,-43.0427,-51.0771,-58.4804,-38.2229,-40.3387,-37.5737,-41.1073,-48.3561,-50.8432,-59.4075,-55.3312,-51.5575,-51.1573,-39.4122,-33.0956,-43.1197,-41.6045,-44.2575,-36.61,-40.675,-48.919,-41.1697,-37.697,-49.2381,-28.5356,-44.4916,-55.5453,-48.3342,-34.8194,-45.2783,-48.6011
-2662.66,0.98891,0.135173,5,31,0,2675.1,116.395,48.5185,294.332,41.6325,209.778,120.634,87.5422,25.2677,78.9093,45.8524,145.611,218.007,40.635,45.2074,124.996,0.519974,0.0592923,0.157218,0.175419,0.304263,0.0580299,0.163453,0.20531,0.303905,0.439449,0.0434929,0.0392342,0.0499353,0.195924,0.401528,0.0459309,-1.73326,1.05043,-35.2509,-41.2166,-42.3979,-53.087,-41.8249,-39.7608,-56.453,-41.6974,-39.2405,-51.3319,-49.4365,-45.2885,-35.4826,-41.5947,-46.9465,-42.591,-38.8155,-34.6193,-45.4309,-43.9307,-35.0832,-46.4177,-37.3321,-50.1157,-40.8897,-43.834,-37.607,-40.7909,-34.8914,-42.7835,-38.5154,-43.4564,-49.1723,-57.8354,-36.6864,-38.5385,-36.2636,-39.8892,-46.9703,-50.8083,-63.2925,-52.9525,-51.1295,-52.9588,-41.2128,-32.6327,-43.9671,-41.2843,-47.6163,-37.7905,-41.8281,-49.399,-43.729,-37.9179,-47.9932,-29.7613,-47.2584,-56.713,-49.4951,-35.0657,-43.5555,-47.2577
