# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 91372472
# output
#   file = output_neus_9.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.531522
# Diagonal elements of inverse mass matrix:
# 0.0191459, 0.0112612, 0.0567425, 0.0245735, 0.0355784, 0.0140924, 0.0204982, 0.0175852, 0.00990875, 0.0263529, 0.0181077, 0.0158548, 0.0457587, 0.017667, 0.110808, 0.0248453, 0.0122724
-2684.88,0.813724,0.531522,3,7,0,2696.73,55.1022,31.1254,180.656,52.9575,111.132,78.4845,59.8974,19.3493,60.7823,22.5453,83.0484,94.1178,32.2583,25.9184,64.3907,0.296082,0.193264,-35.6833,-42.1135,-41.9814,-51.5796,-42.1851,-40.794,-57.3209,-44.1943,-42.7494,-46.9383,-53.7711,-45.6609,-36.652,-43.3342,-45.7641,-42.7774,-39.308,-36.4261,-47.6475,-45.2638,-38.0391,-47.2804,-37.9027,-51.9007,-43.565,-44.8161,-37.3328,-40.9594,-34.241,-43.4635,-39.2632,-41.1904,-49.1927,-59.6078,-37.136,-40.9281,-35.1143,-42.2943,-47.3525,-56.2689,-64.3669,-53.5112,-52.817,-50.2525,-38.3016,-33.1356,-43.2065,-42.6247,-48.6632,-40.5895,-42.6031,-44.438,-41.6106,-37.0756,-49.4873,-27.5044,-44.5869,-57.0688,-48.7178,-35.6259,-43.2924,-47.6995
-2692.55,0.526099,0.531522,3,7,0,2700.76,63.2761,33.6381,189.36,29.2502,145.759,74.5231,50.4218,20.961,57.1096,22.5801,89.0787,113.843,28.1757,32.759,84.5246,0.33202,0.188782,-36.2415,-41.9284,-42.5649,-51.0465,-41.3822,-39.9774,-56.7157,-43.264,-41.8957,-46.516,-52.0234,-46.1591,-35.8448,-42.2075,-46.9027,-43.323,-38.6243,-37.4067,-46.9743,-45.4441,-38.2849,-46.673,-38.067,-52.3632,-42.4164,-45.2421,-38.0176,-43.0874,-33.9877,-43.513,-38.9951,-42.2036,-49.9654,-59.6806,-37.8956,-41.7878,-36.3623,-42.0634,-49.0257,-55.117,-61.3477,-53.1742,-53.0481,-49.4616,-41.0325,-34.0708,-44.1486,-41.9925,-44.9135,-40.2201,-44.4573,-44.2893,-42.231,-38.4144,-52.2095,-29.3594,-46.2293,-56.5752,-50.1078,-34.8725,-44.1701,-47.4303
-2690.31,0.984914,0.531522,3,7,0,2701.71,51.3072,26.1533,189.969,44.2749,81.9601,79.8407,58.4091,17.97,58.5918,21.4443,82.9933,104.29,27.3093,28.9932,58.3343,0.270625,0.224501,-34.9434,-42.6831,-42.7995,-51.0147,-42.5189,-39.754,-57.1214,-44.4836,-41.936,-47.7704,-52.1139,-45.5085,-36.0723,-43.4818,-46.3982,-43.0456,-38.7429,-36.9188,-47.7649,-44.633,-37.966,-47.4577,-37.4899,-54.167,-42.9513,-43.7546,-37.6843,-41.4724,-32.846,-43.031,-38.8211,-42.0844,-49.0934,-60.4813,-37.2769,-40.464,-34.8426,-42.2207,-47.9831,-55.9665,-63.971,-54.033,-53.1399,-51.3296,-38.754,-32.9247,-44.5027,-42.1375,-46.9791,-40.4545,-44.3118,-44.093,-40.6141,-37.1603,-51.3818,-28.2413,-44.6057,-57.8319,-50.0977,-35.6477,-43.8108,-48.0435
-2688.46,0.927123,0.531522,3,7,0,2699.6,60.1458,30.1132,184.047,40.2428,100.147,90.3362,50.3377,21.2897,64.4748,20.1413,76.5206,90.7187,24.9549,28.6802,60.108,0.307458,0.230578,-35.245,-42.8463,-41.5328,-50.8487,-42.5907,-41.2312,-57.3347,-44.3223,-43.0959,-47.4482,-53.221,-45.3451,-36.5142,-43.1892,-46.3849,-42.7419,-39.6354,-36.2177,-48.5352,-45.0248,-37.3087,-47.0642,-37.7481,-51.6946,-42.5559,-44.8283,-37.4,-41.4621,-32.9095,-42.8632,-37.9855,-41.6444,-48.5214,-60.021,-36.7354,-40.9085,-35.5763,-42.435,-48.0456,-56.4716,-65.1156,-55.7994,-53.7777,-52.3737,-37.8821,-32.877,-43.9339,-42.7469,-47.5176,-39.4282,-42.8179,-44.9036,-39.8711,-37.3367,-50.4836,-28.2701,-44.2707,-57.1826,-48.7685,-35.5246,-44.0949,-47.9353
-2687.37,0.936953,0.531522,3,7,0,2697.47,52.5872,32.6271,178.282,40.0621,92.3922,67.0315,49.6096,21.5397,58.9577,17.1722,74.5943,95.9205,38.9534,33.9449,81.0839,0.312733,0.213513,-35.7582,-42.6938,-43.1359,-52.2608,-42.4466,-39.966,-56.2955,-43.4509,-42.9945,-46.7696,-52.8439,-46.1274,-35.6203,-41.8088,-46.4663,-43.7775,-38.6667,-36.7512,-47.2465,-46.4634,-37.917,-47.0069,-38.1982,-51.8541,-43.1594,-45.5615,-38.0056,-41.8428,-33.4941,-43.7642,-39.1893,-42.474,-48.8923,-59.8643,-37.2649,-41.6535,-36.1963,-42.4401,-48.5527,-55.6133,-63.0714,-52.6362,-53.1363,-49.4064,-37.6938,-33.3512,-43.7289,-41.5996,-46.8512,-39.5065,-43.2486,-44.7196,-41.5262,-37.7652,-50.6245,-27.7775,-46.0103,-56.5713,-49.1386,-35.339,-44.0378,-47.3467
-2688.46,0.829322,0.531522,3,7,0,2697.2,68.279,32.0061,213.864,38.5619,119.11,87.8271,57.7102,19.1424,66.496,31.1988,94.7219,102.027,20.9787,30.552,47.8728,0.315976,0.189034,-36.2887,-42.1281,-42.3429,-49.11,-41.9582,-40.24,-58.6447,-45.2377,-41.4516,-47.0619,-52.8712,-44.8932,-36.8244,-44.8049,-45.9712,-41.9625,-39.3511,-36.5447,-48.0296,-44.5489,-37.0142,-47.9151,-37.4609,-50.9677,-42.7534,-45.1329,-36.9802,-41.6875,-34.4818,-43.1535,-38.4912,-41.3727,-49.752,-59.5363,-36.8413,-40.7146,-35.3487,-41.719,-47.764,-56.67,-65.4493,-53.7435,-52.674,-50.867,-40.1367,-32.8327,-43.987,-43.613,-47.3212,-39.8888,-42.6312,-45.0145,-41.2005,-37.5482,-50.4351,-28.2864,-45.1316,-58.28,-49.2254,-35.8352,-43.072,-47.4532
