# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 94246139
# output
#   file = output_cal_pl_Ka_EPs_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.133157
# Diagonal elements of inverse mass matrix:
# 0.114067, 0.0160365, 0.863797, 0.0218895, 0.489994, 0.0152346, 0.0199684, 0.0884778, 0.00853606, 0.0318051, 0.0625995, 0.436437, 0.187481, 0.0250183, 0.27237, 0.0591704, 0.348736, 0.0325526, 0.042495, 0.0556097, 0.399051, 0.0352854, 0.104219, 0.344219, 0.0338971, 0.199764, 0.220803, 0.595141, 0.460875, 0.231382, 0.325155, 1.414, 0.0730674, 0.0535813
-2647.36,0.968004,0.133157,5,63,0,2666.98,160.733,47.2752,282.888,36.6553,122.007,77.5046,54.3084,38.3062,61.4612,40.4176,187.236,275.605,35.4155,21.9695,36.9288,0.0398978,1.67134,-2.47696,-1.95919,-5.06293,-3.25041,-5.02549,-4.9146,-0.101164,-6.09732,0.345677,3.95361,0.541447,0.827412,-5.86987,-7.28352,2.01144,-3.22157,4.77133,5.3193,0.0839985,0.140973,0.00632701,0.0387585,0.00656839,0.00733868,0.903785,0.00224889,1.41295,52.1234,1.71849,2.28739,0.00282324,0.000686764,-31.8261,-40.0076,-41.9312,-48.3592,-42.5816,-41.0796,-56.5966,-41.2767,-41.012,-50.2046,-52.3028,-45.9666,-33.8891,-40.7517,-47.1872,-42.1417,-38.6969,-33.9295,-45.5505,-41.2319,-35.2344,-45.366,-35.1252,-50.7646,-41.5631,-42.402,-37.4599,-40.6887,-35.9714,-42.937,-38.8581,-40.8095,-50.2799,-57.8654,-36.8303,-40.8494,-34.802,-39.3452,-46.095,-51.7504,-59.4354,-54.2874,-53.9199,-50.1743,-39.2025,-32.7135,-43.8348,-42.9374,-45.6592,-37.7484,-40.4176,-45.7333,-43.6101,-37.0206,-48.2334,-29.2318,-45.7341,-55.4818,-51.1749,-34.0186,-42.2762,-50.2241
-2653.51,0.849928,0.133157,5,31,0,2673.21,89.6016,36.4441,235.743,48.0665,145.223,71.4918,40.2363,38.8262,47.6151,31.5369,178.121,263.713,13.1234,36.3471,145.322,0.0623917,-1.9564,-4.01788,-4.36778,-5.35977,-2.59117,-5.47475,-7.00834,2.01808,-6.06134,-0.375173,2.48285,5.66366,-6.15341,-8.25315,1.71884,2.02854,-0.497667,4.12254,0.141367,0.017991,0.0126794,0.004702,0.0749321,0.00419127,0.000904305,7.5239,0.00233127,0.68717,11.9753,288.203,0.00212622,0.000260436,5.57806,-33.6701,-40.6753,-45.7943,-50.1838,-42.4302,-38.2775,-55.5777,-43.8187,-39.5226,-48.3173,-50.4388,-45.3196,-33.9433,-41.6894,-46.3981,-42.2312,-37.7843,-34.9226,-48.7825,-42.8677,-36.9122,-47.6248,-35.1904,-50.9099,-42.1726,-45.1299,-36.5889,-39.9326,-33.1432,-43.7521,-37.2523,-41.7416,-48.6232,-58.9007,-37.2019,-40.0155,-34.5152,-40.6187,-45.4345,-53.9881,-59.2625,-52.4513,-55.053,-47.7648,-38.1616,-31.8615,-46.1439,-41.8874,-46.9211,-37.9512,-43.3847,-45.3678,-42.6374,-35.8634,-48.0293,-27.5658,-43.7427,-56.9193,-49.6502,-34.4098,-41.6861,-48.1696
-2647.22,0.977102,0.133157,5,63,0,2685.25,91.5779,35.6295,200.98,30.7098,133.686,72.2932,39.5224,48.5899,49.6447,31.2948,180.626,230.397,30.7139,31.0668,142.595,0.0681233,-0.640613,-4.66053,-3.82353,-5.29486,-3.20036,-5.88367,-6.49806,3.86851,-6.87627,-0.518141,4.00498,5.59654,-4.92722,-7.70359,-2.47968,2.03247,-3.06174,3.55571,0.526969,0.00946143,0.0218506,0.00501733,0.0407474,0.00278454,0.00150636,47.871,0.00103199,0.595627,54.8706,269.492,0.00724661,0.000451204,0.0837702,-33.7818,-40.4996,-42.7387,-50.1622,-41.8723,-39.8016,-54.2992,-42.0144,-41.6721,-47.1807,-51.6224,-45.9565,-34.5225,-41.334,-46.5543,-41.491,-38.5768,-34.9244,-48.4419,-43.8373,-36.1979,-46.0457,-34.9784,-50.5986,-40.2223,-45.657,-37.2001,-40.1478,-31.1329,-44.2194,-37.6482,-41.8272,-47.8226,-57.3758,-37.1244,-39.326,-35.0092,-41.4586,-47.0373,-53.8675,-58.1949,-54.5595,-55.5383,-50.1571,-37.5527,-31.4209,-45.1536,-41.759,-47.1313,-35.5853,-40.5044,-47.2522,-42.2618,-35.9397,-48.1867,-29.7056,-45.9715,-54.2787,-48.4691,-35.3794,-43.5977,-48.7471
-2637.87,0.779643,0.133157,6,63,0,2662.09,82.2138,27.1935,203.599,36.1607,132.291,62.2679,39.7525,33.5731,44.6204,34.0604,143.799,251.371,31.0198,26.5177,116.792,0.0459852,-1.49061,-3.9848,-4.07488,-4.98144,-2.70387,-5.93713,-5.80688,1.17613,-6.28814,0.346119,4.59079,3.01926,-2.62659,-4.46971,-0.285816,2.02504,-2.58407,5.23138,0.225236,0.0185962,0.0169943,0.00686417,0.0669459,0.00263959,0.00300679,3.24181,0.00185821,1.41357,98.5724,20.4761,0.0723249,0.0114507,0.751401,-32.3781,-41.102,-43.0202,-48.89,-41.8111,-38.6579,-55.9297,-43.4009,-39.2983,-48.0922,-51.2269,-46.4167,-34.4656,-43.4289,-46.5947,-42.3755,-38.6361,-35.6018,-46.793,-42.172,-36.9718,-47.172,-35.3322,-48.4801,-40.4705,-42.8205,-37.5756,-40.5658,-32.0046,-44.2653,-38.049,-41.837,-49.6508,-58.5418,-37.9984,-39.4312,-35.3848,-41.4571,-46.7131,-50.8147,-55.9632,-53.2453,-54.2499,-49.1343,-37.9197,-31.8479,-45.4294,-42.4685,-44.5034,-36.1335,-40.5538,-45.7767,-42.2905,-36.7147,-48.8772,-28.5506,-44.7989,-56.3185,-49.6293,-34.5451,-42.7987,-49.2222
-2624.84,0.980048,0.133157,5,63,0,2649.69,55.7198,31.3408,244.531,35.1863,130.831,66.1521,45.2044,17.2005,47.0588,39.4189,178.467,247.118,37.508,30.917,56.4026,0.0460784,-2.86975,-3.70643,-2.5809,-5.11576,-2.15669,-4.74932,-4.27497,-4.2334,-5.52393,1.24959,3.57578,1.88377,-2.34501,-4.92132,-3.34434,2.07885,-2.74602,2.23311,0.0567129,0.0245651,0.0757058,0.00600144,0.115707,0.00865758,0.0139125,0.014503,0.00399015,3.48892,35.7226,6.57828,0.0958463,0.0072895,0.0352834,-33.0577,-40.3367,-43.8869,-48.7334,-42.1337,-39.0858,-55.4145,-41.8066,-39.5361,-47.3412,-50.9165,-46.3477,-34.0702,-41.034,-45.5273,-41.7463,-37.8062,-35.6079,-46.2544,-41.9441,-36.638,-46.3757,-35.2046,-49.1533,-41.8234,-42.9472,-37.4078,-40.1582,-33.5272,-43.5102,-38.7277,-42.0692,-49.3731,-58.0749,-37.7906,-39.2936,-35.1919,-40.9403,-46.6137,-51.7706,-57.3159,-51.9936,-54.3587,-48.1387,-38.1907,-31.6896,-44.7694,-41.848,-44.6842,-36.6769,-39.8006,-46.0171,-43.3001,-36.6653,-48.581,-28.4226,-45.9288,-56.829,-49.5624,-34.5454,-42.2599,-49.8771
-2622.14,0.969046,0.133157,5,31,0,2637.69,64.6769,31.8324,213.834,36.3427,123.069,68.4851,51.7478,19.9189,48.4496,39.8615,160.016,174.35,52.1928,33.076,70.1214,0.0566842,-2.72926,-2.75996,-3.11564,-5.34019,-3.2606,-4.97992,-4.01656,-3.35608,-5.84134,-0.577942,2.36764,-1.03532,-0.781748,-4.17419,-4.71733,2.09832,-3.17854,2.83034,0.0652673,0.063294,0.04435,0.00479495,0.0383655,0.00687464,0.0180148,0.0348717,0.00290495,0.561052,10.6722,0.355111,0.457605,0.0153876,0.00893905,-33.6588,-40.4986,-43.053,-49.4988,-42.0074,-39.1891,-56.1603,-42.3483,-41.5048,-47.612,-50.4853,-46.3076,-34.6679,-42.7561,-45.7752,-42.2843,-38.1444,-34.896,-46.7298,-41.2551,-35.9737,-47.2301,-35.2734,-49.0488,-41.4468,-41.7362,-37.376,-40.1398,-33.2782,-43.2187,-38.5792,-42.6628,-49.4044,-57.445,-37.3711,-39.9989,-35.1406,-40.8297,-46.1382,-50.7247,-55.4775,-52.8823,-53.7113,-50.169,-37.4649,-32.0788,-45.1031,-42.2265,-44.2057,-35.7471,-39.7425,-46.2339,-43.2222,-36.1184,-47.8316,-28.9742,-46.0339,-56.2948,-49.7194,-35.7004,-43.0099,-49.6539
