# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 94248381
# output
#   file = output_cal_pl_Ka_EPs_9.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.123719
# Diagonal elements of inverse mass matrix:
# 0.149979, 0.0145381, 0.371055, 0.0236357, 0.616855, 0.0160677, 0.0303133, 0.0906427, 0.00887745, 0.0299838, 0.0628482, 0.543765, 0.198965, 0.0213034, 0.219789, 0.0515491, 0.37077, 0.0175428, 0.027065, 0.0676668, 0.623607, 0.0309389, 0.126185, 0.358816, 0.0460541, 0.304778, 0.360744, 0.866227, 0.378223, 0.305976, 0.376427, 1.63625, 0.0450504, 0.0613367
-2632.54,0.972819,0.123719,5,63,0,2655.33,78.0949,34.7638,187.625,35.1884,141.638,66.2668,51.7618,19.7225,39.8297,38.8307,133.84,232.525,50.4909,23.7931,78.7949,0.0490042,-1.58833,-3.27257,-3.21053,-4.98557,-1.92193,-4.26012,-4.33174,-3.08695,-6.98708,1.04146,0.808938,3.64069,1.58063,-6.10763,0.365944,2.14925,-2.57728,2.939,0.204266,0.037909,0.0403352,0.00683585,0.146325,0.0141206,0.0131447,0.045641,0.000923737,2.83334,2.24552,38.118,4.858,0.00222583,1.44187,-32.7592,-40.4455,-43.6491,-49.8352,-42.5649,-40.1255,-56.387,-43.1097,-39.62,-48.2807,-52.7175,-45.7283,-34.3507,-40.8679,-46.7565,-41.6755,-38.4426,-35.3241,-46.1752,-42.8766,-36.4596,-46.708,-36.4804,-48.6194,-40.2177,-43.3271,-37.8329,-39.9699,-32.871,-44.1803,-38.7468,-41.4222,-49.1844,-58.1194,-37.9131,-39.177,-35.0942,-41.211,-46.5146,-52.2115,-57.1862,-53.2308,-54.8274,-47.3899,-37.8838,-32.4481,-44.5958,-41.9446,-46.9589,-36.1576,-40.7818,-46.5963,-43.0959,-36.8717,-47.9799,-28.2871,-44.6405,-54.4974,-49.1463,-34.6682,-42.4306,-48.9198
-2628.3,0.942827,0.123719,5,31,0,2646.1,82.2348,31.0159,225.172,33.4326,105.646,71.2286,48.509,22.6832,52.4426,36.4523,160.118,200.357,36.1138,31.3749,146.769,0.0363356,-1.30468,-3.66363,-2.34471,-5.95878,-3.68789,-5.51297,-3.90421,-2.82628,-5.9015,1.9039,1.61832,-0.146845,-1.41601,-5.02307,-1.76548,2.00931,-2.06275,2.3436,0.271259,0.0256393,0.0958746,0.00258305,0.0250247,0.00403411,0.0201569,0.0592329,0.00273534,6.71203,5.04459,0.863428,0.242681,0.00658428,0.171105,-32.8035,-40.9298,-42.0318,-48.775,-42.1021,-41.4149,-55.9031,-41.9818,-40.7723,-48.1678,-51.3695,-46.4695,-34.6542,-39.2484,-46.5581,-41.8991,-39.3576,-35.0973,-47.0365,-41.4983,-35.89,-46.8153,-35.372,-47.8132,-40.4747,-42.6102,-38.2904,-40.497,-33.3073,-43.3136,-38.7587,-42.7469,-48.1748,-58.017,-37.368,-38.8041,-35.2209,-41.0999,-46.6063,-50.8736,-56.3332,-54.3404,-54.3729,-51.0097,-37.0788,-32.1334,-45.2191,-42.5285,-45.0516,-35.7783,-39.2132,-46.9515,-42.4976,-36.3644,-47.7996,-28.7972,-45.8986,-55.338,-49.3433,-35.4273,-43.7073,-49.6676
-2629.82,0.980717,0.123719,5,31,0,2647.31,76.5583,35.2814,243.087,39.0695,140.985,68.1305,54.8728,19.8747,51.7213,30.3058,139.364,272.243,83.8257,29.2625,79.4074,0.0292523,-2.06838,-3.28648,-3.15991,-4.94276,-1.98959,-4.49537,-4.22606,-4.57871,-5.59795,-1.27541,0.0368808,1.46256,0.35953,-4.39592,-2.20773,2.02485,-2.83665,1.64117,0.12639,0.0373854,0.0424296,0.00713488,0.136751,0.0111606,0.0146099,0.0102681,0.00370547,0.279317,1.03757,4.31699,1.43266,0.0123276,0.10995,-33.3201,-40.6462,-44.1754,-48.9907,-41.6879,-38.6469,-55.5553,-42.0162,-39.2468,-48.9367,-51.9019,-46.7936,-34.2867,-42.7528,-45.7629,-42.9442,-37.5729,-34.9847,-44.9174,-42.2705,-36.7439,-47.1049,-36.3978,-48.5612,-41.533,-42.1567,-37.841,-40.4043,-34.6593,-43.3989,-39.4191,-41.9482,-49.6344,-58.244,-37.6965,-39.6626,-35.1436,-40.908,-47.0906,-50.5587,-58.4263,-51.8752,-54.0411,-47.5269,-38.337,-32.2763,-44.102,-41.7716,-45.1348,-37.7784,-38.9082,-45.5244,-43.6648,-37.0754,-48.0274,-28.5074,-46.1094,-56.4618,-49.8443,-34.8275,-42.1165,-50.2921
-2628.39,0.852844,0.123719,5,31,0,2645.27,67.5791,44.0366,240.778,43.1528,149.82,81.3699,45.0335,28.8572,54.1014,32.7339,143.752,228.81,25.3039,30.812,94.874,0.0265317,-2.94043,-2.45551,-3.77763,-5.19572,-3.0295,-5.43907,-5.32188,-2.84653,-6.57888,-0.543183,-0.660261,-0.631409,-2.96396,-6.11174,-2.22658,2.05815,-3.75336,2.2084,0.0528432,0.0858197,0.0228768,0.00554021,0.0483396,0.00434352,0.00488355,0.0580455,0.0013894,0.580896,0.516716,0.531842,0.051614,0.00221669,0.107897,-32.3743,-40.0967,-42.9916,-49.1127,-42.1672,-39.5698,-55.569,-42.5662,-39.6213,-50.8115,-51.2627,-45.5795,-34.7013,-44.1606,-46.2226,-42.384,-38.3029,-34.0064,-46.6712,-41.2043,-36.2364,-47.3867,-36.2948,-50.0977,-41.7917,-41.957,-37.8362,-40.6935,-33.7419,-42.7965,-37.6618,-42.1143,-48.8434,-58.2086,-37.1127,-39.9485,-34.5285,-40.1346,-46.1583,-51.5738,-57.717,-54.2277,-54.3067,-49.8142,-38.636,-32.3037,-45.5168,-42.0954,-46.0192,-37.5801,-39.6188,-46.8473,-41.9627,-36.3546,-47.1931,-28.6355,-44.5921,-56.6863,-48.361,-35.3828,-42.6692,-48.9125
-2628.39,0.0311208,0.123719,5,31,0,2646.24,67.5791,44.0366,240.778,43.1528,149.82,81.3699,45.0335,28.8572,54.1014,32.7339,143.752,228.81,25.3039,30.812,94.874,0.0265317,-2.94043,-2.45551,-3.77763,-5.19572,-3.0295,-5.43907,-5.32188,-2.84653,-6.57888,-0.543183,-0.660261,-0.631409,-2.96396,-6.11174,-2.22658,2.05815,-3.75336,2.2084,0.0528432,0.0858197,0.0228768,0.00554021,0.0483396,0.00434352,0.00488355,0.0580455,0.0013894,0.580896,0.516716,0.531842,0.051614,0.00221669,0.107897,-32.3743,-40.0967,-42.9916,-49.1127,-42.1672,-39.5698,-55.569,-42.5662,-39.6213,-50.8115,-51.2627,-45.5795,-34.7013,-44.1606,-46.2226,-42.384,-38.3029,-34.0064,-46.6712,-41.2043,-36.2364,-47.3867,-36.2948,-50.0977,-41.7917,-41.957,-37.8362,-40.6935,-33.7419,-42.7965,-37.6618,-42.1143,-48.8434,-58.2086,-37.1127,-39.9485,-34.5285,-40.1346,-46.1583,-51.5738,-57.717,-54.2277,-54.3067,-49.8142,-38.636,-32.3037,-45.5168,-42.0954,-46.0192,-37.5801,-39.6188,-46.8473,-41.9627,-36.3546,-47.1931,-28.6355,-44.5921,-56.6863,-48.361,-35.3828,-42.6692,-48.9125
-2627.22,0.705033,0.123719,5,63,0,2640.08,97.5988,32.6735,218.978,34.2583,162.668,71.5909,56.3307,21.6235,55.3064,46.3275,183.342,202.844,49.8455,36.6363,69.8699,0.0663034,-0.915819,-3.93136,-3.13171,-6.50659,-1.69613,-5.20937,-2.59717,-3.34702,-5.82714,0.896074,2.531,1.43303,-2.05827,-5.01941,-2.56616,2.02301,-1.80544,3.41542,0.400189,0.0196169,0.0436429,0.00149356,0.183391,0.00546514,0.0744844,0.035189,0.00294649,2.44997,12.566,4.19137,0.127674,0.00660844,0.07683,-34.4191,-40.6379,-43.2746,-49.61,-41.3205,-39.5484,-55.7753,-42.0857,-39.642,-46.5737,-50.6893,-46.2022,-34.1988,-42.2862,-45.8771,-41.2645,-38.2228,-34.8481,-46.4205,-42.013,-35.9739,-46.5676,-35.1134,-49.8091,-42.6678,-43.3716,-37.3459,-39.1155,-32.6111,-43.1732,-38.7964,-42.2698,-48.3371,-56.6579,-36.6983,-40.0919,-35.3526,-41.0504,-45.9798,-52.8572,-58.8553,-52.9507,-53.485,-50.8036,-35.7448,-31.606,-44.2397,-42.0866,-47.9881,-34.5344,-39.3199,-47.3404,-43.8534,-35.724,-46.8008,-28.7902,-46.7765,-56.3889,-49.5533,-35.2634,-43.036,-50.1745
