# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92684083
# output
#   file = output_cal_g_Kgamma_EPs_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.2516
# Diagonal elements of inverse mass matrix:
# 0.0783492, 0.0253538, 0.46644, 0.044209, 0.135452, 0.0419419, 0.0211677, 0.0328676, 0.0142633, 0.0414612, 0.068809, 0.221746, 0.0942093, 0.0172298, 0.236126, 0.367981, 0.692485, 0.0956724, 0.0810286, 0.174148, 0.213882, 0.0568411, 0.0876161, 0.298045, 0.0377213, 0.542597, 0.585529, 0.167089, 0.920754, 0.0552857, 0.515784, 1.25326, 0.110666
-2668.67,0.796098,0.2516,5,31,0,2686.84,104.166,44.3091,279.066,53.2881,159.786,84.4954,72.5135,23.9034,59.6988,37.6006,117.149,168.422,42.0096,38.1287,64.9966,0.489284,0.00561045,0.127201,0.151944,0.181918,0.0672317,0.271951,0.293321,0.129269,0.441309,0.0072008,0.00453866,0.0450749,0.114731,0.321255,0.0310801,-1.68889,2.02362,-33.5398,-41.7317,-42.0313,-51.8802,-42.2032,-39.6169,-57.5979,-43.2767,-39.6333,-49.9064,-51.6225,-45.2373,-35.3444,-40.6247,-47.1664,-42.8996,-39.7102,-35.2656,-45.583,-43.908,-35.483,-47.2844,-37.4877,-47.1884,-42.3404,-43.5345,-38.3251,-40.897,-36.2266,-43.6609,-37.7723,-42.7183,-49.4754,-58.6464,-36.8386,-40.114,-36.2785,-40.309,-47.6666,-51.861,-61.1334,-53.5555,-52.2218,-50.3422,-41.2165,-33.0117,-44.156,-42.1743,-45.7625,-37.6694,-42.2448,-47.8937,-42.568,-37.6477,-48.1218,-28.3912,-45.7617,-57.1286,-47.9951,-35.0683,-43.1848,-47.4694
-2662.23,0.557212,0.2516,4,15,0,2679.89,91.772,38.6179,222.182,51.6152,157.913,89.5561,64.1852,28.1464,70.8852,35.4301,147.354,189.939,51.6701,37.8833,91.6514,0.466817,0.0130502,0.130223,0.148381,0.243903,0.117983,0.250501,0.310664,0.103073,0.446725,0.0147571,0.0140783,0.0261079,0.0449356,0.293597,0.0623915,-1.81229,1.36469,-34.4237,-40.8082,-41.8165,-52.8769,-42.3223,-40.3948,-57.3382,-41.8708,-41.1202,-49.875,-51.9939,-46.1283,-35.4785,-39.2692,-47.4517,-42.3149,-39.8847,-34.1411,-45.7563,-44.0065,-35.1177,-46.4611,-36.5523,-49.0066,-42.2014,-43.0337,-39.0437,-40.8831,-32.7462,-43.8764,-38.6151,-43.6818,-50.5601,-56.9438,-36.8322,-39.5651,-36.1151,-40.4747,-46.8674,-50.656,-60.3552,-53.9121,-51.0556,-53.5634,-39.7368,-32.3595,-43.4412,-42.2061,-47.696,-36.6378,-41.1045,-49.7601,-42.5974,-36.1315,-47.3401,-28.903,-46.6305,-57.0727,-48.4068,-35.2029,-44.2025,-48.7059
-2662.37,1,0.2516,4,15,0,2679.22,89.8355,43.3063,244.403,52.3226,167.68,106.803,51.3392,22.3696,67.9512,31.7227,107.893,172.407,36.3048,36.1118,90.8582,0.569184,0.170724,0.145403,0.13723,0.188835,0.116383,0.143172,0.500867,0.218922,0.406877,0.0780369,0.105931,0.077088,0.0892869,0.282505,0.0232967,-1.58498,0.925369,-35.29,-40.4905,-41.4715,-52.3593,-42.5326,-40.733,-57.3702,-42.9093,-40.0215,-49.4548,-51.5173,-45.9775,-35.9262,-40.3277,-46.7744,-43.104,-39.6666,-35.1288,-46.2849,-44.4142,-35.6629,-46.3944,-37.3914,-49.202,-41.1901,-44.1268,-38.3064,-41.0524,-34.2758,-43.812,-38.2865,-42.4665,-49.6605,-58.6789,-37.0296,-39.0695,-36.734,-40.8966,-46.9847,-52.72,-61.9969,-53.2476,-51.0349,-51.3103,-40.9956,-33.0276,-43.7433,-42.5238,-46.461,-37.7504,-42.4775,-47.5493,-42.264,-37.4573,-49.1488,-27.8209,-44.7938,-57.5531,-49.7169,-34.5702,-43.3695,-47.4806
-2661.24,0.956899,0.2516,4,31,0,2677.76,104.372,41.8706,244.405,36.5063,153.254,93.9936,93.4626,33.1478,69.246,33.2612,121.603,182.286,55.9936,39.609,73.3649,0.48393,0.0565547,0.265592,0.254511,0.351502,0.158063,0.295899,0.139586,0.0720053,0.367514,0.0788308,0.022537,0.0251119,0.0888303,0.514462,0.330295,-1.78562,1.19611,-34.6157,-43.1719,-42.4612,-52.1314,-43.399,-39.82,-57.306,-42.0993,-41.8581,-48.5066,-50.2667,-44.7565,-34.8675,-41.0889,-47.714,-42.7163,-39.5019,-35.0408,-45.4798,-44.8558,-35.6459,-47.1244,-36.6794,-47.2239,-41.4808,-44.3839,-39.1036,-40.5822,-33.8484,-42.8881,-37.6399,-42.9689,-49.496,-58.2243,-37.0283,-41.1854,-35.8687,-40.523,-47.2928,-51.4577,-62.3266,-55.6169,-52.0254,-52.3596,-39.0815,-32.47,-43.8228,-41.0707,-46.407,-37.5236,-41.1709,-48.0046,-42.1979,-37.6082,-47.59,-29.3294,-45.1025,-55.1376,-47.7428,-35.7773,-45.0584,-47.8371
-2658.3,0.849763,0.2516,4,15,0,2675.51,82.9815,41.9737,258.674,42.0671,184.584,106.756,54.2235,25.6866,68.5853,30.6314,112.993,190.039,56.8934,36.3825,119.395,0.607596,0.0903302,0.1355,0.161169,0.244245,0.0890909,0.139481,0.489908,0.16347,0.433025,0.0572284,0.0277685,0.0513225,0.0590133,0.35614,0.0332879,-1.92855,1.08191,-34.8526,-41.5416,-42.433,-52.3461,-42.7537,-39.6564,-56.7698,-42.2142,-39.6229,-50.4801,-50.4649,-46.5209,-35.9755,-40.1067,-46.914,-43.223,-39.2588,-35.215,-46.0841,-44.7571,-35.6825,-46.3012,-37.4199,-48.6531,-39.9667,-43.4158,-38.7575,-41.0101,-33.829,-44.2257,-38.6355,-43.5262,-49.9863,-58.4841,-37.3469,-38.4017,-37.0082,-41.1853,-47.5993,-50.0876,-60.0273,-52.8362,-51.3016,-51.3635,-40.9343,-32.8688,-43.798,-41.8945,-46.2654,-37.3252,-40.9743,-48.4029,-42.5413,-37.4849,-48.6269,-28.0134,-45.4593,-56.4266,-48.8532,-34.7013,-43.7692,-47.5617
-2660.12,0.896797,0.2516,5,31,0,2675.21,84.7742,37.6188,239.364,47.3077,165.573,89.8959,85.4166,26.8283,63.2861,29.7739,139.536,186.435,29.6149,33.5349,70.7608,0.466052,0.0777728,0.221306,0.234618,0.253875,0.181913,0.278564,0.15665,0.0906911,0.411982,0.0932076,0.0803645,0.0565257,0.141285,0.230813,0.250233,-1.76418,0.666541,-34.6057,-43.6391,-41.4782,-52.2853,-41.649,-40.1695,-57.5316,-42.7,-41.4956,-48.4284,-51.8151,-45.5211,-35.3319,-42.3753,-46.8109,-42.3064,-39.8896,-34.6775,-46.1685,-44.1912,-35.8889,-46.6318,-36.204,-49.8161,-42.2546,-44.061,-37.8905,-41.4021,-32.9299,-43.3943,-38.1637,-42.071,-51.0726,-58.5667,-36.9151,-40.4671,-35.3883,-40.1252,-47.1873,-52.9752,-60.5133,-54.7032,-51.6537,-51.4945,-40.3323,-31.9308,-43.7984,-41.8897,-45.9587,-37.6376,-42.9813,-46.8606,-42.5265,-36.7066,-48.6751,-29.4696,-45.3748,-57.442,-49.2826,-34.3764,-43.8176,-48.4558
