# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92684248
# output
#   file = output_cal_g_Kpsi_Kgamma_EPs_9.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.194956
# Diagonal elements of inverse mass matrix:
# 0.184918, 0.0292241, 0.363445, 0.0527324, 0.462041, 0.0144102, 0.036568, 0.0731069, 0.0148632, 0.0344048, 0.0748595, 0.896919, 0.174439, 0.0251307, 0.173833, 1.09437, 0.282705, 0.257091, 0.620594, 1.35073, 1.31771, 0.128707, 1.20276, 0.128617, 0.478284, 0.317063, 0.64051, 1.63002, 0.374746, 0.786656, 0.738129, 0.305652, 0.142151, 0.168188, 0.547885, 0.236402, 0.201488, 0.461576, 0.0828107, 0.381501, 0.451941, 0.201754, 0.76695, 0.254878, 1.33041, 0.0965964, 0.0708751, 0.835989, 0.0742409
-2652.98,0.989894,0.194956,4,15,0,2681.99,73.3021,29.9106,214.69,34.3687,249.871,62.7023,60.672,22.0698,55.6174,33.3211,120.982,222.212,46.9097,39.3484,88.7139,-1.13605,-1.37154,-1.18667,-2.2342,-0.0794282,-2.01218,-1.39753,-1.21001,-1.61138,-0.104536,-0.324663,-0.436731,-1.07146,-0.701832,-1.27548,0.0732942,0.281992,0.225764,0.162896,0.0734099,0.291092,0.152704,0.0429814,0.379394,0.040966,0.157837,0.0269594,0.0479239,0.524948,0.187454,-1.28589,0.57078,-1.43879,0.879671,0.321085,0.253715,0.305237,0.107077,0.923644,0.133697,0.247206,0.298194,0.199611,0.900742,0.722771,0.646145,0.342507,0.495676,0.279296,-33.1008,-42.4621,-45.981,-49.6318,-43.2466,-39.9044,-55.4634,-41.8817,-40.2515,-47.695,-49.2785,-44.7915,-35.2075,-40.8467,-46.438,-43.1507,-38.2379,-35.1665,-45.9087,-42.9328,-37.3545,-46.2823,-36.1522,-48.5343,-41.0977,-42.8393,-38.9808,-39.9963,-33.3022,-43.2282,-38.8093,-42.1799,-49.5957,-58.9805,-37.2686,-39.7733,-35.0558,-40.9573,-46.4222,-51.6806,-59.113,-54.6784,-52.27,-52.7612,-38.3396,-32.6405,-45.978,-40.9637,-47.7483,-35.3922,-39.273,-47.2183,-42.1673,-36.697,-48.1303,-28.6103,-44.9901,-55.7439,-47.9527,-34.4334,-43.6958,-46.9634
-2652.41,0.741174,0.194956,4,15,0,2674.54,73.6948,30.6223,218.308,31.6718,239.984,61.7492,54.6323,25.0047,53.5272,27.7602,127.717,260.268,54.7947,39.6667,88.9062,-1.2669,-1.46321,-1.20655,-2.24862,-0.0918309,-2.11749,-1.46757,-1.40436,-1.67577,-0.578612,-0.499762,0.0883654,-0.387337,-0.932766,-1.69246,0.0327715,0.308475,0.214692,0.129762,0.0969004,0.113978,0.139544,0.0389634,0.455508,0.0504143,0.175931,0.032303,0.0889764,0.445162,0.171193,-1.00893,0.681636,-1.62508,1.10272,0.281703,0.231491,0.299228,0.105544,0.912259,0.120333,0.230484,0.245524,0.187165,0.560676,0.606675,1.09239,0.678862,0.393464,0.184067,-34.0247,-42.1984,-46.1723,-50.2157,-42.6648,-39.8205,-54.6768,-41.5485,-41.1529,-48.1257,-50.6874,-45.1085,-35.5348,-41.6679,-45.9933,-42.8151,-37.4555,-34.6853,-45.9904,-42.9395,-37.0104,-46.1333,-35.9863,-48.4542,-41.1601,-43.1774,-37.7804,-40.3851,-32.5262,-43.2595,-39.0693,-41.8031,-50.1386,-58.9313,-36.4783,-40.4956,-34.5726,-40.8523,-47.0896,-52.6244,-58.5647,-52.2819,-52.5359,-50.2958,-38.6384,-32.4959,-46.3773,-40.6293,-47.7672,-35.1623,-39.8212,-47.2761,-43.0749,-36.5002,-48.6726,-28.978,-46.2411,-55.9774,-48.3061,-34.2354,-42.8033,-47.1161
-2646.93,0.832868,0.194956,5,31,0,2681.7,84.9392,29.3416,214.589,60.0154,134.535,71.9126,47.5232,26.0259,69.5572,35.7776,187.262,240.953,36.716,34.9941,123.987,-1.04481,-1.50839,-1.28381,-0.209816,-0.892814,-1.9795,-1.62934,-0.904885,-0.985453,-0.62007,0.18735,-0.215631,-1.03558,-0.856176,-0.756178,0.023343,0.157,0.202574,0.291727,0.135212,0.0853646,0.224386,0.0422885,0.400639,0.0698369,0.0156079,0.0274903,0.0459455,0.384451,0.0814714,-1.12196,0.776327,-1.98599,1.24524,0.351758,0.221265,0.276981,0.810733,0.409502,0.138138,0.196059,0.404588,0.37327,0.537907,1.20605,0.806032,0.355019,0.424783,0.469457,-33.8247,-40.9011,-41.7571,-52.8585,-41.9893,-40.1522,-56.4725,-41.9564,-40.9259,-48.8513,-51.8362,-45.4393,-35.0168,-41.4104,-46.0923,-41.8115,-38.6233,-34.3874,-46.0391,-42.0429,-35.7988,-46.6912,-35.5322,-48.6222,-41.4572,-42.0365,-37.9007,-40.1306,-32.3428,-43.5024,-38.2996,-42.413,-49.4763,-57.6143,-36.419,-39.155,-35.2791,-40.5527,-46.4922,-50.4633,-62.3019,-52.317,-51.4947,-50.5336,-37.8221,-33.9796,-44.8329,-43.0204,-49.1223,-35.3266,-41.3253,-48.2864,-43.9712,-35.7687,-47.7048,-27.1167,-44.7355,-55.3499,-48.8454,-34.6325,-43.6028,-47.374
-2643.61,0.880304,0.194956,4,31,0,2669.14,105.872,29.2104,216.079,32.9353,213.9,61.1465,57.9107,40.1652,57.8616,40.6734,121.891,217.964,33.6937,42.491,93.4413,-0.360927,-1.64987,-1.25366,-1.77015,-0.400814,-1.66914,-1.26515,-0.268942,-1.44151,-0.150846,-0.621428,-0.153473,-0.839367,-0.812183,-0.842422,0.0690778,0.108643,0.231852,0.225238,0.0657137,0.311307,0.400748,0.0343525,0.398236,0.0594066,0.127743,0.0525983,0.156793,0.388694,0.0430282,-0.78629,0.48296,-1.23445,1.34738,0.69703,0.192074,0.285457,0.170307,0.669775,0.188409,0.282197,0.764188,0.236571,0.85998,0.537177,0.857724,0.431984,0.443888,0.430666,-33.6139,-41.9133,-45.2044,-50.3709,-41.6832,-38.5919,-55.7315,-42.5768,-38.2541,-47.7864,-49.967,-45.1474,-34.3326,-41.7132,-46.1348,-42.941,-37.8673,-35.2425,-45.692,-43.183,-36.2126,-46.6509,-35.8657,-49.8642,-41.3295,-44.1623,-37.7214,-40.2524,-32.5709,-43.671,-38.1796,-42.3635,-49.418,-58.7721,-36.5542,-39.7118,-35.689,-40.6235,-46.6519,-52.1203,-60.1075,-52.8555,-51.711,-50.8927,-40.5941,-32.7695,-45.2808,-41.7708,-48.6173,-35.1371,-40.949,-46.9872,-42.1617,-36.682,-47.982,-28.1949,-46.3964,-55.6031,-48.2379,-34.5738,-42.5339,-46.9327
-2645.99,0.754249,0.194956,5,31,0,2664.96,75.2399,27.9111,215.014,35.4462,186.645,61.1609,55.4513,28.9687,57.4044,38.506,125.364,215.735,45.5005,44.5333,101.252,-0.995892,-1.7591,-1.29526,-0.710024,0.337804,-2.00704,-0.81666,-0.712327,-1.22652,-0.323606,-0.627007,-0.195958,-0.699048,-0.219682,-0.55229,0.0349533,0.0528769,0.209561,0.393576,0.126869,0.179911,0.353859,0.0631809,0.435936,0.0540862,0.0479434,0.0491271,0.113291,0.477872,0.0168029,-0.883171,0.570228,-1.59865,1.43213,0.369394,0.172199,0.273828,0.491632,1.40187,0.134386,0.441905,0.490502,0.293313,0.723535,0.534188,0.822046,0.497058,0.802774,0.57563,-34.2824,-41.3983,-43.6476,-52.294,-42.8923,-39.2344,-56.3643,-43.1331,-38.5746,-48.341,-50.4513,-45.7959,-34.806,-41.0487,-46.0946,-42.255,-38.3606,-35.5731,-45.914,-43.071,-36.3831,-47.4354,-35.8694,-49.1797,-41.6357,-42.9308,-37.791,-40.3861,-31.5889,-43.9046,-37.9776,-43.6797,-49.8115,-58.595,-36.6503,-39.2277,-36.5969,-41.3676,-47.1564,-50.8719,-59.1616,-52.0259,-51.7375,-49.7052,-38.6177,-33.5956,-45.144,-41.8309,-48.0969,-34.2903,-41.8024,-46.8025,-42.9405,-36.6289,-47.9436,-27.0521,-44.9326,-54.1344,-48.2711,-35.3008,-43.1622,-47.3332
-2652.53,0.978751,0.194956,5,31,0,2669.66,95.8455,28.5622,227.506,39.0929,172.3,65.8689,56.1828,21.6135,55.9006,28.7788,173.414,237.503,45.0471,28.3133,48.4155,-0.205474,-1.80692,-1.38164,-1.38641,-0.825781,-1.97284,-1.62037,-1.46924,-1.57829,-0.431053,0.392968,-0.291861,-0.775067,-1.68474,-1.5626,0.120298,0.0134286,0.109021,0.195928,0.0823795,0.157599,0.238573,0.00696248,0.433505,0.167971,0.0380463,0.046256,0.0382033,0.212726,0.183347,-1.26682,0.720862,-1.87615,1.44089,0.814261,0.164159,0.251167,0.249971,0.437893,0.139061,0.197825,0.2301,0.206328,0.649824,1.48137,0.746873,0.460673,0.185493,0.209591,-33.7814,-40.6952,-44.1392,-49.5785,-41.5032,-39.5546,-55.8098,-42.1324,-40.1024,-48.8461,-52.8167,-45.8576,-34.807,-42.2655,-45.0297,-42.3552,-37.3514,-34.6921,-45.2598,-42.4029,-36.1476,-46.648,-34.847,-51.6391,-41.3802,-41.6494,-37.4532,-40.2583,-32.233,-43.0343,-39.0631,-42.1886,-49.5294,-58.0065,-36.7131,-39.7933,-34.5739,-40.8793,-46.9188,-52.1034,-61.0274,-52.559,-51.5981,-50.0539,-39.5509,-32.9323,-45.6349,-41.5575,-48.6334,-36.2974,-40.34,-46.2353,-42.4507,-36.2673,-48.2675,-28.4029,-46.1448,-55.6846,-49.441,-34.672,-42.5107,-48.7303
