# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92684104
# output
#   file = output_cal_g_Kgamma_EPs_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.171694
# Diagonal elements of inverse mass matrix:
# 0.0740545, 0.0178493, 0.500321, 0.0327708, 0.221132, 0.0267384, 0.0209739, 0.0345306, 0.0113259, 0.0266605, 0.0620199, 0.205338, 0.097457, 0.0185973, 0.206761, 1.04389, 0.412824, 0.095043, 0.0817236, 0.106453, 0.355039, 0.0587938, 0.103822, 0.327973, 0.0406952, 0.351163, 0.5687, 0.208733, 0.810325, 0.0761034, 0.717234, 0.65137, 0.0658646
-2659.39,0.998797,0.171694,4,15,0,2680.32,105.701,45.0702,258.738,48.0089,128.62,109.206,82.8741,31.6566,74.3144,34.7817,124.632,225.364,48.2229,32.7786,71.8749,0.569152,0.0797645,0.121353,0.193537,0.205019,0.141935,0.185738,0.178198,0.0976553,0.418654,0.0698491,0.101026,0.0393678,0.0475071,0.307572,0.126755,-1.79503,1.33311,-34.2411,-42.7564,-42.1266,-51.3628,-42.4886,-40.3487,-57.5486,-42.1266,-40.8314,-49.9641,-51.6551,-45.3683,-35.4686,-41.4729,-47.3251,-43.2292,-39.8499,-34.7159,-45.5471,-43.6622,-35.2996,-46.5102,-37.046,-48.5438,-41.2418,-42.6885,-38.0229,-41.5402,-33.9469,-43.3303,-38.285,-42.8309,-50.6814,-58.1912,-37.2344,-40.1339,-36.5231,-40.0809,-47.3942,-51.2205,-62.5262,-54.0758,-50.5406,-52.1018,-39.663,-32.7652,-43.3417,-41.6722,-45.8316,-38.1774,-41.5556,-47.8501,-41.5909,-37.9858,-48.3535,-29.027,-45.239,-57.0548,-49.6117,-34.7163,-43.3739,-48.2989
-2661.07,0.982555,0.171694,5,31,0,2678.47,93.7236,38.1405,238.235,47.4923,186.865,100.956,74.2807,28.5378,78.108,30.9749,143.8,187.795,44.6939,42.5819,142.868,0.545133,0.109405,0.231265,0.265241,0.198747,0.0334418,0.246904,0.169965,0.138837,0.355222,0.131777,0.0955192,0.0448098,0.0912276,0.506287,0.144323,-1.92367,1.28169,-34.4791,-42.7985,-41.9397,-50.9714,-43.4667,-39.5212,-56.9584,-42.375,-41.4512,-48.0513,-49.1795,-45.4602,-35.1798,-41.6622,-47.7761,-42.1987,-39.5256,-34.5701,-46.5568,-44.2998,-35.5211,-46.6424,-36.0258,-48.7381,-41.0003,-44.0619,-38.7633,-41.0697,-32.1592,-43.2835,-38.0191,-43.4327,-48.9128,-57.986,-36.9598,-39.3777,-36.0844,-40.6321,-47.7163,-52.5416,-64.2692,-55.1834,-51.787,-53.0591,-39.4645,-31.8912,-43.1539,-41.8608,-47.0002,-36.924,-40.75,-49.1663,-41.9437,-36.9213,-48.7435,-29.5491,-45.682,-57.6493,-48.7579,-35.3845,-44.6074,-47.7187
-2664.51,0.806057,0.171694,5,31,0,2684.15,102.255,40.359,241.415,59.9611,116.218,109.787,61.9162,27.2496,79.2292,39.2271,144.029,182.969,30.4436,35.3589,70.0369,0.429697,0.0930909,0.125769,0.209854,0.176363,0.187248,0.157403,0.391461,0.15371,0.424757,0.0693483,0.124675,0.0378565,0.127374,0.270844,0.181549,-1.47733,0.993313,-35.2566,-41.3014,-41.8105,-51.4407,-41.8102,-39.5553,-57.809,-42.4716,-41.692,-50.0495,-51.8818,-45.2523,-35.4136,-42.3883,-47.2956,-42.246,-39.2863,-34.0898,-46.2653,-43.3814,-34.4593,-47.0329,-36.5596,-49.1073,-41.8699,-43.7153,-38.1862,-40.9541,-33.5142,-43.2903,-38.5411,-42.4687,-50.8917,-57.9156,-36.2713,-39.3595,-35.5221,-40.2957,-46.6989,-54.016,-64.8703,-52.9042,-50.3652,-52.6389,-40.8515,-32.4845,-43.3778,-42.8586,-49.1672,-38.2398,-41.3961,-49.6408,-42.1829,-36.8601,-47.6114,-28.3402,-46.1976,-58.9176,-49.3051,-35.1499,-43.4885,-48.0049
-2664.71,1,0.171694,5,31,0,2679.82,109.422,43.8735,293.773,47.7662,216.703,102.566,86.0702,34.4901,69.5399,33.203,160.296,210.264,75.3134,45.4756,134.939,0.741251,0.0916462,0.14337,0.193928,0.253181,0.0364451,0.202468,0.197263,0.107527,0.424824,0.157936,0.0746898,0.0372187,0.0168865,0.482151,0.0797195,-1.94104,1.31021,-35.3658,-43.2586,-42.798,-52.2119,-43.8851,-38.9173,-57.2077,-42.2154,-40.0803,-47.6032,-49.2977,-46.2287,-35.3362,-42.3053,-47.4376,-42.2262,-39.0069,-34.7417,-46.2607,-45.0114,-35.457,-46.6372,-36.2609,-48.1464,-41.774,-43.0234,-38.8064,-40.2568,-34.3656,-43.9795,-38.829,-44.5216,-50.1027,-57.5379,-36.6831,-39.7301,-36.3671,-40.3805,-47.3141,-51.6745,-61.7319,-53.7088,-50.9011,-50.7618,-39.6029,-32.1549,-43.7678,-41.5705,-47.1895,-37.2866,-41.1908,-48.9009,-43.2016,-36.6706,-48.1254,-29.0274,-45.1729,-57.9231,-49.5964,-35.6353,-43.8158,-48.152
-2662.72,0.977032,0.171694,5,31,0,2682.27,111.057,38.4142,242.404,55.3218,129.888,104.714,60.0772,23.7686,75.0742,38.0877,155.119,177.217,46.583,37.5545,85.4271,0.564618,0.0270306,0.159843,0.248492,0.218456,0.120252,0.145631,0.426546,0.151864,0.363616,0.022031,0.0322164,0.0273755,0.0486689,0.348522,0.197237,-1.35813,1.24467,-34.6798,-42.7884,-42.7159,-51.5648,-42.6279,-38.5934,-57.6906,-42.53,-42.0489,-48.4755,-51.1928,-45.84,-35.5718,-41.1653,-47.9348,-41.7795,-39.4014,-34.8046,-46.9088,-44.1696,-34.5567,-47.1279,-36.3258,-46.7228,-41.3802,-43.8066,-39.6145,-40.3371,-33.741,-43.99,-38.5658,-42.9992,-50.381,-57.8053,-36.7543,-38.9094,-36.0061,-40.6722,-47.0183,-51.3659,-61.8671,-52.4074,-51.167,-50.9594,-40.4969,-32.7653,-43.3561,-43.0568,-48.1098,-37.5457,-41.3096,-50.0689,-43.1772,-36.5741,-47.9952,-27.4621,-45.7659,-57.2436,-48.9224,-34.7568,-44.4464,-47.9053
-2666.74,0.982772,0.171694,5,31,0,2683.24,76.5997,42.0591,218.488,44.3456,144.318,87.3722,65.1105,24.3955,61.9568,30.9104,83.2489,179.658,45.6092,30.2612,139.628,0.483866,0.00951914,0.195322,0.192732,0.146016,0.225694,0.245028,0.309501,0.199969,0.403793,0.0304776,0.188085,0.0253622,0.10499,0.407744,0.0984288,-1.55684,1.5277,-35.2675,-41.6452,-41.4305,-52.0518,-42.6403,-41.077,-56.5308,-42.029,-41.4395,-48.4327,-51.2945,-45.7856,-35.8487,-40.6653,-47.8147,-44.1037,-40.1906,-35.7316,-45.4916,-44.8115,-36.5754,-47.3769,-37.1682,-46.396,-39.2606,-44.2083,-39.162,-42.1895,-33.6295,-43.4179,-38.5121,-42.6807,-49.8491,-59.603,-38.4661,-38.9376,-36.9308,-41.0634,-48.7268,-51.894,-57.8693,-55.3333,-52.4577,-51.4987,-40.9864,-33.1342,-43.7669,-41.9051,-44.6637,-37.6213,-40.5067,-47.7938,-41.4781,-38.7401,-49.0039,-29.244,-45.7239,-55.6548,-47.0995,-35.1089,-44.5403,-47.111
