# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 94246188
# output
#   file = output_cal_pl_Ka_EPs_5.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.126324
# Diagonal elements of inverse mass matrix:
# 0.216494, 0.0137581, 1.61837, 0.0353295, 0.329834, 0.0248944, 0.0269609, 0.0862739, 0.0106011, 0.0334851, 0.0932664, 0.865994, 0.223513, 0.0162617, 0.216318, 0.0443327, 1.41883, 0.0358593, 0.0332878, 0.112863, 0.206532, 0.0440468, 0.170073, 0.412519, 0.0480138, 0.247672, 0.387253, 0.767164, 0.333883, 0.218383, 0.190816, 1.56988, 0.0694593, 0.0595954
-2632.06,0.724937,0.126324,5,63,0,2651.65,71.4614,37.5506,279.329,35.8305,189.007,78.5072,44.3683,31.3027,55.5375,37.2106,187.178,184.968,52.6548,33.6533,70.7674,0.0676311,-2.88279,-3.82558,-2.8489,-5.11985,1.65431,-4.26888,-5.30236,-1.53167,-6.26486,0.574878,1.7072,-1.50459,-1.58891,-4.92954,-4.64591,2.04291,-4.00346,3.27786,0.0559783,0.0218058,0.057908,0.00597689,5.22946,0.0139974,0.00497983,0.216175,0.00190199,1.77691,5.51351,0.222109,0.204148,0.00722984,0.00960077,-33.7737,-40.5529,-44.0308,-49.1351,-41.5891,-38.2611,-54.6019,-41.8561,-41.5631,-48.4082,-51.729,-46.016,-34.7781,-44.7877,-45.4221,-42.4264,-36.8828,-34.4032,-46.2991,-42.4433,-35.7719,-46.0029,-34.5158,-51.3836,-41.4272,-43.5654,-36.9327,-40.0494,-32.8935,-43.8186,-38.5619,-41.8984,-48.7746,-56.9707,-36.874,-39.8907,-34.7071,-40.1827,-46.6036,-53.5473,-60.8312,-51.5772,-54.5789,-48.1269,-39.0628,-31.2592,-44.1846,-41.4708,-45.3066,-37.1318,-40.217,-46.0284,-43.2358,-36.1859,-48.1646,-28.883,-46.347,-57.0245,-50.4133,-33.9802,-41.7603,-49.1627
-2631.66,0.998087,0.126324,5,31,0,2648.34,91.2457,41.727,242.447,39.3113,266.032,90.2119,59.9728,24.5871,49.1161,37.5002,171.843,281.474,24.3352,37.1748,75.7187,0.04666,-1.08154,-2.19575,-2.66022,-5.67777,0.583734,-3.65581,-4.25473,-2.74009,-6.18806,0.138502,3.34731,4.87093,-5.54278,-3.51337,-1.56467,2.22667,-1.52347,3.46254,0.339072,0.111275,0.069933,0.00342117,1.79272,0.0258406,0.014197,0.0645647,0.0020538,1.14855,28.4261,130.442,0.00391564,0.0297962,0.209158,-34.1915,-41.0269,-44.1556,-50.7882,-42.1499,-40.2734,-54.8967,-41.9691,-39.4012,-49.5594,-52.2692,-45.9545,-35.1006,-42.4387,-44.5521,-42.6126,-37.1841,-33.8588,-46.7145,-41.0197,-35.964,-45.62,-35.9455,-50.8668,-41.0404,-41.9287,-36.3618,-39.6328,-35.0163,-43.6254,-38.0674,-42.2738,-49.5795,-57.1957,-36.8013,-39.5501,-34.6433,-40.0339,-45.9483,-50.0817,-57.5905,-52.4835,-54.1269,-49.5617,-38.5627,-32.9116,-44.731,-40.8772,-46.4259,-36.9332,-40.861,-46.7217,-43.6471,-35.9277,-46.4899,-28.7381,-46.0573,-56.315,-49.0053,-34.8663,-42.4131,-49.5502
-2631.78,0.892932,0.126324,5,31,0,2650.35,88.2687,41.4899,252.935,38.5717,263.938,97.007,60.9642,25.7186,49.5627,39.1091,161.64,279.83,26.665,35.3446,83.7162,0.0505214,-2.16859,-2.22691,-2.57029,-5.49946,1.06645,-3.31464,-3.78714,-2.49896,-6.17911,0.887026,3.56803,5.05976,-5.22709,-3.89398,-1.34855,2.16898,-1.75121,3.40776,0.114338,0.107861,0.0765132,0.00408898,2.90504,0.0363469,0.0226602,0.0821708,0.00207228,2.4279,35.4468,157.553,0.00536914,0.020364,0.259617,-34.4165,-41.0869,-44.236,-50.1655,-42.0526,-40.2567,-54.7835,-41.7435,-39.4589,-49.5395,-51.9,-45.8273,-35.0781,-41.9013,-44.7846,-42.7714,-37.0053,-34.0363,-46.3656,-41.0474,-36.0929,-45.4968,-36.0113,-50.4348,-40.6544,-41.7285,-36.3996,-39.6394,-35.2994,-43.2961,-38.2084,-42.1368,-49.3922,-57.1941,-36.7959,-39.7887,-34.7727,-40.0505,-46.0517,-50.2442,-59.0066,-52.5511,-53.9033,-49.2416,-38.4983,-33.1028,-44.47,-40.6584,-45.8738,-37.9114,-41.0954,-46.2721,-43.5927,-36.577,-47.2185,-28.9031,-45.7527,-56.2453,-49.7187,-34.7091,-42.2105,-49.3417
-2629.11,0.995983,0.126324,5,31,0,2645.01,115.701,40.0389,194.427,39.5903,217.221,79.5904,48.8303,33.2104,53.724,40.8014,196.225,253.559,43.7028,34.6707,133.984,0.0535817,-0.283265,-3.11097,-4.23125,-4.91183,0.839145,-4.23104,-4.11724,-1.48135,-6.60356,3.40156,3.21886,5.77579,-1.90489,-5.0818,-0.510269,2.05669,-0.309594,3.49762,0.75332,0.0445575,0.0145342,0.00735901,2.31439,0.0145373,0.0162894,0.22733,0.00135554,30.011,24.9995,322.399,0.148839,0.00620874,0.600334,-34.1076,-40.4981,-43.6544,-49.9515,-41.0487,-38.9395,-54.8783,-41.8952,-39.8657,-47.765,-51.805,-46.2645,-34.3352,-43.7168,-45.9876,-41.6065,-37.4194,-33.9133,-45.8965,-42.0005,-35.5552,-46.0978,-35.4524,-50.5741,-40.8794,-42.9007,-37.1209,-39.6723,-32.4516,-43.7739,-38.8572,-41.86,-48.4423,-56.0281,-36.466,-39.6138,-34.8958,-40.4472,-46.154,-51.6909,-58.8725,-53.1772,-53.8484,-48.9864,-37.2026,-32.587,-43.9023,-41.8471,-47.5207,-35.8527,-39.9396,-47.5553,-43.6255,-35.8233,-47.598,-29.2014,-46.8579,-54.9546,-49.9416,-34.1454,-42.6169,-49.5566
-2631.32,0.86812,0.126324,4,31,0,2644.61,128.917,39.1558,214.851,31.2715,210.43,71.1745,57.0001,24.6472,47.4507,45.8817,167.499,234.897,28.2308,31.1091,96.8678,0.0616591,4.79215,-1.66987,-3.58698,-5.66439,0.84532,-4.34262,-3.99305,-2.65576,-5.99858,3.06589,0.951496,5.59978,-3.26245,-4.23046,-1.07499,2.08471,-0.546976,3.42851,120.56,0.188272,0.0276819,0.00346725,2.32872,0.0130025,0.0184433,0.0702453,0.00248228,21.4535,2.58958,270.368,0.0382945,0.0145457,0.3413,-34.4064,-41.6263,-44.5208,-49.2003,-41.3159,-38.455,-55.7527,-42.738,-39.2182,-46.9364,-50.622,-46.109,-34.2828,-43.8779,-45.6347,-41.2722,-37.6032,-34.5165,-47.0024,-41.7518,-35.6734,-46.5658,-35.3516,-49.95,-40.7391,-41.9122,-37.1528,-39.7753,-34.7697,-43.8143,-38.9846,-42.3842,-49.7708,-56.7348,-36.9731,-39.4022,-35.149,-40.2041,-46.1206,-50.9123,-56.1198,-52.4877,-53.4126,-48.6594,-38.2026,-32.4227,-44.8428,-41.9328,-45.4976,-35.7036,-40.802,-46.1625,-43.582,-36.2548,-47.9392,-29.1517,-46.2444,-56.8772,-50.2095,-34.7684,-42.361,-49.293
-2630.73,0.901731,0.126324,5,31,0,2645.87,61.4772,34.9237,274.014,40.977,136.752,79.6821,49.999,28.4427,57.6528,37.2905,184.028,270.701,40.7031,33.7452,103.798,0.0445883,-4.49419,-3.47328,-2.71516,-5.79695,-2.29198,-5.28337,-5.90426,-2.78756,-6.22066,3.74315,3.34358,4.45157,-2.51686,-4.95738,-3.77958,2.01061,-3.37203,3.14173,0.0111738,0.0310152,0.0661944,0.0030368,0.101066,0.00507531,0.00272779,0.0615711,0.00198793,42.2307,28.3204,85.7611,0.080713,0.00703131,0.0228323,-32.8195,-40.68,-42.6791,-48.9516,-41.9044,-39.647,-54.5732,-41.1734,-41.2013,-49.0162,-51.3319,-46.135,-34.2998,-42.1844,-45.5966,-42.0156,-37.7507,-34.6334,-46.6245,-41.3191,-35.7028,-45.901,-34.8689,-50.5494,-41.3826,-42.2599,-37.1373,-39.2194,-33.9902,-42.8833,-38.1561,-42.0105,-48.5923,-57.2776,-36.6282,-39.6621,-34.6991,-40.3413,-45.7973,-51.6146,-60.0705,-53.0631,-53.6299,-50.2314,-37.8245,-31.5939,-44.6666,-41.7956,-46.9309,-36.3227,-39.4037,-46.6979,-42.8844,-35.7416,-47.1254,-28.6865,-45.5505,-56.9652,-49.9456,-34.843,-42.3717,-49.4148
