# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 91372356
# output
#   file = output_neus_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
-2688.56,0.95677,0.404052,3,15,0,2698.4,52.5787,28.6576,177.433,36.8864,116.233,67.1986,69.6666,18.504,61.902,23.572,89.9437,106.772,28.4225,28.9367,63.9662,0.34638,0.1911,-36.2358,-42.6697,-42.981,-50.5817,-42.4347,-40.2394,-57.7679,-44.1558,-42.0124,-46.0836,-52.7129,-46.3151,-36.1394,-42.0604,-46.7366,-42.7252,-39.3643,-36.8672,-47.8124,-45.7406,-37.3676,-47.1975,-37.0739,-51.8158,-41.7354,-45.2858,-38.4928,-41.9418,-33.2483,-44.131,-39.944,-42.366,-50.6623,-59.4824,-37.6099,-40.3327,-35.7481,-41.8571,-48.0156,-55.2516,-62.4171,-52.5856,-52.1315,-49.9539,-40.0089,-33.089,-43.2505,-42.6399,-46.4256,-38.5282,-43.3882,-44.7348,-42.2843,-37.1884,-51.217,-28.6122,-46.1737,-57.189,-50.1669,-35.3646,-44.0605,-48.1621
-2686.43,0.984497,0.404052,3,7,0,2693.52,55.227,30.0943,182.659,36.6904,114.978,71.2341,71.9775,18.8925,59.7332,22.8426,89.2768,98.6126,29.3276,27.1725,68.8107,0.344277,0.186997,-35.9954,-42.8977,-42.6171,-50.3326,-42.1691,-40.4937,-57.7044,-44.2485,-42.41,-45.8815,-53.0735,-46.0586,-36.3645,-42.477,-46.5734,-42.6629,-39.5629,-36.9061,-47.9368,-45.616,-37.3675,-47.3075,-37.3446,-50.5092,-41.8439,-45.1948,-38.1009,-41.9243,-34.1573,-43.9365,-39.6458,-41.9386,-50.0117,-59.6195,-37.6355,-40.4999,-35.7917,-42.113,-48.175,-55.4306,-62.7354,-53.0622,-52.5144,-49.4002,-40.3038,-33.2212,-43.21,-42.6804,-46.5223,-39.0847,-42.7502,-44.7117,-42.0553,-37.4709,-50.7229,-28.4488,-45.8242,-56.7446,-49.4975,-35.388,-43.8929,-47.9083
-2685.88,1,0.404052,3,7,0,2691.11,57.2277,29.8763,176.112,39.6947,115.761,69.4486,71.9261,19.2235,60.5446,23.8602,86.9706,94.7179,31.6854,27.0597,61.0097,0.326877,0.194647,-36.3853,-42.6192,-42.643,-50.7084,-42.2106,-40.4201,-57.7818,-44.2976,-42.317,-45.8284,-53.2646,-46.0132,-36.4563,-42.8517,-46.4198,-42.6812,-39.4043,-36.5693,-47.6996,-45.7576,-37.2687,-47.2897,-37.2331,-50.7891,-42.1824,-45.3183,-38.0052,-41.4062,-33.9229,-43.8364,-39.8289,-41.8138,-50.0741,-59.3991,-37.3488,-40.6994,-35.5644,-42.0255,-47.7714,-55.9369,-63.3355,-52.9355,-52.334,-49.7711,-39.6674,-33.0441,-43.1227,-42.6652,-47.5227,-38.7851,-42.5058,-44.8266,-42.2519,-37.1869,-50.1628,-28.3307,-45.8643,-56.8905,-49.4991,-35.6339,-43.7569,-48.0563
-2687.47,0.80899,0.404052,3,15,0,2697.86,63.7158,27.2278,192.636,38.8583,104.847,63.9759,57.1522,18.2262,57.2172,20.0436,72.3225,100.506,28.1631,28.462,98.3378,0.301292,0.190929,-35.9407,-43.0671,-43.2256,-50.6685,-42.0003,-39.5114,-56.9494,-43.9958,-42.8161,-47.2109,-51.8594,-46.2001,-35.6669,-42.218,-47.0429,-43.5538,-38.7411,-37.0181,-47.644,-45.6001,-38.0391,-47.6316,-37.8831,-50.9255,-42.3478,-44.7229,-37.9325,-41.9196,-33.9459,-43.5793,-39.498,-42.2706,-49.4034,-60.4265,-37.4654,-40.9616,-35.7144,-42.3533,-48.2625,-54.7015,-62.26,-52.3398,-52.7833,-49.0877,-39.0421,-32.9223,-44.1959,-42.4413,-46.5439,-39.7492,-43.4228,-44.3834,-42.2986,-37.7656,-51.2205,-27.9903,-45.3566,-57.486,-50.5783,-35.4592,-43.6135,-47.3808
-2685.9,0.986555,0.404052,3,7,0,2692.86,64.9817,26.4916,166.3,35.3436,111.188,74.3722,50.2104,19.3967,62.9028,21.137,73.4986,98.0206,28.5931,32.0393,79.2827,0.306676,0.180392,-35.9427,-41.9781,-42.722,-50.3288,-42.6013,-40.5929,-57.2251,-43.6459,-42.897,-47.067,-52.2956,-46.3411,-36.0126,-40.8598,-46.6476,-43.1693,-38.9861,-36.6129,-48.0458,-45.4367,-37.6035,-47.1504,-37.9591,-50.0832,-41.8655,-44.6733,-37.7493,-42.1631,-32.7455,-43.6554,-39.4039,-42.9756,-49.7316,-59.5238,-37.3189,-41.1008,-35.8286,-42.4487,-48.3804,-54.2477,-63.0521,-53.6787,-52.7654,-51.5091,-38.725,-33.0002,-43.8993,-42.5713,-46.4961,-39.1516,-42.0352,-45.2529,-41.57,-37.6837,-50.8145,-28.6739,-45.924,-56.9096,-49.9206,-35.7473,-44.2174,-48.2055
-2685.96,0.97091,0.404052,3,7,0,2693.42,55.8632,27.4609,191.958,37.2377,119.995,70.6372,55.4929,18.9576,55.8364,20.7112,85.1769,92.613,24.2428,31.6092,59.8223,0.320268,0.167404,-35.8654,-42.4221,-43.3768,-49.8888,-42.2749,-39.8647,-57.8279,-44.2721,-41.7693,-46.4329,-52.4364,-46.0698,-35.8943,-41.6224,-46.3585,-42.6636,-39.1022,-37.1282,-47.9874,-45.2824,-38.0244,-47.7231,-38.0393,-48.9657,-42.8858,-44.8381,-37.5278,-42.4394,-34.4082,-43.9118,-39.3254,-42.4404,-50.1766,-60.0208,-37.6449,-41.3065,-35.8708,-42.6447,-48.5001,-55.2772,-61.8934,-52.7101,-52.9671,-48.6799,-40.1479,-32.9595,-44.0006,-42.8328,-46.1482,-40.1181,-42.1121,-44.9339,-41.885,-37.6087,-50.6965,-28.0993,-45.5959,-57.9143,-49.0204,-35.3289,-43.4626,-47.8031
-2688.17,0.918505,0.404052,3,7,0,2694.54,56.8021,31.3425,171.476,34.627,125.335,76.318,49.8947,15.7062,61.557,24.9926,74.6315,107.274,32.595,26.3468,56.8747,0.302449,0.205192,-35.9863,-41.7768,-42.3381,-50.7795,-42.2234,-40.5518,-57.4079,-44.131,-41.6444,-47.2479,-52.738,-45.9935,-36.6243,-42.9048,-46.6612,-43.0982,-39.1178,-36.8662,-47.2923,-45.1159,-37.9466,-47.0102,-37.6395,-53.1535,-42.0442,-44.7328,-38.0977,-41.9004,-32.6672,-43.4822,-38.8471,-41.6471,-49.7957,-59.4585,-37.5508,-40.5172,-35.8657,-41.9905,-48.1579,-55.0572,-63.2715,-53.7777,-52.6906,-51.6317,-38.9396,-33.5928,-43.6727,-42.4365,-46.1119,-39.2817,-43.3542,-44.4698,-41.6564,-37.9099,-51.4486,-28.4629,-45.4832,-56.0916,-49.8138,-35.5264,-44.2707,-47.9861
-2685.57,0.887364,0.404052,3,15,0,2698.04,52.933,33.6191,202.635,44.2613,126.78,79.4322,59.4125,21.8886,62.4271,19.2314,100.231,96.6344,28.0168,37.2289,83.536,0.319888,0.194328,-36.0295,-42.4128,-42.6577,-51.1071,-41.77,-40.1107,-56.7261,-43.5786,-42.6738,-46.5654,-52.728,-45.6374,-35.8934,-42.7487,-45.5926,-42.542,-38.8071,-36.4307,-47.7672,-45.8074,-37.7531,-47.0595,-37.953,-51.4417,-43.4202,-45.7612,-37.1008,-41.8679,-34.5564,-43.7002,-39.1175,-42.2245,-49.6107,-59.6189,-36.9414,-41.0933,-35.5145,-42.207,-48.1272,-57.0301,-63.8396,-53.102,-53.1931,-49.5773,-39.743,-32.9646,-43.5686,-42.2886,-47.9689,-40.2517,-42.5114,-44.9933,-41.6147,-36.9976,-49.9645,-28.0544,-45.8734,-58.2042,-48.3665,-34.8585,-43.4898,-47.1842
-2684.78,0.908586,0.404052,3,7,0,2695.45,64.2828,33.3843,185.197,36.9724,96.9706,80.0413,52.9283,18.4684,64.5829,21.4966,81.3521,107.373,24.2526,30.0592,81.7188,0.269059,0.220773,-35.1802,-41.9601,-42.1487,-50.528,-41.4816,-40.3194,-56.4282,-43.8014,-42.6651,-48.1476,-52.4097,-45.2912,-35.8525,-43.4259,-46.7483,-43.174,-38.5206,-36.1839,-47.3633,-45.361,-37.4277,-46.9534,-37.545,-54.1192,-42.4173,-45.2259,-37.389,-41.8827,-32.7586,-42.7823,-38.6972,-41.5775,-48.2944,-59.9096,-36.7367,-40.5918,-35.2434,-41.7275,-47.9265,-56.4263,-65.4321,-54.2668,-53.5203,-51.8612,-38.7845,-33.2639,-44.1433,-41.9761,-47.2677,-39.613,-43.8304,-44.2911,-40.7556,-37.3609,-51.1707,-28.3293,-45.1484,-56.6488,-50.1813,-35.1665,-43.8306,-47.3479
-2685.54,0.91366,0.404052,3,7,0,2692.14,54.5484,26.573,163.666,40.1356,115.858,64.3137,50.0687,17.6756,55.6007,22.1066,77.5001,80.7825,35.7839,33.3811,75.642,0.291763,0.182105,-36.903,-41.7782,-43.4532,-51.0742,-42.4132,-39.8571,-57.5399,-44.0291,-42.5466,-45.8315,-52.3536,-46.5038,-36.2773,-41.703,-46.0963,-42.8434,-38.9488,-36.6381,-47.7298,-45.8645,-37.8838,-47.8338,-37.9292,-49.0046,-42.9578,-45.0542,-37.8143,-41.5062,-33.3558,-44.1996,-39.8574,-42.8989,-49.9826,-59.3441,-37.3361,-41.213,-35.8529,-42.7671,-48.1645,-55.2432,-61.8786,-52.5322,-52.8825,-49.9002,-38.2321,-32.8402,-43.9206,-42.7348,-47.707,-39.0288,-41.1235,-45.7702,-42.5045,-37.2453,-49.7125,-27.8952,-46.351,-57.3333,-48.7837,-36.2224,-44.0455,-48.0666
-2693.65,0.499658,0.404052,3,7,0,2703.78,65.7496,30.0574,173.276,33.7033,120.169,63.7062,44.7654,17.46,56.8449,23.8658,68.2367,76.7861,34.5882,23.5592,101.988,0.249388,0.214877,-37.3684,-42.5269,-42.8855,-50.7555,-41.3159,-39.8249,-57.2583,-44.8159,-43.7723,-46.4323,-53.0277,-46.3267,-37.178,-45.4148,-46.815,-42.9748,-38.8586,-36.0689,-47.7233,-46.2921,-37.7343,-48.065,-37.4637,-50.4232,-42.4763,-45.6909,-37.8492,-41.0215,-32.8486,-43.3869,-39.6469,-41.2792,-48.7725,-59.7818,-36.8292,-41.0235,-35.6742,-42.5981,-48.1191,-56.7425,-63.1412,-53.3856,-54.0534,-50.2411,-37.4638,-32.6829,-44.2757,-42.9372,-48.8972,-38.484,-41.2848,-45.3492,-42.6295,-37.5469,-49.7661,-27.8813,-45.6113,-56.7871,-49.6047,-36.5513,-43.885,-47.5697
-2689.46,0.972139,0.404052,3,7,0,2704.62,59.7012,31.3577,185.839,34.3651,90.6572,84.7858,43.8133,19.6263,60.3829,19.5907,90.3266,107.272,22.7511,27.112,92.1993,0.26319,0.191229,-34.3832,-41.986,-42.1062,-50.0175,-41.4891,-40.5329,-56.3391,-43.7606,-43.2531,-47.9185,-52.9178,-45.6791,-36.0978,-43.1549,-46.5067,-42.8605,-38.6715,-36.5739,-47.9267,-45.0145,-37.887,-47.0065,-37.7756,-53.1644,-42.7753,-44.4531,-37.0547,-42.8011,-32.7874,-42.9247,-38.8047,-41.78,-48.3158,-59.9221,-37.3228,-40.9596,-35.2203,-42.2025,-48.8675,-55.9447,-64.4195,-54.7007,-54.2446,-51.0559,-39.8079,-33.4398,-44.4422,-42.1349,-46.2701,-41.1966,-43.364,-44.1334,-40.3599,-37.7877,-51.5181,-28.7018,-44.9326,-56.7964,-49.875,-35.157,-43.7858,-47.637
